THYM	Labels	N:GEXP::MARCKSL1:65108:	N:GEXP::MYBL2:4605:	N:GEXP::ARHGAP15:55843:	B:MUTA:COMP:SMAD3::	N:GEXP::LTBP3:4054:	N:GEXP::CD247:919:	N:GEXP::TRAF3IP3:80342:	N:GEXP::NEFL:4747:	N:GEXP::SLAMF1:6504:	N:METH:cg15059932:ZNF236:TssD669:Island	N:METH:cg11745019:ANGPT1:TssD483:NA	N:GEXP::CXCR4:7852:	N:GEXP::CD3E:916:	N:GEXP::CYP11A1:1583:	N:GEXP::TCF7:6932:	N:GEXP::CD1C:911:	B:MUTA:COMP:DKK2::	N:MIR::hsa-miR-498:Uncorrected:	N:GEXP::WDR67:93594:	N:GEXP::SCPEP1:59342:	N:GEXP::LTBP2:4053:	N:GEXP::TRAT1:50852:	N:GEXP::PCSK5:5125:	N:GEXP::RASGRP1:10125:	N:GEXP::LDHA:3939:	N:MIR::hsa-miR-625-3p:Corrected:	N:GEXP::LEF1:51176:	N:GEXP::LTBP4:8425:	N:GEXP::ARHGEF1:9138:	N:GEXP::BCAM:4059:	N:GEXP::CD52:1043:	N:GEXP::IKZF1:10320:	N:GEXP::ZYG11A:440590:	N:GEXP::C6orf105:84830:	N:GEXP::CHRM3:1131:	N:GEXP::TYRP1:7306:	N:GEXP::SH2D1A:4068:	N:GEXP::SIT1:27240:	N:GEXP::BCL6B:255877:	N:METH:cg06805572:HPCAL1:TssD605:Island	N:METH:cg16891895:RGS16:TssD89:Island	N:GEXP::PTGES:9536:	N:METH:cg01981027:NR4A1:TssD3185:Shelf	N:METH:cg14784398:PDE4D:TssD83074:NA	N:GEXP::SPN:6693:	N:GEXP::PRKCB:5579:	N:GEXP::CCDC109B:55013:	N:GEXP::TEAD2:8463:	N:GEXP::APBB1IP:54518:	N:METH:cg00594866:ACKR3:TssD292:Shore	N:GEXP::C18orf1:753:	N:GEXP::GRAP2:9402:	N:METH:cg08028435:PALLD:TssD104803:NA	B:MUTA:COMP:GTF2I::	N:GEXP::DNTT:1791:	N:METH:cg24244437:EDN1:TssU700:NA	N:MIR::hsa-miR-3922-3p:Corrected:	N:GEXP::VSIG10:54621:	N:GEXP::CD1A:909:	N:METH:cg21363465:OSBPL8:TssU146:Island	N:METH:cg06658146:IGFBP7-AS1:TssD53745:Shore	N:GEXP::ELOVL4:6785:	N:GEXP::TTC7A:57217:	B:MUTA:COMP:ZFP36L2::	N:GEXP::RPSAP52:204010:	N:GEXP::PTPN7:5778:	N:GEXP::DPPA4:55211:	N:METH:cg11817999:RAI1:TssD69721:Island	N:GEXP::HOXA9:3205:	N:METH:cg23335390:OSBPL8:TssU257:Shore	N:GEXP::ZAP70:7535:	N:GEXP::JAKMIP2:9832:	N:METH:cg13566279:NA:NA:NA	N:GEXP::RLTPR:146206:	N:METH:cg25739835:TECTA:TssD10114:NA	N:GEXP::CALN1:83698:	N:GEXP::MYH15:22989:	N:METH:cg25760412:TGM2:TssD28:Island	N:GEXP::FCN2:2220:	N:METH:cg24014487:TGM2:TssD31:Island	N:GEXP::TSHR:7253:	N:METH:cg24358246:MIR100HG:TssD93894:NA	N:GEXP::ZNF578:147660:	N:GEXP::CD3G:917:	N:GEXP::SASH3:54440:	N:MIR::hsa-miR-515-3p:Uncorrected:	N:METH:cg13239572:WIZ:TssU197:Shelf	I:CNVR::CDKN2B:1030:	N:GEXP::LOC257358:257358:	N:MIR::hsa-miR-519d-5p:Uncorrected:	N:MIR::hsa-miR-527:Uncorrected:	N:MIR::hsa-miR-520a-3p:Uncorrected:	N:MIR::hsa-miR-517b-3p:Uncorrected:	N:GEXP::CBFA2T3:863:	N:MIR::hsa-miR-526b-3p:Uncorrected:	N:MIR::hsa-miR-515-5p:Uncorrected:	N:MIR::hsa-miR-518d-3p:Uncorrected:	N:GEXP::ARL5C:390790:	N:METH:cg16672925:CH25H:TssU41:Shore	N:GEXP::RAP1GDS1:5910:	I:CNVR::RYR2:6262:	N:GEXP::ZNF788:388507:	N:METH:cg04099803:LPHN2:TssD151:NA
TCGA-XM-A8RH	THYM_2	6563.4	3458.6	2243.8	0	4975.2	5896.0	2998.0	4.5453	1992.0	0.13957999999999998	0.06679	14002.0	21427.0	1.5151	32584.0	2483.6	0	23.552	618.91	1362.8	2237.0	1236.7	445.06	2324.2	7825.4	902.57	20414.0	811.33	7950.1	6006.6	5147.1	6176.3	1.8939	3.7877	51.13399999999999	65.528	11207.0	3156.3	190.9	0.059114	0.05635	10.984000000000002	0.11509000000000001	0.059537	4125.2	3792.3	1135.2	135.6	9156.5	0.22804000000000002	4205.9	4922.9	0.14377	1	24643.0	0.06946799999999999	9.4211	159.84	9831.8	0.2371	0.06928	5987.6	6267.0	0	4.5453	4447.9	721.56	0.22780999999999998	214.01	0.18978	6487.2	469.13	0.30638000000000004	2666.9	0.079312	942.77	3.0302	0.015745	122.34	0.017353999999999998	1431.4	0.18648	120.45	2520.3	8759.9	96.09899999999999	0.25146	0	134.09	3.2747	98.24	801.41	645.87	6766.0	20.908	85.51899999999999	4.912	124.24	0.067942	1835.9	0	182.95	0.090959
TCGA-XM-A8RI	THYM_1	2086.6	579.41	561.25	0	3744.6	1228.7	911.97	2530.5	500.23	0.055539	0.035504	8937.1	4349.3	211.92	7224.0	1054.0	0	0.0	244.06	2681.4	2418.7	510.01	125.29	607.83	8566.4	282.27	4428.0	1055.4	5479.3	2016.3	2477.9	2129.9	27.945999999999998	70.331	10.247	3.2604	3737.8	620.4	496.04	0.024485	0.026659	462.04	0.048607	0.033338	1397.3	1196.5	395.9	278.53	2055.9	0.021677000000000002	1276.7	1008.4	0.02128	0	3076.4	0.025824	0.45591000000000004	307.41	3557.1	0.021401	0.04374	946.9	1665.0	0	0.9315	1376.8	177.92	0.074297	23.754	0.051624	1870.5	108.8	0.0403	734.51	0.047407	443.41	39.59	0.016602000000000002	0.0	0.014974000000000001	299.49	0.0774	22.823	501.16	1768.5	0.0	0.12139000000000001	0	15.37	0.0	0.0	1.1378	0.7877	1397.8	0.0	0.0	0.0	27.014	0.024652	771.77	0	66.605	0.11260999999999999
TCGA-XM-A8RL	THYM_1	8216.0	3690.2	2115.2	0	2118.4	8462.0	4071.6	18.393	2822.1	0.082745	0.027772	15438.0	27291.0	9.5963	48852.0	5481.1	0	0.17307	780.1	204.32	118.75	1808.1	458.62	3496.3	9745.5	1643.8	28151.0	462.22	13140.0	179.13	7144.5	9482.8	9.1965	31.988000000000003	1.5994	0.0	13436.0	3938.9	48.381	0.028073	0.024232	49.181000000000004	0.055184000000000004	0.028713	5276.8	5006.1	1382.3	10.796	11254.0	0.068356	4573.0	6238.8	0.020968999999999998	0	21978.0	0.031013	5.9492	59.577	20361.0	0.036601	0.060608	7407.6	6938.6	0	1.1995	3543.8	658.15	0.06754600000000001	216.32	0.05935	8468.4	560.08	0.32535	3418.7	0.05889199999999999	1731.3	10.395999999999999	0.018137	0.0	0.01574	1760.5	0.067776	36.385999999999996	2841.3	8821.8	0.0	0.24631999999999998	0	142.75	0.0	0.69229	1.2115	1.3846	7495.9	0.34614	0.0	0.0	141.15	0.020398	1823.3	0	154.74	0.082571
TCGA-XM-AAZ1	THYM_1	4585.9	4015.2	1327.5	0	5469.6	3134.8	2151.1	3290.8	696.75	0.033424	0.029251	6506.9	11992.0	100.05	24928.0	1968.2	0	0.0	379.39	606.7	575.09	557.88	61.631	898.85	14512.0	384.62	9419.5	296.55	7810.3	240.52	3308.1	2915.5	37.619	33.217	3.6018	0.4002	3685.0	1699.7	35.618	0.035052	0.026695	1179.0	0.042719	0.025503	2717.4	1692.5	876.04	11.606	5495.6	0.035912	1742.5	2291.9	0.024036000000000002	0	9623.2	0.027844	4.7522	45.223	11402.0	0.021391999999999998	0.060555	1575.6	4387.6	0	2.4012	3668.2	349.77	0.079762	127.26	0.046056	5475.1	223.31	0.30318	2508.1	0.048845	718.76	9.6048	0.015656	0.0	0.012143000000000001	528.66	0.060580999999999996	57.229	681.14	5531.6	0.0	0.26104	1	101.25	0.0	0.5544399999999999	2.2178	2.2178	3947.6	0.0	0.27721999999999997	0.0	64.832	0.024095	1414.7	1	95.24799999999999	0.062519
TCGA-XM-AAZ2	THYM_3	2290.6	175.09	177.6	0	16515.0	326.01	363.67	155.63	37.653	0.69272	0.56695	1073.4	1193.6	10.355	1443.4	79.385	0	68.949	132.41	3135.6	2284.9	66.207	214.94	146.85	2554.4	138.25	827.42	2473.8	2472.5	21666.0	578.29	615.31	1.8826	0.9413	190.78	163.48	173.2	177.28	312.21	0.21616	0.36436	14.12	0.31751	0.57486	498.9	208.03	125.82	587.7	799.81	0.7115199999999999	677.75	221.21	0.73498	1	570.44	0.28972	0.6284	495.45	341.7	0.79504	0.25669000000000003	255.41	652.25	0	56.166000000000004	447.13	16.316	0.63966	6.903	0.60706	3501.1	25.101999999999997	0.030226999999999997	460.94	0.39555	14.434000000000001	0.6275	0.46653	2445.2	0.39971	72.796	0.65985	404.77	131.78	896.45	135.64	0.060073	0	6.2755	7.755	182.03	1387.0	1132.8	2432.1	25.803	137.9	10.716	1.5689	0.69776	432.69	0	175.71	0.050303
TCGA-XM-AAZ3	THYM_3	1056.2	71.811	45.941	0	20744.0	153.43	169.05	1.7841	31.221999999999998	0.4922	0.60477	782.34	425.07	0.446	438.89	120.87	0	78.205	106.16	6862.2	1329.6	25.87	1399.2	69.581	1945.1	125.1	205.62	1997.8	2039.2	32330.0	380.91	201.61	0.8921	3.1222	183.76	124.44	54.416000000000004	82.07	378.68	0.18333	0.16085	5.7984	0.14594000000000001	0.7419399999999999	206.07	107.49	91.882	448.71	144.07	0.65665	403.21	70.027	0.79837	1	25.424	0.5332600000000001	0.11080999999999999	605.71	286.35	0.84498	0.05097	86.53	566.8	1	21.855	153.88	6.2444	0.8203	2.6762	0.58386	286.8	2.2302	0.047608	176.18	0.56993	4.4603	0.0	0.41627	9.8127	0.5699	2.6762	0.68337	389.83	35.236	257.81	243.2	0.06572599999999999	0	0.0	15.839	322.89	2124.4	1865.0	1105.3	31.843000000000004	203.27	14.684000000000001	0.0	0.31606999999999996	422.84	0	213.65	0.055261000000000005
TCGA-XU-A92O	THYM_3	2195.2	1080.1	725.0	0	28352.0	1547.8	1247.6	0.4912	201.39	0.36555	0.37932	3882.4	5302.9	0.4912	9350.9	432.74	0	59.958	201.39	10372.0	824.72	230.86	259.84	507.9	3557.2	225.83	3593.1	1615.0	4093.1	12350.0	1365.0	1473.6	0.9824	5.8943	77.118	106.1	1584.6	686.69	194.51	0.24878000000000003	0.44421000000000005	9.8239	0.11058	0.42272	1056.1	778.54	326.15	214.16	1831.7	0.5049399999999999	1156.8	975.51	0.5301100000000001	1	5711.6	0.22721999999999998	1.4709	379.2	1788.0	0.5926899999999999	0.1308	919.52	1915.6	0	10.806	1196.1	164.55	0.49141999999999997	84.977	0.45819	2830.3	108.55	0.087814	988.78	0.15028	12.770999999999999	0.4912	0.014956	118.38	0.019349	617.92	0.57796	265.25	262.79	2805.7	160.18	0.11955999999999999	0	38.313	7.2091	218.73	1615.4	1337.0	3666.8	25.671	107.08	13.715	16.701	0.48531	811.46	0	184.69	0.08054700000000001
TCGA-XU-A92Q	THYM_3	2133.2	124.52	193.75	0	34974.0	254.33	299.04	0.4808	89.904	0.50454	0.83598	2275.5	810.58	1.4423	498.56	66.827	0	84.789	99.51899999999999	20834.0	5039.4	48.558	205.77	119.71	3336.5	96.186	149.52	4362.0	2763.0	87639.0	1001.9	400.0	0.4808	0.4808	155.29	291.83	100.0	136.06	329.81	0.50498	0.42991999999999997	42.788000000000004	0.40406	0.8325	346.15	219.71	248.08	787.98	607.69	0.75741	511.54	81.73100000000001	0.76953	1	12.019	0.77596	0.88574	700.96	146.63	0.7076399999999999	0.17207999999999998	94.23100000000001	565.87	1	67.788	324.52	0.0	0.5436300000000001	2.8846	0.46717	920.67	7.7019	0.025613999999999998	147.12	0.60897	2.4038	1.4423	0.012032	814.9	0.01299	5.7692	0.66325	304.33	45.673	700.48	91.723	0.041977	0	6.25	8.6371	100.48	5189.9	984.02	1007.7	25.910999999999998	110.82	3.6495	1.9231	0.77583	423.56	0	103.85	0.24053000000000002
TCGA-XU-A92T	THYM_3	2170.6	35.779	84.20700000000001	0	25174.0	59.631	180.34	3.614	16.262999999999998	0.54175	0.8850899999999999	752.44	170.58	0.0	515.36	46.982	0	106.82	99.024	26389.0	3012.3	10.481	241.06	41.56100000000001	2640.0	100.79	389.59	3974.7	1969.3	40885.0	175.64	232.38	1.807	1.0842	260.93	368.27	23.13	23.491	283.7	0.69945	0.29202	10.119	0.26495	0.92786	146.37	75.533	308.28	789.3	362.85	0.86221	458.26	27.467	0.71431	1	11.925999999999998	0.77535	0.25371	981.21	56.379	0.89765	0.31131	151.79	501.63	1	47.705	120.35	1.4456	0.79619	1.0842	0.7185699999999999	358.15	3.9754	0.018866	92.51899999999999	0.7933899999999999	7.228	1.0842	0.013711000000000001	262.02	0.01371	2.8912	0.74544	364.29	18.07	317.67	201.38	0.041882	0	6.1438	14.765999999999998	311.19	4672.8	2040.5	1058.2	32.203	253.22	9.7393	2.5298	0.91365	451.39	0	158.29	0.17303
TCGA-XU-A92U	THYM_2	6124.9	2136.7	1674.6	0	10134.0	5224.1	2400.1	3.0628	1537.5	0.19985	0.18657	10303.0	15577.0	0.0	29745.0	3682.7	0	18.965	475.89	3066.7	6085.9	999.63	220.91	1670.8	5270.4	792.47	15093.0	3793.7	8690.0	7528.1	5776.1	5433.1	1.5314	4.2114	67.382	59.725	6763.1	2423.1	185.3	0.25753000000000004	0.12415999999999999	13.4	0.096153	0.051862	3129.8	2680.8	746.18	304.37	7855.4	0.28363	3663.2	3987.4	0.16517	1	16148.0	0.086135	6.9637	496.18	8852.4	0.37412	0.064622	4691.5	4920.0	0	8.0399	3526.1	368.69	0.29333000000000004	124.81	0.32297	6082.0	382.03	0.15766	2587.7	0.22515	732.78	4.2114	0.11064	259.57	0.15839	957.14	0.27416	152.76	1430.3	6545.3	61.975	0.20736	0	94.565	3.3866	84.666	532.55	453.98	5912.8	13.039000000000001	38.777	7.1119	163.48	0.12625999999999998	1400.5	0	140.12	0.10225
TCGA-XU-A92V	THYM_3	1861.5	602.09	501.31	0	13366.0	753.64	640.91	452.78	162.0	0.35583000000000004	0.41681	3182.2	3283.7	0.0	5342.3	474.43	0	27.888	185.89	7903.7	10531.0	294.51	168.72	522.96	3555.4	170.56	3178.1	3447.2	3065.3	7142.2	637.18	1358.0	1.8664	2.9862	71.295	453.9	1315.4	357.22	335.2	0.2533	0.15596	7.0922	0.18075	0.46631000000000006	1036.6	709.59	263.53	582.31	1932.4	0.63641	1402.4	630.46	0.12925999999999999	1	3299.0	0.5068199999999999	1.8711	1282.6	2159.8	0.7216100000000001	0.10817	955.58	1369.1	0	58.977	764.09	108.62	0.49167	48.152	0.5329999999999999	1828.7	107.41	0.062028	587.16	0.094363	36.580999999999996	0.7465	0.42983999999999994	417.32	0.4384	302.73	0.58401	309.82	350.13	2061.6	43.783	0.098817	0	18.664	2.8554	52.443999999999996	580.98	349.97	1721.9	10.375	40.546	3.1409	20.53	0.58168	664.8	0	183.28	0.083287
TCGA-XU-A92W	THYM_1	7687.9	3210.2	1563.7	0	3471.0	4826.3	2209.6	1847.4	2012.9	0.065732	0.031809	11179.0	19170.0	17.759	40427.0	6044.7	0	0.23181999999999997	447.72	86.459	189.74	1488.5	282.28	1935.3	7392.5	1081.5	21490.0	315.46	8069.2	1087.5	8814.6	5044.6	10.282	7.9449	4.2061	0.0	9450.2	2862.0	57.951	0.024015	0.025620999999999998	84.12299999999999	0.06578200000000001	0.028339	3601.4	2017.5	1092.7	39.257	9760.1	0.058937	3178.0	3428.9	0.020108	0	17668.0	0.022211	4.6347	47.202	27335.0	0.014411000000000002	0.06274099999999999	7185.5	4725.0	0	2.3367	3819.2	368.27	0.095404	122.91	0.04168	5193.6	479.9	0.26242	2467.6	0.032875	1623.6	8.4123	0.012884999999999999	0.0	0.017009	1298.8	0.07749	71.50399999999999	1168.8	5172.6	0.23181999999999997	0.28572	0	80.384	0.0	0.0	2.3182	2.3182	5854.0	0.23181999999999997	0.0	0.0	130.39	0.027036	1285.7	0	114.5	0.098696
TCGA-XU-A92X	THYM_1	2826.6	1635.3	626.98	0	4881.6	1932.1	1602.0	5305.7	760.43	0.058312	0.029475	5090.6	7534.7	177.74	10977.0	1612.9	0	0.0	180.04	433.13	742.59	331.32	93.759	484.9	4509.6	463.51	4857.6	1263.2	8548.8	4854.8	7022.1	1684.8	111.59	15.530999999999999	2.8760000000000003	0.5752	1658.3	1267.2	111.59	0.021072999999999998	0.025793	902.5	0.06449500000000001	0.034214999999999995	1187.8	1036.5	479.72	110.44	2565.4	0.022213999999999998	937.59	893.3	0.031968	0	4839.2	0.029372000000000002	1.315	146.1	3817.1	0.019299	0.055398	821.4	2126.6	0	0.5752	1843.0	105.26	0.10503	70.751	0.085789	3741.2	115.04	0.053297000000000004	1566.9	0.055146	3111.3	7.4777	0.01614	0.5752	0.015903	658.61	0.064996	37.389	296.23	2533.8	0.1578	0.15511	1	18.407	0.0	0.31559	0.63118	1.1046	3150.4	0.1578	0.0	0.0	44.86600000000001	0.025246	629.85	0	54.07	0.06271399999999999
TCGA-XU-A92Y	THYM_1	3238.2	2444.0	930.94	0	4420.3	1547.5	1102.5	9104.1	160.27	0.034512	0.030059	4189.2	5743.2	138.45	9934.8	449.78	0	0.24306	288.83	412.96	322.59	407.5	62.063	750.89	10462.0	363.69	5813.1	263.6	4556.8	400.34	1215.0	2373.1	29.666999999999998	17.05	1.023	41.261	2004.1	491.05	82.523	0.016925	0.025463999999999997	1327.9	0.051758000000000005	0.030422	2373.1	1505.9	466.15	29.666999999999998	2742.0	0.038091	1595.9	1254.2	0.024462	0	7337.4	0.021719	3.925	75.021	4017.7	0.02335	0.045768	430.69	2768.1	0	1.364	1983.3	432.05	0.074053	168.8	0.033283999999999994	3401.5	124.81	0.33299	1511.3	0.041104	1261.7	129.24	0.016512	0.0	0.012768999999999999	407.5	0.040312	8.1841	580.73	4331.4	0.0	0.18727	0	61.722	0.0	0.24306	3.889	1.4584	2711.7	0.24306	0.0	0.0	24.211	0.020921000000000002	1280.8	1	142.88	0.063544
TCGA-XU-A92Z	THYM_4	6631.9	141.28	51.06399999999999	0	5585.8	25.105999999999998	72.34	10.213	8.9362	0.019522	0.040429	857.02	64.681	167.66	197.45	2.1277	0	0.096057	181.28	6260.0	10388.0	3.8298	602.13	18.298	5348.5	104.75	325.96	2147.7	1946.0	3807.7	62.128	140.0	7.6596	16.17	137.45	2.1277	12.34	11.064	268.08	0.046777	0.037672000000000004	2062.6	0.050624	0.026963	40.851	37.872	95.745	839.57	122.13	0.09298	211.91	12.34	0.017897	0	2.5532	0.029811	1.1503	280.0	1.7021	0.017741999999999997	0.025820999999999997	23.83	427.1	0	57.872	91.915	0.0	0.06032100000000001	1.2766	0.11223	820.43	3.8298	0.020531	13.190999999999999	0.037808	54.468	0.4255	0.013156000000000001	0.0	0.013194999999999998	2.9787	0.05790700000000001	214.89	8.5106	171.91	0.096057	0.037894	0	0.4255	0.0	0.28817	1.8251	0.48028000000000004	48.511	0.0	0.0	0.0	0.8511	0.041913	933.19	0	44.681000000000004	0.046854
TCGA-XU-A930	THYM_1	1049.6	361.39	322.1	0	4761.2	858.26	749.53	12511.0	306.52	0.050762	0.031843	2757.3	2786.8	299.41	2835.2	592.38	0	0.14097	287.21	381.37	1324.3	329.55	33.192	474.85	6658.1	259.77	1888.6	797.63	5806.6	538.19	2431.5	1349.7	138.53	45.047	4.7417	0.3387	995.09	485.35	140.22	0.2333	0.28176	1131.2	0.060259	0.027616	798.98	826.08	225.91	49.45	2194.4	0.028057	710.58	524.3	0.0382	0	1455.7	0.027929000000000002	0.49307	89.75399999999999	1644.4	0.029658999999999998	0.14053	494.16	1101.7	0	0.3387	946.99	64.691	0.080662	17.612000000000002	0.048089	1581.7	86.029	0.09537899999999999	494.5	0.04699	249.28	30.820999999999998	0.018854	0.0	0.028758	396.61	0.14732	7.1126	261.81	1478.1	0.42291999999999996	0.19834000000000002	1	12.193	0.0	0.70486	4.2292	7.8944	2517.2	0.28194	0.56389	0.0	20.999000000000002	0.029054000000000003	917.53	1	79.255	0.076933
TCGA-XU-A931	THYM_4	221.59	49.596000000000004	197.02	0	4318.1	515.53	623.82	10829.0	106.47	0.034464	0.04056	2228.6	1763.2	85.542	1243.1	48.68600000000001	0	0.0	164.26	1658.5	1067.5	178.82	46.86600000000001	233.88	5825.5	132.61	988.28	444.09	3853.5	256.17	1040.6	1204.9	56.876000000000005	15.925	10.01	0.0	184.73	241.61	17.29	0.024701	0.03306	170.17	0.048060000000000005	0.030486000000000003	568.31	600.16	250.71	30.486	631.55	0.013325	385.85	335.8	0.028258	0	18.655	0.037662	0.25301	207.49	21.386	0.027387	0.028458999999999998	21.386	735.3	0	3.1851	404.5	11.375	0.074102	1.365	0.046818	970.08	25.936	0.025006999999999998	340.35	0.045663999999999996	665.68	20.02	0.01395	0.0	0.029144999999999997	9.1002	0.030414	19.11	173.81	706.63	0.0	0.13663	1	4.5501	0.0	0.0	1.0971	0.62689	337.62	0.0	0.0	0.0	0.91	0.025972000000000002	647.48	1	27.756	0.061320000000000006
TCGA-XU-A932	THYM_1	5356.3	4887.4	1503.1	0	3092.0	2823.5	2531.1	16369.0	1094.1	0.057759000000000005	0.030542000000000003	12874.0	15634.0	65.546	20426.0	1609.5	0	0.31639	276.75	434.17	469.47	513.73	52.661	786.55	10905.0	649.31	9004.5	508.68	8644.8	392.72	6342.9	4285.7	18.487000000000002	50.42	2.2409	0.0	3221.3	1677.3	21.288	0.025771	0.041426	318.21	0.057303999999999994	0.030561	2262.8	1756.9	878.99	15.686	4281.8	0.052589	2570.3	2549.6	0.023859	0	9433.0	0.029468	6.1958	96.919	11252.0	0.023274	0.051882000000000005	952.38	3586.4	0	3.9216	3350.1	328.85	0.07493999999999999	192.16	0.040804	5397.2	216.25	0.2376	2888.0	0.04166	634.73	3.3613	0.014622	0.0	0.016554	701.96	0.14005	17.367	602.24	9563.6	0.1582	0.23633	1	87.395	0.1582	0.63278	1.8983	2.2147	3014.6	0.0	0.0	0.0	107.56	0.025284	1602.8	1	46.498999999999995	0.093223
TCGA-XU-A933	THYM_4	2347.1	1576.8	41.538000000000004	0	3002.9	84.978	108.44	0.3171	44.391999999999996	0.072091	0.04029	1988.4	180.1	8.2442	126.83	25.366999999999997	0	0.0	773.37	2957.8	4422.4	6.9758	27.903000000000002	149.03	12497.0	151.71	82.124	852.95	1615.5	739.75	208.01	899.88	10.147	466.11	145.54	86.24600000000001	24.415	50.099	99.564	0.025013999999999998	0.029481	163.62	0.049874	0.030525999999999998	161.71	91.637	58.977	1599.7	1228.4	0.013666	766.39	17.757	0.02244	0	5.0733	0.027696	1.5048	455.65	35.83	0.032523	0.023400999999999998	93.22200000000001	293.25	0	0.6342	151.25	0.6342	0.052490999999999996	0.3171	0.037127999999999994	103.05	7.5561	0.02253	32.342	0.043624	18.391	29.489	0.010738	494.97	0.01248	2.8537	0.028133999999999996	5.3904	22.83	262.23	0.0	0.05683200000000001	0	0.0	0.0	0.20222	1.4155	1.0111	149.98	0.0	0.0	0.0	0.0	0.038728	748.32	1	204.52	0.048666
TCGA-XU-A936	THYM_4	2170.9	839.72	542.91	1	6331.9	676.49	732.92	17.144000000000002	205.73	0.07659400000000001	0.05388099999999999	3078.5	1656.6	85.008	2023.4	127.51	0	0.0	746.5	2187.3	6705.6	121.08	44.647	233.24	3603.2	248.49	388.25	1324.8	3597.5	2654.5	1670.9	954.01	47.147	293.24	91.08	1.7859	348.25	372.89	56.791000000000004	0.058252	0.038557999999999995	200.73	0.07597899999999999	0.022248	707.21	3558.5	268.6	115.37	578.27	0.23275	287.53	140.73	0.041773000000000005	0	22.502	0.06471	1.1051	307.17	34.289	0.037583	0.028687999999999998	37.146	630.98	0	1.7859	844.72	3.2146	0.084467	40.004	0.043539999999999995	787.93	98.84100000000001	0.025771	406.11	0.095386	9.2865	28.217	0.014941	933.65	0.018744999999999998	18.215999999999998	0.18247	7.5007	127.87	1509.4	0.0	0.13787	-1	3.5717	0.0	0.0	1.2016	1.545	995.45	0.0	0.0	0.0	0.3572	0.020469	606.84	1	19.645	0.094585
TCGA-XU-AAXW	THYM_1	4254.6	1536.8	1686.6	0	3448.3	5240.8	3182.9	4730.7	2017.5	0.076394	0.02217	8171.0	16617.0	31.71	25573.0	4792.7	0	0.0	525.28	443.93	1464.2	1669.1	292.74	2252.8	6864.0	704.16	16308.0	579.04	11275.0	946.69	3895.2	6531.7	20.221	41.82	7.8125	1.3787	6831.3	3021.6	182.9	0.026456	0.023413	813.42	0.17983	0.026728	4028.0	3547.8	1092.4	102.48	6455.9	0.054542999999999994	2986.2	3685.2	0.024658000000000003	0	7883.3	0.022905000000000002	1.9465	197.15	12342.0	0.034872	0.050891000000000006	4983.0	3676.0	0	0.0	3782.2	362.59	0.08505599999999999	100.64	0.035018	6511.0	429.38	0.23554	2312.5	0.049496	1444.4	25.735	0.017200999999999998	0.0	0.024797	789.06	0.066429	28.493000000000002	1942.1	6116.3	0.5193	0.23693000000000003	1	85.01799999999999	0.0	0.1731	3.1158	2.2503	4763.3	0.0	0.1731	0.0	159.01	0.041946	1370.4	1	94.21	0.08438899999999999
TCGA-XU-AAXX	THYM_1	5192.9	2109.3	1531.9	0	2255.9	6313.7	2773.5	8468.5	2086.8	0.10572000000000001	0.029633	9670.2	17939.0	122.65	29532.0	3971.5	0	0.1952	513.09	101.06	632.98	1536.5	268.72	2001.4	6996.3	629.48	18388.0	216.81	9060.6	531.01	9844.3	5665.1	31.236	25.724	6.4309	0.4593	8648.1	3860.4	44.097	0.023839	0.029675	448.32	0.04868	0.026017000000000002	3531.9	2770.8	949.01	12.402000000000001	7341.3	0.04075	2788.7	3880.6	0.019288	0	14530.0	0.025707	3.9874	76.252	9740.5	0.049362	0.068204	4510.3	4201.2	0	0.0	3898.5	485.99	0.14404	82.68299999999999	0.051337	6689.9	485.99	0.22536	2427.7	0.070762	2326.6	6.4309	0.017683	0.0	0.020028999999999998	971.98	0.1065	52.825	1309.6	8491.5	0.1952	0.23048000000000002	0	68.443	0.0	0.3904	1.952	5.6608	4707.4	0.0	0.976	0.0	154.8	0.027007999999999997	1332.1	0	104.73	0.082571
TCGA-XU-AAXY	THYM_1	6213.6	4262.1	1971.6	0	3073.8	5152.8	4163.4	4905.2	1011.1	0.065	0.034837	7508.1	19654.0	357.5	22802.0	2170.1	0	0.24699000000000002	360.29	165.64	741.77	428.33	102.06	1053.5	8661.5	668.07	10181.0	561.07	10682.0	962.08	13184.0	3781.9	25.655	50.753	0.5577	0.0	3099.8	3201.3	46.849	0.021949	0.032833999999999995	1111.0	0.068936	0.030913999999999997	2841.6	1866.7	1166.2	41.82899999999999	4839.9	0.04138	1734.0	1856.7	0.02628	0	10232.0	0.024352000000000002	3.8703	108.2	10595.0	0.041988	0.050842	2165.1	4441.9	0	0.0	4715.6	549.92	0.097323	103.74	0.06513300000000001	7808.1	228.67	0.19235	3311.8	0.037853	2876.2	9.4813	0.017115000000000002	1.1154	0.015259	775.24	0.08115	49.08	673.73	8221.4	0.37048000000000003	0.24136999999999997	0	65.25399999999999	0.0	0.12349	1.7289	1.4819	5108.2	0.0	0.24699000000000002	0.0	108.76	0.023908000000000002	1320.1	1	84.21600000000001	0.084871
