PCPG	Labels	N:GEXP::MGST1:4257:	N:GEXP::ACSF2:80221:	N:GEXP::SFXN3:81855:	N:GEXP::NDUFA4L2:56901:	N:GEXP::CELF4:56853:	N:GEXP::STAR:6770:	N:GEXP::RHPN2:85415:	N:GEXP::RET:5979:	N:GEXP::CHST11:50515:	N:GEXP::NAV1:89796:	N:GEXP::AQP1:358:	N:GEXP::CPB1:1360:	N:GEXP::SHC3:53358:	N:GEXP::PTN:5764:	N:GEXP::EGFLAM:133584:	N:GEXP::CYP17A1:1586:	N:GEXP::TRIM14:9830:	N:GEXP::MTF2:22823:	N:GEXP::CNTNAP4:85445:	N:GEXP::CYP11A1:1583:	N:GEXP::CYP21A2:1589:	N:GEXP::CDH23:64072:	B:MUTA:nons:HRAS::	N:GEXP::SALL4:57167:	N:GEXP::RGS5:8490:	B:MUTA:COMP:EGFR::	N:GEXP::NTNG2:84628:	N:GEXP::TBL1X:6907:	N:GEXP::CRYBB1:1414:	N:GEXP::EPAS1:2034:	N:GEXP::PLAGL1:5325:	N:METH:cg06344807:RP11-452I5.2:TssU524:Island	N:GEXP::BMP1:649:	N:GEXP::SLC4A10:57282:	N:GEXP::FAR2:55711:	N:GEXP::ADORA2A:135:	N:GEXP::EFNB3:1949:	N:GEXP::THEM5:284486:	N:MIR::hsa-miR-202-5p:Corrected:	N:GEXP::PTPRO:5800:	N:GEXP::INHA:3623:	N:METH:cg24912904:ACTN3:TssU96:Shore	N:GEXP::EML4:27436:	N:GEXP::MID1IP1:58526:	N:GEXP::KCNB2:9312:	N:METH:cg08473199:WNT10A:TssU70:Island	N:GEXP::ASTN1:460:	N:MIR::hsa-miR-139-5p:Corrected:	N:GEXP::PNMT:5409:	N:GEXP::ALAS1:211:	N:GEXP::AADAC:13:	N:GEXP::TCHP:84260:	N:GEXP::OPRM1:4988:	N:GEXP::BCHE:590:	N:GEXP::ZNF423:23090:	N:GEXP::BLMH:642:	N:GEXP::ABTB2:25841:	N:GEXP::FLRT1:23769:	N:GEXP::GLP1R:2740:	N:METH:cg20420826:ATP1A1:TssD1:Island	N:METH:cg22395573:ARHGDIA:TssU851:Island	N:GEXP::DKK3:27122:	N:GEXP::USH2A:7399:	N:GEXP::KCNK13:56659:	N:METH:cg17808823:TMEM154:TssD223:NA	N:GEXP::EIF4E3:317649:	N:GEXP::MC2R:4158:	N:METH:cg16159491:MMP11:TssD253:Island	N:GEXP::CD83:9308:	N:GEXP::JAKMIP1:152789:	N:METH:cg24390938:ALDH3B1:TssU57:NA	N:GEXP::AQP6:363:	N:METH:cg14841337:CD247:TssD62422:Shore	N:METH:cg15573040:ST8SIA2:TssD999:Island	N:MIR::hsa-miR-1185-1-3p:Corrected:	N:GEXP::ALG3:10195:	N:GEXP::CPN2:1370:	N:GEXP::FDXR:2232:	N:METH:cg00414166:ALDH3B1:TssU130:NA	N:GEXP::GSTA3:2940:	N:GEXP::KDM3A:55818:	N:MIR::hsa-miR-138-5p:Corrected:	N:METH:cg11102611:B3GNT5:TssD79:Island	N:GEXP::RGS4:5999:	B:MUTA:COMP:EPAS1::	N:GEXP::AKAP7:9465:	N:METH:cg22627800:PLEKHA6:TssD13758:NA	N:METH:cg21714809:ARAP1:TssD265:Island	N:METH:cg16256504:WNT6:TssU388:Island	N:METH:cg22372709:NA:NA:Island	N:GEXP::MGC14436:84983:	N:GEXP::VGLL1:51442:	N:GEXP::P4HA1:5033:	N:METH:cg02453208:LRRC71:TssD775:Shore	N:GEXP::DGCR9:25787:	N:METH:cg20584198:STAC3:TssD7278:Shore	N:GEXP::PROK2:60675:	N:GEXP::EPHB1:2047:	N:METH:cg05362405:PSMB9:TssD413:Island	N:GEXP::ABCD4:5826:	N:GEXP::CLIP2:7461:	B:MUTA:COMP:RXRA::	N:METH:cg23473081:EMP1:TssU82:NA	N:GEXP::CYP11B1:1584:	N:GEXP::FAM166B:730112:	N:GEXP::UPF1:5976:	N:GEXP::SHB:6461:	N:GEXP::MGC12982:84793:	N:METH:cg02580197:SLITRK3:TssU217:NA	N:METH:cg13286351:C11orf45:TssU106:NA	I:CNVR::NMD3:51068:	I:CNVR::IFITM5:387733:	I:CNVR::ARHGEF3:50650:	I:CNVR::ZCCHC16:340595:	I:CNVR::KBTBD11:9920:	N:MIR::hsa-miR-670-3p:Uncorrected:	N:METH:cg03477792:SOWAHB:TssU273:Island	N:METH:cg06499892:NA:NA:Island
TCGA-RT-A6YA	PCPG_1	4.2485	17.525	969.2	1669.1	7596.9	13.808	9.5592	10000.0	983.54	3968.7	2735.5	3.7175	53.107	7932.0	710.04	0.5311	406.27	246.41	0.0	4.2485	30.94	25.491	0	19.649	129090.0	0	35.580999999999996	382.9	56.824	6531.6	35.05	0.027077999999999998	690.92	0.5311	500.73	430.69	1175.2	27.616	-0.14868	371.22	74.34899999999999	0.026152999999999996	3629.8	1115.8	435.48	0.020406999999999998	4741.4	180.75	14940.0	703.13	0.0	523.63	83.90899999999999	1908.1	1668.1	523.63	407.33	2208.2	26.022	0.027913	0.034802	14633.0	357.41	43.547	0.042491	1855.5	0.0	0.023125	612.32	1515.7	0.040099	45.672	0.039656	0.019533000000000002	1.1051	471.06	0.5311	217.74	0.038789	0.0	761.55	57.287	0.016079	8755.2	0	224.11	0.030068	0.056478	0.043292000000000004	0.050660000000000004	176.31	3.7175	205.52	0.075491	113.12	0.028732	248.01	229.95	0.036327	375.46	1694.1	0	0.024985	0.0	4.7796	13088.0	1997.9	7.4349	0.065785	0.056912	-1	-1	-1	-1	-1	0.9284899999999999	0.05244	0.035304
TCGA-RT-A6YC	PCPG_1	1.7021	11.915	948.94	437.45	4367.7	120.85	39.149	8914.0	417.87	4639.1	4000.8	0.0	99.575	3241.7	441.7	0.0	904.29	155.75	0.0	0.0	7.1404	15.319	0	177.02	267220.0	1	80.0	85.95700000000001	10.213	7507.2	52.766000000000005	0.030075	409.36	13.617	476.43	144.67	26.383000000000003	50.213	-0.18284	982.98	29.787	0.024206000000000002	4319.1	855.32	548.09	0.018074	7874.0	60.736999999999995	16837.0	790.64	0.8511	246.1	206.81	814.47	368.51	430.64	440.85	1488.5	78.298	0.028155	0.030956	39843.0	219.57	14.468	0.040503	1714.9	0.0	0.025421	469.79	1742.1	0.065055	71.48899999999999	0.03887	0.016502	0.9037	190.64	0.0	697.02	0.031067	0.0	1144.7	54.994	0.014523	26044.0	0	132.77	0.030883999999999998	0.033587	0.050939	0.056802	191.49	0.0	546.38	0.061114	2.5532	0.032319	16.17	85.10600000000001	0.050764	204.25	2103.8	0	0.03192	0.8511	7.6596	5239.1	544.68	4.2553	0.076217	0.055246	0	0	0	0	0	0.19732	0.059043	0.047984
TCGA-RW-A67V	PCPG_3	4.2239	5.2798	1467.8	17928.0	3485.7	98.205	145.72	14203.0	250.26	1329.5	508.98	0.0	27.455	27.455	739.18	61.985	297.48	191.13	0.0	30.623	35.29	29.566999999999997	0	25.343000000000004	100120.0	0	774.02	380.15	2.1119	2765.6	12.672	0.44231000000000004	791.98	1.056	69.58800000000001	149.95	333.69	3.1679	-0.16659000000000002	5.2798	777.19	0.023409	1141.5	439.28	480.46	0.023297	526.93	54.586000000000006	1176.3	257.66	0.0	750.79	1.056	0.0	1208.0	486.8	363.25	1129.9	0.0	0.024797	0.029108	20324.0	6.3358	69.694	0.029468	290.39	0.0	0.045951	231.26	1455.1	0.040034	95.037	0.039675999999999996	0.012614	-0.18977	906.02	1.056	233.37	0.036636	0.0	713.83	12.47	0.012212	2340.0	0	179.51	0.06285299999999999	0.050873	0.062155999999999996	0.066875	6.3358	5.2798	111.93	0.034061	31.679000000000002	0.036463	2.1119	21.119	0.046439	535.38	1819.4	0	0.05247	23.230999999999998	2.1119	2391.8	344.25	4.2239	0.049457999999999995	0.057472	0	0	-1	0	0	7.0005	0.035691	0.058846
TCGA-RW-A67W	PCPG_1	52.703	33.784	1543.9	1435.8	5328.4	710.13	174.32	11817.0	829.73	2167.6	1231.8	1.3514	101.35	5289.9	879.73	1544.6	548.65	144.59	3.3784	216.22	261.22	25.0	0	66.21600000000001	255970.0	0	100.0	537.16	34.459	3348.0	38.514	0.034475	375.68	4.7297	368.23	165.53	247.3	12.838	0.22848000000000002	214.19	150.0	0.029426	1577.0	1074.3	689.19	0.015796	4583.1	35.108000000000004	16340.0	852.7	16.215999999999998	1329.0	68.919	259.46	212.84	329.73	120.27	1842.6	45.946000000000005	0.021509999999999998	0.035121	28997.0	118.92	25.0	0.034354	2445.9	14.189	0.027433999999999997	264.19	3606.8	0.048329000000000004	291.22	0.043766	0.012531	0.63357	522.3	0.0	527.7	0.038314999999999995	1.3514	724.32	40.938	0.01288	4303.4	0	552.03	0.026674	0.049234	0.050093	0.052801	218.24	2.0269999999999997	281.76	0.049754	2.7027	0.023615	216.89	9.4595	0.04358	292.57	1603.4	0	0.15186	331.08	20.945999999999998	7423.6	254.05	17.567999999999998	0.095104	0.054528	-1	0	0	0	0	4.3207	0.026256	0.0571
TCGA-RW-A67X	PCPG_2	3.7574	50.993	3380.0	50829.0	965.65	10.735	100.38	5208.8	149.22	1496.5	35356.0	5.9045	38.647	1967.3	8571.1	7.2410000000000005	478.8	226.52	513.69	5.3677	74.874	211.32	0	0.0	85479.0	0	6226.0	1566.8	133.66	18884.0	55.824	0.14219	1165.3	331.19	369.27	5133.7	725.17	0.0	0.08473	394.52	321.52	0.043105000000000004	523.35	379.5	81.05199999999999	0.29838000000000003	814.82	74.625	13.419	951.15	0.5368	311.33	1.0735	756.84	1004.8	905.53	12.345999999999998	450.89	1.0735	0.088687	0.040507999999999995	4205.1	5.9045	244.77	0.058241999999999995	341.38	0.5368	0.052626	529.25	15.565999999999999	0.14093	15.03	0.089127	0.047295	4.2883	751.48	0.0	370.91	0.089447	0.0	1207.7	8.1825	0.014828000000000001	29165.0	0	98.765	0.070685	0.061581	0.077849	0.097468	20.934	0.5368	1631.8	0.05695	204.51	0.029016000000000004	0.5368	20.397000000000002	0.10778	465.38	1266.2	0	0.11245	4.2941	4.8309	3355.3	302.2	35.427	0.083146	0.059244000000000005	-1	-1	-1	0	0	6.2975	0.13372	0.054094
TCGA-RW-A67Y	PCPG_1	0.0	3.6452	1408.7	265.69	4418.8	81.40899999999999	6.8854	21120.0	374.65	3352.8	285.03	0.0	394.09	14926.0	5265.3	2.8352	977.48	160.39	8.1004	10.126	2.3329	3.6452	0	411.1	143210.0	1	11.341	633.86	7.6954	1239.0	4.8603	0.053738	373.43	28.351999999999997	1434.5	129.2	3825.4	46.172	-0.24744000000000002	279.87	91.94	0.034075	3365.7	1318.3	304.58	0.017481	4867.6	122.14	11443.0	546.78	0.0	1486.5	346.7	1508.7	806.4	223.98	6.0753	5162.0	475.09	0.14584	0.036274	14188.0	4.4552	3.6452	0.033516000000000004	1080.0	0.0	0.040222	201.3	1921.4	0.056178	104.9	0.031889999999999995	0.014268000000000001	2.2045	270.96	0.81	102.07	0.043488	0.0	1588.1	27.230999999999998	0.019651	3256.4	0	172.13	0.043182	0.057396	0.046357	0.056101	554.88	0.0	283.92	0.044217	7.2904	0.049197000000000005	0.81	74.929	0.045845	175.78	2554.5	0	0.029708999999999996	0.0	0.405	7437.8	626.98	3.6452	0.086774	0.037637000000000004	-1	0	-1	-1	0	0.39397	0.052712	0.05491
TCGA-RW-A680	PCPG_2	2.1962	29.283	3851.4	51401.0	2393.1	3.6603	260.62	27634.0	38.799	3107.6	4588.6	0.7321	3.6603	357.98	2264.3	0.7833	268.67	140.56	132.5	0.0	10.652000000000001	32.013000000000005	0	0.7321	176380.0	1	5735.0	4306.0	84.919	10602.0	156.66	0.24439	997.8	311.86	240.82	3030.8	1833.1	0.0	-0.12445999999999999	159.59	8176.4	0.40164	505.12	92.97200000000001	42.46	0.60732	2109.8	422.95	10.249	496.34	0.7321	271.6	0.0	175.7	69.546	1591.5	24.89	68.814	1.4641	0.58227	0.046360000000000005	9298.0	9.5168	1850.7	0.62233	419.47	0.0	0.52547	119.33	11.713	0.049187	4.3924	0.64955	0.5526300000000001	1.7269999999999999	550.51	0.0	489.02	0.069662	0.0	1125.9	1.8374	0.3773	48438.0	1	343.34	0.15761	0.60144	0.4345	0.45185	2.1962	0.0	888.73	0.063881	461.2	0.63548	1.4641	127.38	0.23064	623.72	1159.6	1	0.030517000000000002	0.0	5.8565	2104.7	20.498	38.799	0.5361100000000001	0.6190100000000001	-1	0	-1	0	0	4.9697	0.12192	0.07996
TCGA-RW-A681	PCPG_2	1.5879	34.141	1315.2	14052.0	3325.9	12.306	400.95	12884.0	42.873999999999995	1298.9	949.58	0.0	142.52	126.64	313.22	1.1909	520.57	274.71	634.78	34.538000000000004	17.074	0.0	0	0.0	82760.0	0	15.085	1318.4	0.397	703.85	4.3668	0.051864	385.07	2986.9	484.28	30.965	1061.1	13.1	-0.16613	2.7789	45.653	0.036983999999999996	824.93	995.24	274.71	0.41857	1522.4	276.43	9079.8	687.57	0.0	712.19	0.0	38.507	306.07	1666.5	5.5578	888.85	0.397	0.39644	0.033542	2641.5	2.3819	42.08	0.59077	433.9	0.0	0.021291	59.151	86.145	0.10754000000000001	15.085	0.053725999999999996	0.01489	0.86605	575.23	0.0	230.25	0.09526799999999999	0.0	1391.8	19.839000000000002	0.18694000000000002	7235.4	0	115.92	0.088075	0.061721000000000005	0.040062	0.083816	107.58	0.0	504.96	0.050861	13.894	0.040296	0.0	5.9547	0.045347000000000005	538.71	1410.5	0	0.029648	0.0	4.7638	6334.3	296.15	9.1306	0.058123	0.052194000000000004	0	-1	0	1	1	13.708	0.036301	0.045702
TCGA-RW-A684	PCPG_1	6.061	157.08	1250.6	1186.4	2735.0	181.32	157.59	21704.0	396.49	1506.2	822.78	0.0	64.65100000000001	3950.8	4262.9	41.574	1017.7	135.87	17.173	116.17	22.375	12.627	0	203.04	197630.0	1	548.52	431.34	18.688	2263.3	22.729	0.081627	244.46	6.061	364.67	197.48	619.23	15.658	0.02667	720.75	367.2	0.028102	1826.4	1793.0	644.49	0.016191	3598.7	33.845	36290.0	1081.9	0.5051	900.07	208.09	5.0508	932.89	528.32	150.01	1595.1	55.559	0.05807999999999999	0.033453	19341.0	323.76	21.213	0.040536	1566.3	0.0	0.035407	417.7	2005.2	0.057042999999999996	151.53	0.03567	0.016578	1.3442	662.67	0.5051	342.45	0.043194	0.0	748.53	85.97200000000001	0.012726000000000001	9543.6	0	369.72	0.047346	0.038021	0.058293	0.06683099999999999	193.45	2.5254	228.3	0.056659	27.275	0.038549	187.89	25.759	0.044459	371.74	1177.3	0	0.064113	9.5966	4.0407	3764.9	328.31	6.5661	0.080763	0.053708000000000006	-1	-1	0	0	0	1.7503	0.040195	0.038232999999999996
TCGA-RW-A685	PCPG_4	1859.7	347.39	1411.8	555.83	4773.4	12570.0	21.836	20952.0	365.66	2187.6	1655.6	503.03	175.88	6325.0	2857.0	50970.0	756.33	206.85	1.1911	4808.7	13981.0	85.757	0	371.22	128940.0	0	119.11	724.17	32.953	4307.3	201.69	0.086781	703.92	121.09	419.63	148.47	523.67	28.189	5.1668	63.126999999999995	278.71	0.030005	2627.9	582.43	151.66	0.033292	4558.2	78.373	21978.0	1930.7	573.3	1128.3	139.35	474.84	772.61	383.52	37.32	2394.8	6.3524	0.040132	0.038028	13081.0	99.65299999999999	25.805999999999997	0.040949	3389.8	213.2	0.021669	515.73	1737.4	0.047906	140.55	0.044025999999999996	0.017	0.4757	429.98	65.509	3091.6	0.21101999999999999	89.727	688.44	76.236	0.021531	2277.7	0	487.15	0.046594	0.032257999999999995	0.059677999999999995	0.068276	178.66	1.1911	366.45	0.067089	42.481	0.037141	199.7	26.203000000000003	0.041953	522.08	1717.1	0	0.024079	14285.0	1353.8	4799.2	87.742	17.866	0.12378	0.07649700000000001	-1	0	1	0	0	1.3469	0.052129999999999996	0.050162
TCGA-RW-A686	PCPG_3	10.064	13.935	716.86	14625.0	6547.7	85.93	13.16	23223.0	116.9	2400.6	2517.5	0.0	0.0	372.36	479.97	0.0	377.78	194.31	12.386	0.7741	17.147000000000002	1148.8	0	34.062	34893.0	1	166.44	550.42	2.3224	11717.0	187.23	0.040205	281.79	12.386	130.75	408.74	89.801	3.0966	0.1068	95.22	212.89	0.024737000000000002	816.72	1188.3	130.83	0.014591999999999999	1585.5	935.06	654.93	558.93	0.7741	363.07	5.419	17.031	2000.4	603.83	918.13	4027.9	3.8707	0.046697	0.043791000000000004	18195.0	6.1931	110.7	0.034763999999999996	596.87	0.0	0.026114	92.897	2141.3	0.056537000000000004	53.416000000000004	0.065661	0.013874000000000001	1.1628	660.35	0.0	240.76	0.030839	0.0	911.94	39.03	0.013563999999999998	5160.4	0	1097.7	0.051702	0.056636	0.045698	0.050347	3.8707	6.1931	311.21	0.049211000000000005	37.159	0.042584	4.6449	241.53	0.086387	353.78	1182.9	0	0.027207	2.3224	0.7741	3384.6	1076.8	355.33	0.068936	0.069466	0	0	0	0	0	4.71	0.07489900000000001	0.042813
TCGA-RW-A688	PCPG_1	0.8965	0.8965	2147.5	201.25	2853.0	51.098	126.4	19667.0	248.32	3318.7	403.41	0.0	406.1	1784.8	5191.4	1.8153	664.28	110.26	28.686999999999998	42.13399999999999	3.5993	3.5858	0	308.83	220050.0	0	190.5	1158.2	30.48	3326.3	4.4823	0.036738	107.13	0.0	1240.6	149.26	1606.9	4.9305	-0.24744000000000002	33.169000000000004	30.48	0.028285	1726.1	1606.0	469.75	0.019544	3681.3	16.148	11599.0	1308.8	0.0	1307.0	525.77	660.24	501.57	324.52	5.827000000000001	4816.2	295.83	0.043062	0.035009	23453.0	44.375	15.24	0.044968	1996.1	0.0	0.022173	399.37	2663.8	0.065661	101.75	0.04763	0.013685	1.5711	160.91	0.0	312.42	0.057047	0.0	982.97	41.043	0.017145	4035.4	0	78.44	0.035450999999999996	0.051779	0.037403	0.064001	82.02600000000001	0.4482	307.49	0.051136	40.341	0.027676999999999997	2.2411	19.274	0.047374	276.11	1600.6	0	0.10584	0.0	0.4482	6792.9	99.059	4.0341	0.080248	0.067159	-1	0	1	0	0	0.42615	0.046554000000000005	0.088924
TCGA-RW-A689	PCPG_1	1.9458	39.402	1313.4	582.27	5462.2	80.263	24.808000000000003	16270.0	532.17	2158.3	1215.1	0.4864	209.17	6603.4	1304.2	28.807	872.67	114.31	36.969	138.15	32.231	6.3237	0	52.536	264940.0	0	158.58	273.87	35.024	6492.0	22.863000000000003	0.036955	312.78	0.0	1166.9	177.06	542.38	19.458	1.1013	217.44	72.48	0.026936	2984.3	1327.5	258.3	0.015471	6029.4	38.134	15685.0	597.84	0.0	970.45	222.79	2129.2	1246.3	228.63	89.505	1463.2	433.42	0.026386	0.028769	49058.0	35.997	14.593	0.037429000000000004	1930.7	0.0	0.027004000000000004	688.8	2803.4	0.050841000000000004	98.74700000000001	0.037204	0.012142	1.3743	428.07	0.0	260.25	0.032999	0.0	758.85	26.403000000000002	0.013936000000000002	1766.8	0	294.78	0.030073000000000003	0.068135	0.051721	0.057162	259.76	1.4593	284.57	0.057307000000000004	15.08	0.032922	111.88	25.295	0.036902	352.18	1635.4	0	0.037978	19.944000000000003	2.9186	7417.2	408.61	7.7829999999999995	0.66079	0.044254	-1	1	-1	-1	0	0.5825	0.07206599999999999	0.041061
TCGA-RW-A68A	PCPG_1	0.8442	35.458	1745.9	581.68	2428.9	22.372	209.37	46984.0	263.82	1871.7	1320.4	0.0	75.137	6065.9	5421.7	0.0	1234.0	114.39	0.4221	13.508	3.9130000000000003	4.2212	0	249.47	188830.0	0	203.88	683.41	3.377	3721.0	12.242	0.073414	223.72	2.5327	1092.8	248.62	42.63399999999999	32.080999999999996	-0.24744000000000002	992.4	114.39	0.024342	1290.4	1259.2	344.45	0.022093	5640.4	43.076	5893.6	447.45	0.0	1480.4	556.35	815.11	595.61	450.4	69.22800000000001	2259.2	382.44	0.037587999999999996	0.037192	34823.0	46.011	19.418	0.036652	1084.5	0.0	0.028010000000000004	215.7	3752.2	0.34471999999999997	88.645	0.048036	0.017032	0.72358	465.6	0.0	94.977	0.13985999999999998	0.0	476.57	44.316	0.013374	5139.3	0	106.8	0.094937	0.038857	0.073982	0.096092	252.0	0.0	143.94	0.035612	27.438000000000002	0.03753	27.016	37.991	0.035667000000000004	432.67	3578.7	0	0.036306	0.0	0.8442	8602.8	116.93	10.975	0.060414999999999996	0.054005	-1	-1	-1	-1	-1	0.51835	0.035587	0.036805000000000004
TCGA-RW-A68B	PCPG_1	1.724	4.7409	2093.3	1298.6	3183.7	125.42	165.07	40912.0	421.94	2849.7	1841.6	0.0	72.406	5857.1	6613.5	6.4648	1062.0	112.06	0.431	8.1888	5.3141	9.9127	0	156.02	238620.0	0	51.288000000000004	496.5	3.8789	3996.6	15.515999999999998	0.043539	374.96	0.431	679.19	149.55	60.338	18.963	-0.073687	1142.1	47.84	0.023683000000000003	3049.7	1207.2	400.39	0.022193	6371.7	45.397	2973.4	921.45	0.0	1447.7	178.86	945.16	491.33	565.03	3.0169	3695.7	0.0	0.036935	0.07821399999999999	42800.0	80.595	24.135	0.04168	1335.2	0.0	0.026775	225.84	3961.7	0.041282	68.096	0.036455	0.015033000000000001	0.39066	269.37	0.0	375.39	0.041011	0.0	853.79	42.053999999999995	0.021051	1940.3	0	219.37	0.037603	0.042203	0.03273	0.0531	64.217	0.0	295.66	0.032285	3.4479	0.021329	1.2930000000000001	45.685	0.03934	325.4	2682.0	0	0.038145	5.1719	0.862	8786.6	174.98	7.7578	0.09776599999999999	0.033688	-1	0	0	0	0	0.0	0.04148	0.033136
TCGA-RW-A68C	PCPG_2	1.5625	67.969	2730.5	42221.0	1746.5	6.6406	121.09	2771.5	110.55	1419.9	41722.0	2.3438	29.688000000000002	1637.5	3805.9	0.3906	487.5	316.41	1096.5	5.0781	17.84	441.72	0	2.3438	140150.0	0	2735.2	1584.4	169.14	33885.0	79.297	0.19166	1586.3	210.55	440.2	2139.6	866.02	1.9531	0.1192	318.75	260.94	0.032375	586.33	391.02	105.86	0.44432	1369.5	108.0	109.38	634.38	0.3906	444.95	25.781	397.66	784.77	729.3	8.5938	646.88	5.8594	0.094394	0.048199	7423.1	3.125	313.28	0.037931	470.7	0.3906	0.041145	83.984	7.4219	0.068243	8.2031	0.10187	0.014825999999999999	2.7707	489.06	0.0	207.42	0.053796000000000004	0.0	1285.5	2.222	0.012962999999999999	18408.0	0	141.02	0.07103999999999999	0.070914	0.10082	0.12215999999999999	35.156	0.3906	1825.0	0.07008099999999999	195.7	0.049167	4.6875	56.25	0.054158000000000005	440.23	1129.7	0	0.071701	0.0	3.125	4050.4	387.11	55.858999999999995	0.061946	0.06504	-1	-1	-1	-1	0	10.267000000000001	0.19618	0.048177
TCGA-RW-A68D	PCPG_2	0.4932	102.08	933.55	40134.0	2112.2	8.8768	316.11	3316.0	95.179	1395.6	5969.8	0.0	46.357	2375.5	6619.2	0.4932	1063.8	300.33	173.1	52.275	8.1371	109.97	0	15.288	190760.0	0	940.45	2794.2	6.9042	15354.0	149.4	0.049836	248.55	1448.9	448.09	1399.1	3585.2	1.4795	-0.0078226	105.04	104.06	0.3774	2037.7	668.23	117.86	0.6411899999999999	2491.4	244.92	315.13	725.93	0.0	670.69	120.33	1218.1	565.16	937.99	41.425	2164.0	138.58	0.11373	0.16343	4092.7	42.411	89.755	0.10977	1402.5	0.0	0.09894800000000001	173.1	504.99	0.22619	14.795	0.13282	0.48252	2.4351	337.81	0.0	479.84	0.16233	0.0	1644.7	5.0628	0.01456	21109.0	1	94.193	0.19380999999999998	0.036175	0.17386	0.16918	22.191999999999997	0.9863	701.27	0.065691	66.083	0.071871	2.9589	29.589000000000002	0.070096	347.68	1251.6	0	0.2138	0.0	0.0	3733.2	373.32	13.315	0.056590999999999995	0.063837	0	-1	-1	0	-1	0.69195	0.11307	0.06640499999999999
TCGA-RW-A68F	PCPG_2	0.0	224.8	3002.4	21337.0	990.84	14.661	786.8	1056.8	45.816	877.21	4615.9	0.0	14.661	2584.0	4082.5	4.6549	719.61	441.66	1879.7	3.0544	48.381	20.159000000000002	0	0.0	198110.0	0	1440.4	4023.2	20.77	15828.0	152.07	0.26126	592.55	2004.9	377.5	859.48	2420.3	1.2217	-0.15035	3.6652	357.36	0.29811	692.73	446.55	4.2761	0.76199	2045.2	95.035	1.8326	1083.1	0.0	353.08	0.0	516.19	414.17	681.12	20.159000000000002	42.15	0.0	0.50008	0.29681	3735.5	3.0544	82.46799999999999	0.8359200000000001	1080.6	0.0	0.53009	170.43	34.82	0.26921999999999996	1.8326	0.74026	0.43145	0.5293899999999999	901.65	0.0	244.35	0.6581899999999999	0.0	1678.7	19.043	0.65509	42807.0	0	69.64	0.3576	0.5975199999999999	0.32756	0.33787	3.6652	0.0	1781.3	0.07398400000000001	282.83	0.22196999999999997	1.8326	18.326	0.091236	576.05	1264.5	1	0.089019	1.8326	3.6652	3028.1	61.086999999999996	21.991	0.063496	0.68762	0	-1	0	0	0	2.887	0.35336999999999996	0.075514
TCGA-RW-A68G	PCPG_4	4220.9	791.74	1181.8	20087.0	3112.7	40938.0	15.868	8294.0	195.43	1587.7	2377.7	938.73	82.681	442.64	143.65	86286.0	282.29	300.66	0.8352	15020.0	26399.0	34.242	0	5.011	81155.0	0	148.66	438.46	20.879	5260.7	228.84	0.07233099999999999	1165.9	3.3407	145.29	212.08	30.066	4.1758	6.5037	5.8462	839.34	0.026718000000000002	820.97	1076.5	57.626000000000005	0.018334	2117.1	211.34	11420.0	10121.0	1215.2	507.78	8.3517	95.209	1004.7	539.52	601.32	1408.9	0.0	0.047609	0.030154000000000004	12735.0	7.5165	23.385	0.034239	202.94	1090.7	0.040175	526.15	2418.6	0.05877	18.374000000000002	0.037813	0.016541999999999998	-0.13825	813.45	21.714000000000002	5397.7	0.038287	177.89	441.8	28.703000000000003	0.024728999999999998	2368.5	0	1034.8	0.079911	0.039620999999999996	0.043972000000000004	0.075035	11.692	3.3407	407.56	0.039938	5.011	0.04662	0.8352	28.396	0.047165	578.77	1251.1	0	0.037586	31877.0	4682.8	3788.3	903.65	38.418	0.054515	0.087019	0	0	0	0	0	6.4708	0.094429	0.045679000000000004
TCGA-RW-A7CZ	PCPG_2	3.0225	73.402	2590.2	16462.0	987.48	21.589000000000002	468.48	164.94	48.358999999999995	813.04	6472.2	0.0	37.133	3436.5	16693.0	18.657	822.11	300.09	1380.0	6.4767	25.289	51.382	0	1.7271	116230.0	0	2315.6	2728.0	118.31	21315.0	159.3	0.42731	489.2	733.59	581.99	1606.6	4433.9	3.4542	0.5948899999999999	76.857	359.24	0.043626	590.24	357.94	60.449	0.58124	1712.0	190.53	6.9085	734.89	0.0	388.65	0.0	578.15	164.51	866.58	92.40100000000001	538.0	0.0	0.38641	0.064297	4806.1	3.886	22.884	0.59315	886.87	0.4318	0.47858999999999996	126.51	3.0225	0.15608	33.679	0.34793	0.54685	2.5492	674.44	0.0	267.7	0.40637	0.0	1159.8	7.3171	0.45148999999999995	10733.0	0	92.40100000000001	0.15474000000000002	0.42176	0.39705999999999997	0.41091000000000005	1.7271	0.0	1184.8	0.44509	316.49	0.40034000000000003	0.8636	37.133	0.051821000000000006	603.2	1506.9	0	0.048158	8.2038	3.4542	2547.1	36.269	88.083	0.046097000000000006	0.4989	-1	-1	-1	0	0	3.1262	0.12783	0.084964
