SARC	Labels	B:MUTA:COMP:TP53::	N:GEXP::ATP1B1:481:	N:GEXP::MDM2:4193:	N:GEXP::MAPK10:5602:	N:GEXP::DAB2:1601:	N:GEXP::EPM2AIP1:9852:	N:GEXP::KCNH2:3757:	N:GEXP::ITGB1BP2:26548:	B:MUTA:COMP:MACF1::	N:GEXP::MYH11:4629:	N:GEXP::CDK4:1019:	N:GEXP::TSPAN31:6302:	N:GEXP::PAPSS2:9060:	N:GEXP::COL4A5:1287:	N:GEXP::SPATA18:132671:	N:GEXP::NFASC:23114:	N:GEXP::CTDSP2:10106:	N:GEXP::ACTG2:72:	N:GEXP::EGF:1950:	N:GEXP::LMOD1:25802:	N:GEXP::PGD:5226:	N:GEXP::SYNPO2:171024:	N:GEXP::FRS2:10818:	N:METH:cg24549639:MDM2:TssU476:Shore	N:GEXP::MARVELD2:153562:	N:METH:cg05258214:STK19:TssU25:Shore	N:GEXP::CNN1:1264:	N:GEXP::S100A10:6281:	N:GEXP::CSRP1:1465:	N:GEXP::KYNU:8942:	N:GEXP::SPEG:10290:	N:GEXP::YEATS4:8089:	I:CNVR::MDM2:4193:	N:GEXP::FKBP9:11328:	N:MIR::hsa-miR-26a-5p:Corrected:	N:MIR::hsa-miR-3913-5p:Corrected:	N:GEXP::MYLK:4638:	N:GEXP::CCT2:10576:	B:MUTA:COMP:PIK3CB::	N:GEXP::PPP1R12B:4660:	N:MIR::hsa-miR-143-3p:Corrected:	N:GEXP::ASAP3:55616:	N:GEXP::KCNMB1:3779:	N:GEXP::METTL1:4234:	N:GEXP::AKAP1:8165:	N:MIR::hsa-miR-145-3p:Corrected:	N:GEXP::SORBS1:10580:	N:GEXP::TBC1D1:23216:	N:GEXP::C9orf122:158228:	N:GEXP::CYP27B1:1594:	N:MIR::hsa-miR-145-5p:Corrected:	N:GEXP::RAMP1:10267:	N:GEXP::RBM24:221662:	N:GEXP::C10orf28:27291:	N:GEXP::LOC728264:728264:	N:GEXP::LHX2:9355:	N:GEXP::MARCH9:92979:	N:GEXP::C15orf52:388115:	N:GEXP::ANXA2P3:305:	I:CNVR::FAS:355:	N:GEXP::RBM20:282996:	N:GEXP::C6orf155:79940:	N:GEXP::SLC35E3:55508:	N:GEXP::ADPGK:83440:	N:METH:cg25533943:MAP3K14-AS1:TssD1:Island	N:MIR::hsa-miR-490-3p:Corrected:	N:GEXP::C6orf147:387097:	N:GEXP::FAM119B:25895:	N:GEXP::TSFM:10102:	N:GEXP::LOC401093:401093:	N:GEXP::CAP2:10486:	N:GEXP::FBXL22:283807:	N:GEXP::NPAS4:266743:	N:GEXP::RYR3:6263:	N:GEXP::MYOCD:93649:	N:GEXP::BCAN:63827:	I:CNVR::SCHIP1:29970:	N:METH:cg03577153:ZNF350:TssU63:NA	N:METH:cg21729847:RBM6:TssU207:Shore	N:METH:cg11345918:KRTAP5-AS1:TssD1285:Shore	N:GEXP::DNAH14:127602:	I:CNVR::ELMO1-AS1:100861514:	N:METH:cg16154073:CMTM7:TssU43:Island	I:CNVR::H6PD:9563:	N:GEXP::LEFTY1:10637:	N:GEXP::RPRD1A:55197:	I:CNVR::PSEN2:5664:	I:CNVR::ZCCHC5:203430:	I:CNVR::KERA:11081:	I:CNVR::PPDPF:79144:	N:METH:cg24526499:EFNA1:TssD17:Island	N:METH:cg05270922:NA:NA:NA	N:METH:cg16346212:SEMA3A:TssU37:NA
TCGA-DX-A6BH	SARC_3	0	2157.6	17081.0	141.36	7191.8	702.05	50.928000000000004	1.4279	0	790.1	123060.0	24214.0	4413.1	89.48100000000001	1018.1	79.98100000000001	34344.0	1232.8	0.0	2560.2	2635.4	941.46	19719.0	0.14349	2.8558	0.042404000000000004	3435.5	1208.0	3334.6	45.217	1438.4	1904.3	1	6192.8	9046.6	36.984	3760.0	47167.0	0	790.58	142210.0	1320.8	48.071999999999996	2804.8	429.8	29.976999999999997	242.27	900.05	0.47600000000000003	943.36	1378.4	30.938000000000002	39.505	533.55	50.452	3.8077	18599.0	80.914	33.318000000000005	0	12.375	7.1395	217.04	2715.7	0.039924	0.15556	6.3589	4523.1	3493.1	122.44	65.683	16.245	0.9519	8.0914	2.8558	3.8077	0	0.069415	0.059427999999999995	0.13943	56.64	0	0.11937	0	3.4983	670.16	0	0	0	0	0.035758	0.021344	0.087189
TCGA-DX-A6YQ	SARC_2	0	708.64	587.16	14.786	8018.7	473.15	0.0	6.6148	0	68.833	2265.4	421.79	465.76	17.51	3.8911	10.117	4355.6	28.794	40.078	22.568	2482.5	754.09	415.95	0.075257	1.5564	0.40638	15.564	19080.0	3307.8	282.1	22.179000000000002	278.99	-1	6904.3	765.7	1.2573	3724.0	2493.4	1	260.7	16937.0	2757.2	17.899	291.83	602.72	9.0415	50.195	1902.3	0.0	5.4475	285.16	10.505999999999998	20.623	317.12	50.583999999999996	26.848000000000003	80.156	318.29	111.28	-1	5.0584	5.4475	66.148	1185.8	0.05803200000000001	0.35028000000000004	9.607000000000001	285.99	333.07	190.53	36.576	4.2802	0.3891	13.619000000000002	0.7782	6.6148	-1	0.041296	0.029591000000000003	0.17335	75.876	1	0.082486	1	4.2802	694.94	-1	-1	1	1	0.42494	0.0177	0.035801
TCGA-DX-A6YR	SARC_2	0	358.64	1062.0	6.4888	10797.0	621.49	7.2098	3.6049	0	454.99	3630.1	543.62	893.29	328.05	14.42	39.704	8997.1	281.18	2.1629	255.23	2490.3	743.33	648.88	0.083496	2.8839	0.32486	82.913	18767.0	2041.1	134.82	15.140999999999998	295.6	1	5969.7	1375.8	2.8538	658.67	2929.3	0	421.05	39837.0	1965.4	40.375	341.02	549.39	8.6902	129.78	1325.9	0.0	15.140999999999998	270.04	25.234	2.8839	406.63	108.87	7.2098	436.91	97.33200000000001	76.42399999999999	-1	16.583	7.9308	222.78	1787.0	0.71102	0.8508700000000001	4.4052	510.45	589.04	60.26	12.257	4.5566	2.1629	24.513	9.3727	48.306000000000004	-1	0.051332	0.047702	0.081874	4.3259	1	0.04348	0	46.467	409.52	-1	0	1	0	0.059528	0.021825	0.05083
TCGA-DX-A6YU	SARC_2	0	1598.4	1264.8	9.1707	17045.0	542.98	206.72	13.755999999999998	0	114.41	2076.4	662.58	912.87	155.52	21.78	10.466	5808.9	689.33	4.2032	374.85	2202.9	486.81	476.88	0.039795	3.4389999999999996	0.12295999999999999	157.43	13659.0	6337.7	212.46	303.4	244.93	0	6869.2	1919.3	2.5627	1213.1	2301.8	0	3049.3	15967.0	1723.0	41.65	249.52	741.68	11.445	200.61	2109.3	0.3821	17.577	568.51	5.3496	29.423000000000002	365.68	74.89399999999999	89.414	238.06	162.02	68.78	-1	9.9349	8.0244	169.66	1754.1	0.56519	1.0887	19.522000000000002	266.71	439.43	50.022	56.553000000000004	3.8211	4.5854	1.9106	1.1463	5.7317	0	0.059073	0.022744	0.20365	3.8211	1	0.047882	1	9.5414	654.94	1	1	0	1	0.033289	0.014594	0.074449
TCGA-DX-A6YX	SARC_2	0	592.2	970.85	7.8405	4136.7	612.92	0.0	0.6818	0	12.572000000000001	2590.8	454.41	547.81	5.7951	0.6818	0.6818	4701.9	6.4769	75.67699999999999	7.1587	4551.9	72.95	474.86	0.035117	1.0227	0.063431	29.316999999999997	18310.0	1811.2	420.32	176.92	620.42	1	5364.6	644.69	1.7053	995.06	5420.8	0	273.39	21531.0	862.11	12.272	330.32	1959.4	11.482000000000001	56.588	1549.0	0.0	3.068	520.23	1.7044	0.6818	261.12	38.18	3.4089	278.85	35.111999999999995	363.73	-1	0.3409	1.0227	425.43	1884.7	0.8567799999999999	0.15556	6.6473	245.1	374.98	427.93	142.15	5.7951	0.0	7.1587	0.3409	31.362	1	0.056316	0.44631000000000004	0.46898999999999996	61.36	1	0.034872	1	1.7249	867.22	-1	1	1	1	0.048781	0.022752	0.051613
TCGA-DX-A6Z0	SARC_2	1	912.98	865.63	43.883	15567.0	447.77	1194.6	2.3301	0	203.58	3936.3	582.91	1597.7	17.864	15.534	15.037	9038.5	170.1	0.3883	287.38	3066.0	869.9	686.6	0.062089	1.9417	0.055016999999999996	76.893	17610.0	2913.0	76.505	296.31	301.75	1	11147.0	1256.2	1.8448	763.11	2746.8	0	1340.6	67003.0	3057.1	36.893	612.43	231.07	13.222999999999999	77.282	1365.0	0.0	21.748	384.51	15.145999999999999	4.6602	293.2	154.56	59.417	338.64	129.32	120.39	-1	9.3204	9.7087	202.33	1958.8	0.75783	0.15556	6.2447	281.17	550.68	105.37	40.777	8.8388	0.0	6.9903	0.7767	6.9903	0	0.043259	0.05134	0.069888	23.689	1	0.054604999999999994	1	21.561	321.55	-1	1	1	1	0.028201999999999998	0.022846	0.042158
TCGA-DX-A6Z2	SARC_1	1	1119.4	1206.0	1101.1	1383.4	1105.7	5000.2	50.913999999999994	0	287160.0	2322.7	908.09	474.56	2891.1	123.87	2805.9	3652.5	59266.0	50.534	29805.0	637.57	58274.0	767.89	0.066932	4.1795	0.029281	29260.0	3949.6	85415.0	94.98899999999999	10767.0	240.13	0	3070.8	829.61	0.1737	102960.0	2097.4	0	27619.0	1629400.0	286.49	6572.5	278.89	3369.1	229.1	4822.4	4138.9	0.0	17.098	6685.6	3037.0	299.4	208.6	8470.7	122.73	561.2	1021.3	36.856	-1	34.576	48.254	249.25	664.16	0.032291	0.15556	33.558	593.11	477.98	2761.0	802.09	855.46	100.69	317.26	2150.6	212.4	0	0.084527	0.040074	0.041259	4.9394	0	0.37289	-1	14.845	1329.8	0	0	0	0	0.056423	0.023674	0.056427
TCGA-DX-A7EF	SARC_2	0	232.09	649.41	0.9862	7840.2	720.41	0.4931	8.8757	0	45.365	4080.9	424.56	1703.2	12.82	12.82	19.615	6711.1	8.8757	14.793	11.834000000000001	1470.4	1542.4	642.5	0.046199000000000004	1.9724	0.040549	728.8	5626.7	1613.4	117.85	217.46	293.39	-1	6787.0	681.98	0.7124199999999999	404.34	2496.6	0	425.54	31881.0	696.75	7.8895	531.56	1843.2	30.853	91.71600000000001	819.53	0.0	86.785	955.69	37.968	56.706	381.66	75.937	9.8619	153.85	62.13	251.97	0	16.765	11.341	223.87	1294.6	0.8318	0.15556	7.2485	269.23	400.39	84.285	97.633	11.341	0.4931	22.189	0.0	5.9172	1	0.051944000000000004	0.0317	0.17115999999999998	43.886	1	0.063846	-1	7.071000000000001	418.15	-1	1	-1	1	0.36303	0.026389	0.090947
TCGA-DX-A7EI	SARC_3	0	447.44	26726.0	16.637999999999998	2729.5	1013.2	52.048	12.372	0	938.69	47078.0	7826.4	645.48	3653.6	796.93	971.42	40827.0	1741.0	9.8123	237.63	1712.5	496.59	6606.7	0.13572	6.8259	0.042048	610.5	7281.6	7296.1	10.665	820.39	820.39	1	13546.0	6844.6	35.323	972.21	30587.0	0	571.25	25385.0	836.18	225.26	6072.9	369.88	10.117	931.74	2382.7	46.075	1280.3	409.11	116.47	86.604	374.57	132.25	418.51	7911.3	141.64	93.43	0	657.85	8.5324	306.31	3673.1	0.021324	2.0017	17.061	5572.9	4621.2	161.56	484.21	53.861000000000004	36.689	17.491	26.451	87.884	0	0.044326	0.034230000000000003	0.053578	255.97	1	0.079884	0	5.593	729.1	1	0	-1	1	0.031299	0.031317000000000005	0.037424
TCGA-DX-A7EL	SARC_1	0	1845.5	1238.6	700.2	2049.1	1311.5	2026.1	521.25	0	322800.0	1078.0	566.08	133.33	1284.6	1094.3	4096.9	2996.5	128120.0	41.715	43240.0	529.04	61505.0	499.02	0.048529	3.5088	0.042302	56936.0	2860.4	69261.0	162.18	9802.3	325.54	0	1860.8	370.39	0.43233999999999995	79379.0	2739.6	0	42883.0	1996500.0	158.28	13738.0	101.36	6981.3	128.92	21857.0	6671.7	3.1189	7.7973	1881.2	3759.8	1019.5	365.3	7633.9	102.92	256.14	2733.3	21.831999999999997	-1	48.733000000000004	37.427	242.1	361.4	0.023444	0.7853600000000001	22.269000000000002	117.74	359.84	2121.4	1345.8	890.16	63.158	305.26	3691.6	221.05	0	0.082026	0.32315	0.060570000000000006	105.26	0	0.15909	-1	15.259	1435.5	0	0	0	0	0.032285	0.018006	0.06073099999999999
TCGA-DX-A7EM	SARC_1	0	3417.5	1494.7	1131.9	1102.2	1048.9	5181.9	365.71	0	266080.0	1191.0	327.29	125.77	1136.6	112.0	2866.3	6436.3	101400.0	141.72	28915.0	557.44	47588.0	773.46	0.082936	2.5371	0.039546	59758.0	1448.7	55488.0	38.782	7081.4	215.29	-1	2488.9	429.06	0.35269	133180.0	1537.8	0	45376.0	1813000.0	218.92	3550.2	152.59	8260.1	161.95	21213.0	3943.8	1.8122	10.149	3613.3	2110.5	1282.3	329.82	7240.9	409.93	235.59	2243.9	19.21	-1	454.87	36.969	237.4	489.4	0.036968	1.5272	32.961	163.46	315.33	5133.8	736.85	872.91	107.65	656.02	4816.2	11.235999999999999	0	0.059136	0.39437	0.049727	67.777	1	0.075685	1	5.5418	1017.8	0	-1	-1	0	0.032206	0.022665	0.1282
TCGA-DX-A7EN	SARC_1	1	895.26	1335.7	517.22	944.79	848.94	1672.0	70.663	0	295240.0	2881.2	221.48	67.065	1666.8	123.01	1098.5	2825.9	39451.0	352.33	23024.0	405.99	40867.0	603.91	0.11797	1.3086	0.049024	39390.0	1096.3	83369.0	9.1601	5313.5	485.48	0	1468.9	740.16	1.7315	51829.0	3093.8	0	27495.0	1390500.0	166.52	3237.1	182.22	5120.5	561.86	7913.6	5430.6	443.28	3.2714	10477.0	2352.5	1835.9	354.3	13650.0	693.87	281.02	1194.7	15.376	0	162.92	45.8	240.78	465.53	0.021447	0.36733000000000005	98.925	262.04	526.7	8772.1	1206.5	652.41	151.79	210.03	825.71	35.005	0	0.064746	0.14677	0.056122000000000005	2.29	-1	0.12749000000000002	-1	21.304000000000002	1818.9	0	-1	0	0	0.052502999999999994	0.019777	0.085358
TCGA-DX-A7ES	SARC_3	0	1115.8	18084.0	408.95	11364.0	601.26	773.94	10.989	0	24649.0	28387.0	9923.1	1222.1	410.52	349.29	319.16	22267.0	18412.0	16.483	3726.1	2075.3	5687.6	6697.0	0.17923	7.0644	0.06343	19296.0	4021.2	16203.0	259.03	1441.9	916.01	1	5426.2	17226.0	29.771	8810.8	32540.0	0	3181.3	337860.0	1136.6	1046.3	3471.0	1211.2	91.678	3488.2	1850.1	3.1397	291.99	4882.9	986.66	76.138	448.19	510.99	43.956	4233.9	336.74	29.041999999999998	0	25.118000000000002	6.2794	605.18	1480.7	0.02222	2.6801	5.7535	7109.9	3475.7	330.49	124.8	190.06	12.559000000000001	102.83	591.84	13.344000000000001	0	0.046879000000000004	0.031271	0.10167000000000001	44.74100000000001	0	0.076124	0	20.989	565.93	0	0	0	0	0.072848	0.039268	0.053662
TCGA-DX-A7ET	SARC_2	1	278.27	459.88	1.8695	7266.6	286.65	0.6232	1.8695	0	77.028	5361.6	664.9	625.64	0.6232	21.186999999999998	18.070999999999998	3554.4	173.86	0.0	51.098	4769.0	195.05	203.77	0.044775	3.1158	0.1464	242.41	18936.0	4737.2	2429.0	94.096	168.25	-1	3351.9	1211.3	0.6338699999999999	276.72	2644.0	1	117.78	56060.0	3431.7	54.214	1164.0	267.33	17.726	27.419	1659.5	1.2463	27.419	993.32	16.202	2.4926	363.3	60.446000000000005	4.9852	459.88	18.695	90.98	-1	8.7241	2.4926	42.373999999999995	952.85	0.66576	0.15556	18.451	165.13	837.51	109.95	6.8547	16.781	0.0	3.7389	0.0	10.594000000000001	1	0.084172	0.20085	0.07955599999999999	38.012	1	0.037805	1	5.3404	313.44	-1	0	-1	1	0.045313	0.016734	0.045366000000000004
TCGA-DX-A8BH	SARC_2	1	235.21	771.04	2.6572	7500.4	329.05	8.8574	4.4287	0	248.09	5880.4	972.99	503.1	5.3144	4.4287	8.419	6477.9	246.68	0.4429	75.288	2709.9	633.75	381.31	0.025818	1.3286	0.037895	72.188	15461.0	1953.1	1043.0	10.629000000000001	630.65	1	4613.4	1469.7	1.3824	328.61	5728.5	0	302.48	58030.0	1465.9	71.745	1461.5	892.83	18.416	25.244	1494.7	0.0	58.458999999999996	508.2	17.272000000000002	2.6572	315.32	55.802	78.831	480.51	62.445	161.21	-1	6.2002	11.072000000000001	112.05	1236.8	0.64374	0.15556	8.977	208.59	1024.8	36.577	4.4287	3.9858	1.3286	2.6572	1.3286	2.6572	1	0.055739	0.037337	0.18844	42.516000000000005	1	0.048820999999999996	0	4.3401	470.77	-1	0	1	1	0.015738	0.017521000000000002	0.07270700000000001
TCGA-DX-A8BJ	SARC_2	0	1390.7	691.22	206.07	1961.9	421.19	284.88	5.167999999999999	0	4.5801	15554.0	1819.8	1487.7	142.76	99.48299999999999	14.083	14184.0	19322.0	23.901999999999997	213.82	1757.1	148.58	589.15	0.022435	1.2919999999999998	0.088763	803.62	16344.0	11566.0	52.326	1341.1	350.77	1	8225.5	2848.7	2.7896	1914.7	5130.5	0	186.69	22660.0	594.32	34.884	1918.6	480.62	31.375999999999998	363.69	2423.8	1.2919999999999998	27.778000000000002	1923.5	143.41	84.625	256.46	281.01	7.1059	933.46	83.333	206.72	-1	24.548000000000002	13.565999999999999	134.37	1341.4	0.016622	0.15556	29.18	1279.1	1489.7	103.84	473.51	22.274	1.2919999999999998	12.274000000000001	7.7519	20.671999999999997	0	0.033704000000000005	0.070813	0.088929	72.997	1	0.027469999999999998	-1	3.2494	415.38	-1	-1	1	-1	0.01785	0.014641999999999999	0.041901999999999995
TCGA-DX-A8BK	SARC_2	1	394.38	814.77	41.096000000000004	5627.8	298.99	18.463	13.103	0	167.64	4940.4	622.99	1243.0	4.1691	86.361	55.39	3548.5	2722.4	0.0	328.77	4163.8	525.31	225.73	0.021580000000000002	0.0	0.050102	735.56	27429.0	4225.1	966.65	12.507	192.38	-1	3174.5	1714.7	1.9888	2177.7	2533.1	0	707.56	137560.0	2869.6	70.876	621.8	535.44	43.868	101.85	1124.5	0.0	10.720999999999998	2113.1	16.081	0.5956	293.63	431.21	91.721	482.43	142.94	135.79	0	8.3383	3.5736	92.912	1679.0	0.65672	0.15556	27.868000000000002	117.33	1122.7	77.415	4.1691	22.037	21.441	2.978	1.1912	17.272000000000002	0	0.07531399999999999	0.035952	0.16178	4.7647	0	0.032561	1	0.5956	373.44	-1	-1	-1	1	0.015595	0.014735	0.067452
TCGA-DX-A8BL	SARC_2	0	459.9	807.27	12.763	4024.2	365.03	12.763	3.1908	0	56.605	4395.7	716.66	2036.4	2.5526	45.948	23.976	6194.6	28.717	1.2763	187.62	3491.4	1171.0	386.09	0.046914	2.5526	0.34542	12.763	28637.0	4324.2	308.87	5.1053	398.85	1	3504.8	2408.8	2.57	652.2	3021.7	1	1732.6	7818.6	3876.2	34.461	870.45	328.65	9.7727	31.908	1305.0	0.0	33.184	357.24	22.974	0.0	537.97	53.606	29.994	119.34	44.033	184.43	1	4.4671	4.4671	77.85600000000001	1318.8	0.6268100000000001	0.15556	2.5526	405.87	604.98	52.942	1.2763	12.125	0.6382	3.1908	0.0	3.1908	1	0.10044	0.022198	0.16427999999999998	4.4671	0	0.069293	1	4.4671	322.27	0	-1	1	1	0.04236	0.024166	0.14927
TCGA-DX-A8BM	SARC_2	0	152.98	1154.5	216.69	3031.5	214.94	235.11	0.8773	0	144.18	4719.4	235.99	2553.8	47.373999999999995	190.81	18.985	3220.1	78.956	23.248	162.74	7056.0	604.89	507.51	0.029891	3.9478	0.030836000000000002	189.93	6710.8	7134.1	75.447	54.831	403.11	-1	10362.0	1141.5	1.6626	683.25	3588.1	0	596.12	19867.0	1317.7	26.756999999999998	323.72	1370.8	17.393	180.28	1999.8	6.141	35.969	562.03	98.256	38.162	881.24	35.969	34.653	285.12	51.321000000000005	125.45	1	5.2637	3.0705	135.54	1423.8	0.65658	0.37588	12.707	209.67	532.08	35.885999999999996	87.729	7.457000000000001	1.3159	10.527000000000001	0.8773	29.828000000000003	0	0.043172	0.021181000000000002	0.058401999999999996	72.376	1	0.030233	1	15.790999999999999	948.79	-1	-1	-1	1	0.053166	0.026962	0.054171000000000004
TCGA-DX-A8BN	SARC_2	0	880.14	677.93	6.6603	10504.0	570.88	4.7574	1.4272	0	362.83	4942.0	872.03	1685.5	9.5147	16.175	9.2293	4826.4	777.36	0.0	147.95	6236.4	572.79	245.96	0.022926	1.4272	0.1269	169.84	43113.0	2843.5	103.71	8.5633	372.03	-1	8461.5	2090.1	3.425	318.65	2292.1	0	642.25	50182.0	5590.9	28.544	247.38	286.87	21.473000000000003	39.010999999999996	1662.7	0.0	4.7574	849.99	13.796	0.4757	294.96	83.25399999999999	40.913000000000004	369.65	79.92399999999999	88.01100000000001	0	3.3302	9.5147	101.33	1346.0	0.74317	0.15556	12.583	169.36	491.44	150.63	7.6118	33.302	0.4757	29.971	0.4757	3.3302	0	0.11687	0.020901	0.084268	28.069000000000003	0	0.05873300000000001	0	2.3787	492.39	0	1	-1	0	0.019034	0.015693000000000002	0.078688
TCGA-DX-A8BO	SARC_2	0	307.43	962.98	122.86	8258.3	589.74	7.9695	3.3206	0	124.43	9241.2	1409.3	766.39	5.9771	39.847	10.015	3592.2	63.092	17.930999999999997	35.861999999999995	1595.9	387.85	444.3	0.015258	3.9847	0.27051	13.947000000000001	13964.0	2801.9	968.29	65.084	433.67	1	5246.6	1243.4	2.1432	740.5	3262.8	0	170.01	8799.4	2051.5	86.336	889.92	648.18	8.0227	21.252	1601.2	1.9924	55.786	314.21	313.46	2.6565	398.47	67.74	30.55	239.08	306.16	166.03	-1	2.6565	2.6565	170.01	2120.8	0.040017000000000004	0.15556	11.635	545.91	1038.0	56.902	13.947000000000001	7.6972	3.9847	3.9847	1.3282	7.9695	1	0.080907	0.10612	0.15429	71.725	1	0.018397999999999998	1	6.608	357.3	-1	-1	1	1	0.2183	0.028029000000000002	0.084624
TCGA-DX-A8BR	SARC_2	0	1196.5	1340.1	21.204	28877.0	360.05	15.690999999999999	4.665	0	593.54	4298.6	736.22	1441.0	12.722999999999999	115.78	33.957	7729.0	1418.2	2.1204	155.64	4385.9	851.99	449.96	0.036143	2.1204	0.17970999999999998	280.75	16930.0	2649.7	262.51	145.46	228.16	0	7285.4	2663.0	3.7369	1072.5	2742.2	0	388.89	26670.0	1941.5	83.969	379.98	616.62	27.093000000000004	125.11	1458.4	0.0	7.6336	938.15	14.843	2.1204	486.85	142.07	2.1204	168.79	166.67	159.03	-1	29.686	6.3613	216.28	1681.4	0.61985	0.15556	0.8482	355.81	561.92	60.335	13.995	7.6336	0.4241	4.665	2.5445	8.9059	0	0.048023	0.026733999999999997	0.08261900000000001	1.6964	1	0.034365	0	4.4741	604.33	-1	-1	0	0	0.06890399999999999	0.017578	0.1402
TCGA-DX-A8BT	SARC_2	0	325.2	838.53	86.117	18178.0	403.86	2.9696	1.8559999999999999	0	218.33	3459.5	558.65	951.0	34.521	4.0831	37.895	6167.4	177.43	0.0	147.74	3462.1	1027.8	501.86	0.075556	1.4848	0.32487	500.37	6855.6	4299.6	505.94	16.333	285.45	0	6419.4	2057.4	4.1298	795.03	2704.9	1	457.68	41891.0	2166.7	23.014	418.71	583.15	38.446999999999996	104.68	1283.6	0.0	13.363	693.89	5.1967	6.6815	432.44	126.21	0.7424	84.632	80.54899999999999	86.48899999999999	-1	14.105	5.5679	158.5	1071.9	0.034658999999999995	0.56997	1.1507	320.71	429.1	102.13	8.5375	5.9391	1.4848	15.59	1.4848	2.9696	0	0.052816999999999996	0.02932	0.17301	17.817	1	0.081035	0	2.9696	638.09	-1	1	0	0	0.049513	0.017109	0.045028
TCGA-DX-A8BU	SARC_2	1	1389.3	1008.4	74.979	2327.3	648.69	289.38	14.743	0	112.31	2775.1	362.68	411.54	8.8458	26.116	41.86600000000001	8615.4	5567.8	9.6883	466.3	4302.0	11755.0	859.73	0.013087	2.1061	0.036012	828.14	5092.2	7268.3	407.33	1388.8	375.32	0	4446.5	1310.8	2.3265	5510.9	4812.6	0	711.88	79586.0	2599.0	8.0034	275.48	466.3	29.641	842.46	3637.7	0.4212	14.322000000000001	1373.1	102.36	4107.0	338.67	68.23899999999999	227.88	349.2	22.746	56.86600000000001	-1	45.493	3.7911	232.94	967.55	0.65268	2.0951	13.669	635.22	438.5	325.35	1796.5	131.31	2.5274	20.219	0.0	8.4246	1	0.045822	0.018505	0.05524400000000001	19.377	1	0.014434	1	3.8543	443.98	-1	0	0	1	0.017286000000000003	0.015308	0.035683
TCGA-DX-A8BV	SARC_2	1	1139.1	1230.2	132.15	8910.6	822.2	3.3638	3.3638	0	409.48	2548.8	605.48	1305.6	31.235	51.418	366.91	5329.6	443.54	3.3638	436.33	3102.8	869.77	515.14	0.063088	2.4027	0.12816	114.37	9403.2	4320.0	52.379	28.831999999999997	207.11	-1	6776.1	2324.9	2.7562	2761.2	2442.6	1	1978.4	185700.0	2318.6	80.25	271.99	666.03	53.028	141.76	1963.0	0.0	3.3638	2400.0	5.7665	18.261	448.34	323.88	12.494000000000002	210.96	113.89	66.314	-1	29.313000000000002	8.1691	163.86	989.5	0.53854	0.15556	18.405	229.22	361.85	63.57	28.831999999999997	3.3638	1.4416	12.494000000000002	1.4416	9.6108	0	0.048424	0.02702	0.064411	10.091000000000001	0	0.09079	1	2.4748	856.32	-1	0	1	-1	0.0258	0.018548	0.051290999999999996
TCGA-DX-A8BX	SARC_2	0	361.52	2104.8	1.9571	5968.1	520.58	31.803	4.8927	0	345.3	5767.0	1180.1	1577.4	19.082	167.33	40.952	6720.1	480.46	0.4893	102.26	4144.1	1051.4	693.79	0.058072000000000006	22.017	0.046189	1774.1	10121.0	2275.6	208.92	95.897	249.04	1	9343.1	1702.0	1.9891	326.83	2861.8	1	898.3	73827.0	1485.4	42.567	323.9	622.35	14.308	57.245	1170.8	0.0	3.4249	541.69	7.3391	0.9785	331.24	103.72	4.4034	341.51	138.46	120.36	0	15.657	1.9571	130.63	1937.8	0.6328699999999999	0.48665	0.9785	394.84	533.79	29.219	36.695	12.325	0.4893	8.8069	0.0	15.657	0	0.0736	0.024828	0.094179	21.039	1	0.036644	0	10.373	408.54	0	1	1	1	0.018177000000000002	0.028932999999999997	0.052742
TCGA-DX-A8BZ	SARC_2	0	490.87	343.0	1.6980000000000002	4517.6	95.089	11.886	6.7921	0	164.08	6788.7	848.16	917.78	3.3960000000000004	61.129	25.47	4259.5	485.63	0.8490000000000001	146.88	10383.0	189.33	263.19	0.031633999999999995	0.0	0.041217000000000004	185.09	16590.0	5979.6	142.63	9.3391	130.75	0	5055.0	2024.9	1.1133	281.02	2506.3	0	114.62	80587.0	3319.6	39.904	1037.5	224.99	32.922	23.772	1175.9	0.0	12.735	1782.1	192.73	2.5469999999999997	277.63	69.619	1.6980000000000002	406.68	52.638999999999996	59.431000000000004	-1	20.375999999999998	0.0	59.431000000000004	557.8	0.49391999999999997	0.15556	0.0	177.44	749.68	31.285999999999998	42.451	0.0	0.8490000000000001	6.7921	1.6980000000000002	17.829	0	0.052887	0.022257	0.074008	28.017	1	0.061179	1	0.9254	162.16	0	1	0	0	0.052423000000000004	0.012204000000000001	0.062941
