ESCC	Labels	N:GEXP::SPARC:6678:	N:GEXP::AKR1C3:8644:	N:GEXP::IGF2:3481:	B:MUTA:LOF:HIST1H3C::	N:GEXP::AKR1C1:1645:	N:GEXP::TUBB6:84617:	N:GEXP::KRT8:3856:	N:GEXP::SLPI:6590:	N:GEXP::C3:718:	N:GEXP::DSP:1832:	N:GEXP::MGST1:4257:	N:GEXP::CLCA2:9635:	N:GEXP::CLU:1191:	N:GEXP::AKR1C2:1646:	N:GEXP::C4A:720:	N:GEXP::TXNRD1:7296:	N:GEXP::UGT1A6:54578:	N:GEXP::GSTA1:2938:	N:GEXP::PPL:5493:	N:GEXP::CLDN1:9076:	N:GEXP::GAPDH:2597:	N:GEXP::LGALS3BP:3959:	N:GEXP::DHCR24:1718:	N:GEXP::SPRR3:6707:	N:GEXP::GNAS:2778:	N:GEXP::HSPB1:3315:	N:GEXP::HSP90AB1:3326:	N:GEXP::B2M:567:	N:GEXP::AKR1B10:57016:	N:GEXP::LAMB3:3914:	N:GEXP::EPS8:2059:	N:GEXP::PKM2:5315:	N:METH:cg08195943:TRH:TssD955:Island	N:GEXP::A2ML1:144568:	N:GEXP::MYL9:10398:	N:GEXP::SPRR1A:6698:	N:GEXP::LCN2:3934:	N:GEXP::C7:730:	N:GEXP::HLA-B:3106:	N:GEXP::TPT1:7178:	N:GEXP::KRT16:3868:	N:GEXP::SERPINA3:12:	N:GEXP::GJA1:2697:	N:GEXP::TUBB2A:7280:	N:GEXP::HLA-A:3105:	N:GEXP::ALDOA:226:	N:GEXP::KLK10:5655:	N:GEXP::RBP1:5947:	N:GEXP::LY6D:8581:	N:GEXP::UBC:7316:	N:GEXP::SMARCD3:6604:	N:GEXP::GPC3:2719:	N:MIR::hsa-miR-221-3p:Corrected:	N:GEXP::ACTG1:71:	N:GEXP::TMSL3:7117:	N:GEXP::CYP4F11:57834:	N:GEXP::MATN2:4147:	N:GEXP::HSP90AA1:3320:	N:GEXP::C6orf168:84553:	N:GEXP::OLFM1:10439:	N:GEXP::TMBIM6:7009:	N:GEXP::STK32B:55351:	N:GEXP::MYH14:79784:	N:MIR::hsa-miR-203a:Corrected:	N:GEXP::XIST:7503:	N:GEXP::SERPINB5:5268:	N:GEXP::SMARCA2:6595:	N:GEXP::RHOD:29984:	N:GEXP::NEFL:4747:	N:GEXP::MCF2L:23263:	N:GEXP::SPRR1B:6699:	B:MUTA:LOF:PODXL::	N:METH:cg23706497:OTX2:TssD123:Shelf	N:GEXP::WNK2:65268:	N:GEXP::CEL:1056:	N:GEXP::SHH:6469:	N:GEXP::IRF6:3664:	N:GEXP::FERMT1:55612:	N:GEXP::TCF4:6925:	N:GEXP::TMEM51:55092:	N:GEXP::NTS:4922:	N:METH:cg07222309:MIR3663HG:TssD3812:Shore	N:GEXP::GLI2:2736:	N:GEXP::RAB6B:51560:	N:GEXP::SEL1L3:23231:	N:GEXP::DSG2:1829:	N:GEXP::ALCAM:214:	N:GEXP::SCN9A:6335:	N:GEXP::NDRG4:65009:	N:METH:cg12049688:RNF220:TssD5833:Shore	N:GEXP::CALB1:793:	N:GEXP::SYNPO2:171024:	N:GEXP::C9orf167:54863:	N:GEXP::TUB:7275:	N:GEXP::LRIG1:26018:	N:GEXP::SYNM:23336:	N:METH:cg07344528:RP11-24M17.4:TssU30:NA	N:GEXP::BDKRB1:623:	N:GEXP::FAM83A:84985:	N:METH:cg17205316:OTX2:TssD1781:Island	N:GEXP::TLE2:7089:	N:GEXP::PI3:5266:	N:GEXP::UGT1A7:54577:	N:GEXP::PKN1:5585:	N:GEXP::RNF222:643904:	N:GEXP::CDC42BPA:8476:	N:GEXP::LRP1B:53353:	N:GEXP::KIAA1549:57670:	N:GEXP::FAM69B:138311:	N:METH:cg13880950:RNF220:TssD5725:Shore	N:GEXP::GNG5:2787:	N:METH:cg20701977:NA:NA:Island	N:GEXP::RHCG:51458:	N:GEXP::PPP2R2C:5522:	N:GEXP::GEFT:115557:	N:METH:cg14868994:RP11-89K21.2:TssU136:Shore	N:GEXP::NUCKS1:64710:	N:METH:cg27061249:PHACTR2:TssU151:Shore	N:MIR::hsa-miR-129-5p:Corrected:	N:GEXP::DSG1:1828:	N:GEXP::NPDC1:56654:	N:GEXP::DEPDC7:91614:	N:GEXP::ABHD2:11057:	N:GEXP::ABCA2:20:	N:METH:cg20264068:CR1L:TssD142:Island	N:METH:cg05372242:SFTA3:TssU507:Island	N:METH:cg26053083:CALCB:TssD69226:Island	N:METH:cg09427998:LINC01097:TssD2527:Shore	N:GEXP::EHD4:30844:	B:MUTA:LOF:PTPRD::	N:MIR::hsa-miR-5589-3p:Corrected:	N:GEXP::PHC3:80012:	N:METH:cg08749108:RP11-175E9.1:TssD7720:Shore	N:GEXP::KATNAL2:83473:	N:GEXP::CDC14B:8555:	N:METH:cg22009488:NA:NA:Island	N:METH:cg02427443:COMMD4:TssU31:Island	N:GEXP::LMBR1:64327:	N:GEXP::GATS:352954:	N:GEXP::CEP68:23177:	N:GEXP::FAM190A:401145:	N:GEXP::CABYR:26256:	N:GEXP::GANC:2595:	N:GEXP::COCH:1690:	N:GEXP::JAKMIP3:282973:	N:GEXP::DDX60L:91351:	N:GEXP::WDSUB1:151525:	N:GEXP::RGS9:8787:	N:METH:cg07214715:ST3GAL5:TssU210:Shore	N:METH:cg18807485:LHX5:TssD6993:Island	N:GEXP::PRKAA2:5563:	N:GEXP::SLCO4C1:353189:	N:GEXP::NUDT7:283927:	N:GEXP::RHOQ:23433:	N:GEXP::PANX2:56666:	N:GEXP::PITPNM1:9600:	N:GEXP::PRKG2:5593:	N:GEXP::AKR1C4:1109:	N:GEXP::RHOG:391:	N:GEXP::GNG10:2790:	I:CNVR::RHOV:171177:	N:METH:cg15438207:NA:NA:NA	N:METH:cg14475758:HLA-DMA:TssD6:NA	N:GEXP::SDK1:221935:	N:GEXP::MED8:112950:	N:METH:cg03778788:RP5-921G16.1:TssU70:Island	N:GEXP::LOC100130093:100130093:	N:GEXP::PNLIPRP3:119548:	N:METH:cg14971325:LINC01586:TssD49:Island	I:CNVR::MGA:23269:	N:METH:cg16899280:TGFB2-AS1:TssD442:Shore	N:GEXP::RPS6KB2:6199:	N:GEXP::GPR85:54329:	I:CNVR::RHOD:29984:	I:CNVR::NBAS:51594:	I:CNVR::PAXIP1-AS2:100132707:	I:CNVR::AKIRIN1:79647:	I:CNVR::SYT12:91683:	I:CNVR::GRB14:2888:	I:CNVR::C11orf86:254439:	I:CNVR::C3orf79:152118:	I:CNVR::GALNT3:2591:	I:CNVR::HIST2H2BA:337875:	I:CNVR::LINC00624:100289211:	I:CNVR::HIST2H2BF:440689:	I:CNVR::NDUFS5:4725:	N:METH:cg12311600:ARL17B:TssU305:Island	N:METH:cg24294989:CAMTA1:TssD895330:Island
TCGA-LN-A49P	ESCC_1	17134.0	14587.0	1312.1	0	11918.0	1517.3	1611.5	713.23	7189.3	13166.0	1505.3	5222.7	6263.1	13069.0	599.4	8886.4	3563.2	54.1	13801.0	2283.1	37062.0	11080.0	8596.2	12275.0	19538	24707.0	31026.0	112050.0	18136.0	2101.6	1594.0	17691	0.34354	1215.7	8267.5	3378.0	944.3	1105.7	50182.0	48501.0	4548.6	69.538	2352.5	318.58	51191.0	19813.0	1231.5	828.08	9165.3	90085.0	188.24	349.42	258.18	72725.0	34077.0	3186.1	1505.7	27896.0	485.43	3363.8	19443.0	128.02	3367.6	45864.0	1.6008	3504.5	1648.9	292.5	174.84	499.37	3592.3	0	0.43787	310.29	3574.3	4.282	1417.2	2178.8	1991.4	565.5	12.615	0.4431	1375.9	185.8	836.76	920.0	2285.8	685.12	767.13	0.44441	5.5733	5318.6	123.44	160.76	1076.8	7118.1	0.020442	82.258	895.34	0.24379	151.12	256.23	16.69	886.66	32.013000000000005	955.64	25.389	441.28	154.69	0.37783	1406.6	0.033320999999999996	3270.5	1877.4	351.53	0.36641999999999997	8589.1	0.10347	3.3657	26.003	664.91	120.51	5862.7	777.38	0.38543	0.46471999999999997	0.31372	0.33759	1296.3	0	0	2231.3	0.34914	47.63399999999999	468.97	0.28653	0.016886	1370.3	306.86	847.31	192.18	33.123000000000005	497.36	30.962	248.65	914.46	267.68	40.9	0.14057	0.048061	311.64	18.206	175.86	1729.5	606.89	680.02	55.496	0.35852	888.14	503.17	0	0.049118	0.094069	963.09	1048.8	0.29373	45.126000000000005	22.892	0.094458	0	0.054338	424.15	40.522	0	0	1	0	0	1	0	1	1	1	1	1	0	0.013904	0.020191
TCGA-LN-A49R	ESCC_1	38796.0	48619.0	2132.0	1	87319.0	2542.0	2978.7	4526.4	2470.5	36205.0	26.534000000000002	8517.9	4360.4	34302.0	1707.6	16188.0	6822.8	1.5089	5662.9	2498.3	63689.0	19040.0	2014.8	6409.4	41092	38252.0	42106.0	148190.0	16795.0	9482.2	1837.4	22302	0.31587	820.39	3217.8	12427.0	3469.9	175.82	51514.0	34928.0	35708.0	43.735	8580.0	1106.8	23504.0	18182.0	2791.8	620.18	3782.7	43091.0	121.1	647.07	239.44	42572.0	20889.0	7348.3	2199.6	51801.0	164.04	3950.9	12411.0	32.441	4266.6	148720.0	2.4972	6740.8	2668.4	654.9	3357.1	362.2	13182.0	0	0.47588	447.79	82.322	2.6134	1274.1	2685.0	2968.0	285.51	0.23681999999999997	0.55585	1569.2	824.38	823.52	2264.9	2218.9	1430.4	984.57	0.77049	246.54	1668.7	283.69	147.03	1089.4	1816.3	0.034466000000000004	165.59	919.38	0.14936	282.81	32687.0	239.09	888.3	57.803999999999995	919.27	50.986999999999995	202.96	250.65	0.81458	3417.3	0.38079	3485.5	1136.0	302.57	0.37246	11344.0	0.16602999999999998	0.0	515.03	721.72	106.89	3688.9	1269.9	0.049499	0.7731100000000001	0.57102	0.14919000000000002	910.41	0	0	2204.2	0.48586	81.26899999999999	396.71	0.5171	0.1814	643.29	206.03	783.15	135.35	781.11	526.13	84.124	159.59	869.19	328.53	38.427	0.20016	0.19294	151.48	24.554000000000002	143.0	1357.1	1060.6	504.98	21.581999999999997	19.66	990.87	639.44	-1	0.051372	0.17524	982.04	835.45	0.33309	28.78	15.53	0.14028	-1	0.8578899999999999	387.14	43.244	-1	1	-1	-1	-1	1	-1	1	1	0	0	0	-1	0.6739	0.01857
TCGA-LN-A49S	ESCC_2	3021.5	1059.1	379.46	0	2764.1	2761.5	4975.0	7945.4	1451.4	101250.0	1969.4	22166.0	4418.5	3734.3	481.91	1148.0	1414.3	280.78	31569.0	8931.4	51341.0	12269.0	14696.0	102820.0	18579	31579.0	36572.0	41224.0	5034.5	9748.7	547.92	22668	0.039214	36109.0	1699.6	13260.0	4551.0	253.01	21094.0	45592.0	93467.0	90.06200000000001	8044.3	660.38	18047.0	30178.0	1662.0	3082.4	22806.0	38436.0	94.321	43.036	728.43	64153.0	22638.0	784.54	526.41	25887.0	150.78	64.551	23180.0	5.8986	5705.2	124880.0	13.554	8991.1	1854.6	434.39	50.211999999999996	293.42	16447.0	0	0.081387	415.77	2251.9	0.0	2777.5	1897.1	633.92	646.43	1105.2	0.076184	45.461999999999996	132.68	738.65	1992.3	644.11	33.165	1838.6	0.13962	4.1436	1222.2	73.032	116.01	917.23	1110.7	0.023903999999999998	148.17	5170.1	0.080139	142.18	21252.0	556.09	290.39	103.54	792.58	18.802	59.81	54.12	0.11979000000000001	1612.9	0.027475	64465.0	1760.4	81.419	0.079422	8078.4	0.043089999999999996	2.6074	4617.0	373.3	201.9	2249.5	301.91	0.15845	0.037329	0.11745	0.055657000000000005	1502.1	0	0	1783.7	0.020913	74.938	208.23	0.027377	0.017238	578.22	100.39	723.71	28.276	113.81	477.23	524.92	18.289	708.95	252.1	6.9361	0.046077	0.058454	184.13	13.052	174.33	537.81	134.36	834.79	26.053	0.036881	1022.9	228.02	0	0.033568	0.027514	168.71	1309.0	0.032779	31.809	572.0	0.28617	0	0.042601	1197.8	15.540999999999999	1	1	-1	1	1	0	1	1	0	0	0	0	1	0.012494	0.028362000000000002
TCGA-LN-A49U	ESCC_1	72182.0	17464.0	9122.1	0	31912.0	3695.1	2816.9	306.59	1186.7	77979.0	3110.6	14073.0	3898.0	15501.0	1283.3	10293.0	5213.4	16.495	3941.0	1595.0	50676.0	1820.8	7781.6	2.0624	18994	16101.0	43906.0	14555.0	18765.0	12170.0	741.02	47961	0.033838	1552.6	2819.3	581.84	216.31	3.9312	6971.2	32362.0	58699.0	18.736	23671.0	1320.8	6200.7	21628.0	347.62	2826.2	12044.0	35677.0	150.64	431.61	240.7	81122.0	14572.0	4754.0	1962.7	62182.0	142.4	849.05	9361.0	72.442	8306.8	89662.0	1.0759999999999998	20230.0	1952.2	621.47	4769.6	495.38	3288.2	0	0.04343	661.51	34.906	0.09740900000000001	3757.8	3821.4	2848.9	151.11	5.2695	0.27271	1822.2	228.87	621.24	6744.8	2428.4	1122.1	1019.1	0.6539	743.89	110.25	267.45	196.17	1412.6	671.2	0.021612	90.242	3217.0	0.57933	49.49	1239.3	423.72	399.16	11.787	1663.9	0.31649	743.52	46.242	0.65593	1049.1	0.035173	1755.3	1528.8	338.74	0.058213	13245.0	0.055452	2.9517	1628.8	58.545	233.15	3121.6	184.29	0.017564	0.43743999999999994	0.36696	0.045668	1640.2	0	0	1367.4	0.2956	63.04600000000001	465.66	0.080574	0.013406999999999999	1279.2	90.76899999999999	675.4	50.246	417.54	339.22	220.09	113.49	555.12	213.57	70.28	0.032188999999999995	0.18862	394.84	1.6365	26.436	1814.0	381.43	641.63	16.29	0.98034	609.82	363.98	0	0.041137	0.033868	1413.9	569.63	0.018449	46.028	1.3251	0.36771	0	0.020122	467.15	51.003	0	0	1	0	0	1	0	0	1	1	1	1	0	0.012083	0.020887
TCGA-LN-A49W	ESCC_1	44313.0	132.15	2745.0	0	161.86	5821.9	1094.4	1847.1	36941.0	24964.0	2750.6	6591.7	7628.9	78.137	5192.5	2695.2	381.8	0.96888	8219.0	6745.7	32210.0	13473.0	4379.6	1.7480000000000002	24835	5930.3	29558.0	94431.0	814.23	5329.6	832.45	33883	0.42696000000000006	1180.2	4680.5	281.07	514.63	778.05	74560.0	39040.0	9561.1	319.98	7210.7	492.06	25778.0	25804.0	103.3	347.41	1993.8	36056.0	301.24	73.935	305.52	47579.0	24811.0	234.38	652.87	24595.0	184.34	91.29700000000001	23799.0	42.683	417.03	10797.0	4.8539	1817.0	2380.2	312.38	35.946999999999996	287.21	1241.9	0	0.20363	471.79	29.186	0.75267	1137.9	864.85	2834.5	501.45	0.67038	0.089706	147.49	156.37	1875.6	2207.7	998.15	80.814	344.71	0.12993	8.0744	3304.7	227.23	204.53	2050.7	2587.2	0.022279	57.208	650.09	0.16011	80.942	1627.1	57.753	1225.6	12.300999999999998	1681.2	12.755	287.69	106.94	0.12845	1396.0	0.035798	1715.9	841.0	508.99	0.40963999999999995	14380.0	0.10540999999999999	0.93863	1806.0	365.77	158.86	3814.3	928.61	0.29869	0.29199	0.17743	0.053857	959.07	0	0	4479.3	0.033272	83.52799999999999	443.25	0.20327	0.031058999999999996	1253.5	130.53	814.4	15.142999999999999	90.476	439.92	42.766000000000005	18.883	1103.8	177.28	28.603	0.056603	0.070448	134.01	14.092	73.575	1526.1	232.99	638.07	4.6487	0.41068000000000005	1140.5	359.98	-1	0.036182	0.016334	2029.2	688.63	0.19088	82.42399999999999	5.6642	0.19665	-1	0.12984	468.52	40.306999999999995	-1	0	0	0	-1	1	-1	1	1	1	1	1	0	0.024374	0.024894
TCGA-LN-A49X	ESCC_2	45467.0	109.77	817.32	0	296.91	5242.5	2583.1	816.25	2664.3	74553.0	249.89	3140.9	7263.3	59.376000000000005	14831.0	2726.7	106.24	1.5454	3799.0	1290.2	44350.0	10316.0	5813.6	111.95	23380	5027.4	50914.0	44338.0	46.331	15233.0	391.57	43963	0.12382	194.93	11075.0	1351.9	117.42	272.11	29558.0	33804.0	22832.0	298.74	6604.0	1064.3	20570.0	18553.0	1482.0	3349.6	896.63	25282.0	99.42399999999999	1900.4	149.82	86343.0	16360.0	702.29	137.23	41491.0	245.44	87.45	10443.0	37.16	1606.0	8732.4	39.826	8487.5	1505.1	1697.2	60.24	142.35	5619.1	0	0.038787999999999996	267.25	14.425	0.0	1798.3	3110.4	2989.8	357.16	21.568	0.050163	6139.9	135.44	367.8	11546.0	3249.2	1399.7	230.29	0.25044	2.9485	16209.0	208.73	103.12	1481.5	13948.0	0.020853999999999998	246.67	1229.8	0.045882	185.41	2237.7	1.4869999999999999	751.79	10.958	1710.7	0.60165	174.46	44.556000000000004	0.27310999999999996	1316.4	0.035944	1709.3	25.118000000000002	390.79	0.14325	10200.0	0.054165	0.58468	1392.5	199.8	76.883	3054.3	463.65	0.022557	0.070116	0.10223	0.046152	1037.6	0	0	1758.5	0.036571	17.631	595.94	0.02309	0.01942	643.1	130.32	592.21	76.54	50.272	561.4	10.908	15.059000000000001	775.82	64.484	27.756999999999998	0.048793	0.15258	176.2	1.3038	46.768	1434.6	95.19200000000001	1435.0	27.204	0.036881	611.35	298.88	0	0.028519	0.042768	1735.1	538.97	0.040570999999999996	43.51	2.5657	0.073519	0	0.029438	986.86	31.396	1	0	-1	1	1	0	1	0	0	0	0	0	1	0.017886000000000003	0.024579
TCGA-LN-A49Y	ESCC_2	22560.0	1427.4	4012.6	0	448.27	1721.9	43449.0	843.78	535.05	78727.0	1286.1	9061.9	1369.2	1021.7	1216.3	1386.1	1039.8	1072.2	6523.2	31290.0	34090.0	42581.0	6264.6	3288.6	36946	78528.0	40792.0	23543.0	8764.1	5071.3	900.38	19653	0.037143	86.633	2969.9	8200.1	128.53	59.913999999999994	6563.9	59346.0	31137.0	15.958	17303.0	311.59	13128.0	19820.0	616.88	1446.2	3861.4	31793.0	73.789	86.13799999999999	1050.6	48483.0	40852.0	292.91	439.7	63799.0	35.38	42.873000000000005	16844.0	9.8866	831.5	112580.0	19.395	4748.6	563.29	590.9	3.0805	300.79	8637.4	0	0.030752999999999996	682.88	224.88	0.0	520.12	343.0	998.34	297.81	130050.0	0.056917999999999996	32.702	64.58	116.7	4355.0	1940.9	20.191	128.02	0.031491000000000005	2.7861	616.36	48.43899999999999	23.22	1829.4	336.77	0.018996000000000002	201.46	847.33	0.03785	206.56	26.916999999999998	6.0793	673.12	3.577	508.55	1.1306	297.92	120.68	0.02538	2244.1	0.023844999999999998	183.15	1.3111	128.98	0.14056	7022.1	0.13485999999999998	4.166	426.88	211.16	244.97	1460.5	183.08	0.01916	0.020634	0.041576999999999996	0.030461000000000002	1050.8	0	0	3766.8	0.017033	85.66799999999999	63.605	0.020026	0.013763	395.37	85.179	713.97	0.14551	12.664000000000001	439.01	770.7	3.6295	844.89	167.03	12.019	0.034392	0.034589999999999996	15.047	45.57	198.13	1230.9	25.41	1122.6	115.1	0.6119399999999999	1070.4	397.58	0	0.037205	0.016807	339.09	896.74	0.01924	19.325	11.684000000000001	0.2817	0	0.028189999999999996	1973.4	29.421999999999997	1	1	-1	0	1	-1	1	1	-1	0	0	0	0	0.013221	0.020265000000000002
TCGA-LN-A4A1	ESCC_2	19574.0	865.43	758.15	0	2549.1	4463.2	1727.3	2678.5	2558.2	98076.0	1164.8	22437.0	391.79	3271.8	454.94	1139.3	175.34	0.96888	12510.0	5649.6	229900.0	11509.0	13859.0	541.99	32287	54996.0	48598.0	26690.0	5847.8	11596.0	257.76	47453	0.036522000000000006	6980.4	1354.3	31589.0	260.89	9.8434	19600.0	63900.0	326290.0	386.51	16531.0	4334.7	8824.2	60645.0	2085.7	4104.8	4963.2	42122.0	45.299	4.6875	301.62	102050.0	16408.0	6.5734	1099.0	63015.0	40.728	15.054	20852.0	10.732999999999999	3723.0	206380.0	0.13145	6502.7	1294.2	1542.9	2024.8	58.952	16919.0	0	0.024895	50.18600000000001	162.89	0.78037	2306.7	1683.9	1176.4	592.78	1.0522	0.063019	85.831	146.45	648.31	9306.4	2043.3	22.375999999999998	563.16	0.029183999999999998	12.224	176.13	162.56	27.985	369.04	261.44	0.028597000000000004	350.42	5013.7	0.048732	35.077	8275.9	0.0	334.22	46.968	1193.8	1.8863	85.337	43.235	0.092689	1617.0	0.03285	2672.0	2565.1	258.31	0.12771	9231.4	0.041696	1.1985	5053.4	181.6	197.84	2930.6	469.57	0.026591000000000004	0.21023000000000003	0.25425	0.035383	1317.5	0	0	1977.1	0.022580000000000003	37.771	216.87	0.029472	0.023581	770.37	78.182	944.75	24.919	52.091	363.49	2.0616	7.4427	862.84	131.32	2.3237	0.039463	0.060038	25.576	3.0609	56.248999999999995	1723.6	393.82	1380.6	10.995999999999999	0.036881	867.59	293.94	-1	0.036784	0.029748	1206.2	751.6	0.023477	26.037	145.06	0.060131	-1	0.025154	744.81	19.327	0	-1	-1	0	0	0	0	1	1	1	1	1	0	0.012687	0.018932
TCGA-LN-A4A2	ESCC_1	29706.0	16447.0	893.89	1	30960.0	3348.3	2236.9	1213.7	1359.7	68713.0	3676.2	16605.0	1095.1	11375.0	753.01	12866.0	5065.1	4.843	11747.0	21821.0	78657.0	6376.3	15435.0	386.35	20008	18063.0	64789.0	18520.0	19074.0	40265.0	2623.6	59942	0.39125	1681.3	2085.2	1661.4	1283.7	3.3294	4848.0	21659.0	16963.0	32.699	13340.0	628.14	9707.8	19831.0	1772.0	4705.9	4583.6	33149.0	353.94	208.94	184.03	115580.0	11595.0	4951.9	1825.3	52127.0	463.13	1789.7	14120.0	189.98	8299.5	32848.0	4.7028	14427.0	2753.1	942.45	3175.4	150.23	11007.0	0	0.47956000000000004	1732.0	203.09	0.0	4202.4	3505.8	3292.0	298.84	445.67	0.27999	2566.0	201.82	505.39	8471.2	1761.5	1091.2	1687.2	0.66528	8.6968	276.97	120.56	195.06	2033.4	882.12	0.022994	202.53	4948.7	0.36858	102.87	3937.0	17.855999999999998	1036.0	9.3293	1852.8	2.7430000000000003	793.55	115.8	0.48763999999999996	954.69	0.031051	1905.9	717.74	242.82	0.26929000000000003	16543.0	0.14842	1.1153	280.31	383.68	109.27	9558.0	1791.1	0.18408	0.4055	0.25522	0.239	1115.3	0	0	3093.7	0.2898	7.0920000000000005	296.44	0.34612	0.023155000000000002	1404.0	86.434	1178.7	117.18	133.34	452.87	255.71	111.9	362.42	135.94	9.1443	0.038412	0.13133	300.84	11.204	51.692	937.14	700.55	1350.2	30.011999999999997	0.54692	493.09	370.44	0	0.039016	0.11588	3434.6	570.46	0.079125	57.63399999999999	10.058	0.055982000000000004	0	0.30259	716.05	22.079	1	1	1	0	1	1	1	1	1	1	1	1	0	0.2737	0.020327
TCGA-LN-A4A3	ESCC_2	7293.0	266.01	873.42	0	1083.6	7565.8	253.04	2887.7	1315.7	97380.0	992.83	14649.0	1197.2	921.64	532.17	1039.4	113.95	4.1018	18746.0	27954.0	65650.0	10423.0	12092.0	36108.0	22422	24546.0	61073.0	30448.0	3376.5	14482.0	255.2	34345	0.041991	11826.0	592.43	6110.6	5802.5	34.836999999999996	11102.0	33174.0	61283.0	11870.0	18411.0	2017.0	12256.0	32570.0	4073.0	2323.3	9384.9	32506.0	100.04	22.303	262.06	73987.0	13557.0	180.95	208.97	34029.0	85.25399999999999	129.6	11684.0	5.3397	4926.3	128330.0	2.736	19038.0	1519.6	898.73	1173.7	195.18	15748.0	0	0.20638	65.475	461.6	0.17698	3937.7	4720.1	1105.6	269.09	6.5345	0.088124	22.66	158.25	1129.1	9825.6	659.63	10.724	1843.0	0.036501	23.54	265.25	381.78	65.29	347.53	280.38	0.021334	234.91	6357.1	0.14785	57.613	68279.0	62.372	380.8	70.903	1030.6	8.8506	98.059	58.262	0.041768	1433.8	0.027107999999999997	18194.0	1437.6	73.39699999999999	0.18734	10234.0	0.049210000000000004	2.5692	11845.0	109.25	65.141	1702.4	344.93	0.059079999999999994	0.21950999999999998	0.050649	0.049283	1301.2	0	0	1937.8	0.017848	26.874000000000002	317.13	0.023222	0.020685	846.55	154.3	618.47	11.169	90.73200000000001	435.3	24.99	17.804000000000002	2180.6	130.0	4.1245	0.041988	0.050053	55.971000000000004	10.722000000000001	61.622	1690.2	66.145	1210.8	18.429000000000002	0.44935	836.13	306.05	0	0.040291	0.035123	148.94	808.34	0.021927000000000002	25.005	1341.3	0.063914	0	0.034878	839.39	4.8341	1	1	-1	0	1	0	1	1	0	0	0	0	0	0.015463999999999999	0.023601
TCGA-LN-A4A4	ESCC_1	39544.0	3811.3	2580.3	0	3369.4	2487.3	1161.3	20.799	1935.8	99083.0	12.628	7225.6	2181.7	5364.0	1975.6	2540.7	3251.0	57.95399999999999	11863.0	7932.8	61082.0	8449.5	7238.2	2786.1	15723	19909.0	37693.0	27466.0	10170.0	6952.2	1180.2	31977	0.5436300000000001	3988.1	4169.7	3485.5	65.598	142.36	9571.5	24900.0	114500.0	18.039	23788.0	867.59	10936.0	20333.0	781.5	1951.3	8984.3	27392.0	152.93	77.248	152.06	44768.0	11857.0	249.72	1929.6	66387.0	812.43	47.605	32455.0	80.69800000000001	15133.0	139590.0	0.0	10374.0	2479.0	492.96	757.94	808.06	6166.1	0	0.41034	1816.1	14187.0	0.10128	1681.1	1528.1	2586.8	233.59	18260.0	0.14778	1027.5	123.64	843.71	4474.5	3261.9	455.09	6440.1	0.48208999999999996	28.697	3572.1	165.36	96.86200000000001	935.17	3104.7	0.028297000000000003	106.84	1948.8	0.11134000000000001	617.6	52.5	26.320999999999998	1134.8	5.5117	782.09	0.9431700000000001	461.85	218.77	0.37947	599.46	0.042073	1958.6	2627.5	355.5	0.059508000000000005	8987.6	0.095336	1.1893	12262.0	463.81	69.317	3917.2	2063.1	0.02021	0.49956000000000006	0.47572	0.057236	760.11	0	0	3265.6	0.17974	8.8121	530.21	0.49913	0.014641999999999999	931.16	156.26	1247.3	1.0981	162.53	255.86	584.89	4.8328	526.15	165.27	42.501999999999995	0.068517	0.13285999999999998	179.62	27.573	89.171	1240.4	391.51	946.52	121.14	0.036881	534.12	390.67	0	0.043674	0.074962	3413.0	567.94	0.028566	13.593	0.89279	0.07914500000000001	0	0.56781	612.47	15.328	0	1	0	0	0	0	0	1	0	0	0	0	0	0.019518999999999998	0.020449000000000002
