THCA	Labels	N:GEXP::FN1:2335:	B:MUTA:COMP:BRAF::	B:MUTA:nons:BRAF::	B:MUTA:HOTS:BRAF:pV600:	N:GEXP::CLDN1:9076:	N:GEXP::NQO1:1728:	B:MUTA:HOTS:NRAS:pQ61:	N:GEXP::IGF1R:3480:	N:GEXP::C17orf28:283987:	B:MUTA:nons:NRAS::	B:MUTA:COMP:NRAS::	N:MIR::hsa-miR-3074-5p:Corrected:	N:GEXP::PRR15:222171:	N:GEXP::PDK4:5166:	N:GEXP::PROS1:5627:	N:GEXP::RET:5979:	N:GEXP::TMEM116:89894:	N:MIR::hsa-miR-21-5p:Corrected:	B:MUTA:COMP:HRAS::	N:GEXP::TACSTD2:4070:	N:GEXP::ETV5:2119:	N:MIR::hsa-miR-96-5p:Corrected:	N:GEXP::RPS6KA2:6196:	N:GEXP::MDFIC:29969:	N:GEXP::ATRNL1:26033:	B:MUTA:nons:HRAS::	N:GEXP::STON2:85439:	N:GEXP::TMEM215:401498:	N:GEXP::PLEKHA6:22874:	N:GEXP::PTPRE:5791:	N:GEXP::RUNX2:860:	N:GEXP::TMPRSS6:164656:	N:GEXP::CLCN2:1181:	N:MIR::hsa-miR-125b-1-3p:Corrected:	B:MUTA:HOTS:HRAS:pQ61:	N:GEXP::C15orf23:90417:	N:GEXP::PDLIM4:8572:	N:GEXP::HGD:3081:	N:GEXP::B3GAT1:27087:	N:GEXP::AGPAT5:55326:	N:MIR::hsa-miR-195-5p:Corrected:	N:GEXP::ENTPD1:953:	N:GEXP::MTRF1:9617:	N:GEXP::PLCH2:9651:	N:MIR::hsa-miR-6715a-3p:Corrected:	N:GEXP::AHNAK:79026:	N:METH:cg07809452:FGFRL1:TssD873:Island	N:GEXP::ETV6:2120:	N:GEXP::SLIT1:6585:	N:GEXP::EPHA1:2041:	N:GEXP::PVRL4:81607:	N:GEXP::RBPJ:3516:	N:GEXP::LRRK2:120892:	N:MIR::hsa-miR-7704:Corrected:	N:GEXP::LOC389332:389332:	N:GEXP::KLHDC8A:55220:	N:GEXP::FAM176A:84141:	N:GEXP::DUSP2:1844:	N:METH:cg25339408:AC016700.5:TssD987:Island	N:GEXP::NSUN5P2:260294:	N:GEXP::POLG2:11232:	N:METH:cg01037890:PHYHIPL:TssD29:Island	N:GEXP::HDHD2:84064:	N:GEXP::RPS6KL1:83694:	N:MIR::hsa-miR-92b-5p:Corrected:	N:METH:cg15816267:HLA-E:TssD758:Island	N:GEXP::CRYL1:51084:	N:MIR::hsa-miR-335-5p:Corrected:	N:MIR::hsa-miR-485-5p:Corrected:	N:GEXP::HSF4:3299:	N:METH:cg02604675:HELT:TssU1194:Shore	N:METH:cg04655365:SERF2:TssD468:Shore	N:METH:cg27015057:SPRY4:TssD37:Island	N:GEXP::NSUN5P1:155400:	I:CNVR::CRELD2:79174:	N:GEXP::KCNAB1:7881:	N:GEXP::LLGL1:3996:	N:METH:cg11203377:MDK:TssU256:Island	N:GEXP::C15orf43:145645:	N:METH:cg00860370:RP11-153F1.1:TssU15:Island	N:METH:cg06161720:SNX6:TssU81:Island	N:GEXP::FAM153B:202134:	N:GEXP::C1orf130:400746:	N:GEXP::LOC150197:150197:	N:GEXP::KCNV1:27012:	N:GEXP::PDIA5:10954:	N:GEXP::GABRB3:2562:	I:CNVR::SPECC1:92521:	N:GEXP::TRIP12:9320:	N:GEXP::ZP4:57829:	N:METH:cg18695917:FSTL5:TssU154:NA	I:CNVR::KMT2C:58508:	N:METH:cg19557422:BTBD10:TssD658:Shore	N:METH:cg27243389:ALOX5:TssD26:Island	N:METH:cg04028010:BCR:TssD76:Shore	N:METH:cg07307975:CTD-2589M5.5:TssD684:Island
TCGA-EL-A4JX	THCA_1	1156500.0	1	1	1	20096.0	519.1	0	2150.1	729.88	0	0	4.4753	844.48	491.81	7146.0	332.2	124.83	363630.0	0	11306.0	1476.1	19.529	3495.2	3456.3	6.1392	0	325.38	42.974	575.03	2327.4	353.34	1880.6	86.63	4.0684	0	304.23	3575.0	53.206	956.34	366.99	19.325	4330.8	99.59100000000001	84.584	0.20342000000000002	15165.0	0.018445	1403.8	339.7	532.06	1084.6	658.94	3997.9	0.40685	1.3643	449.52	435.2	202.59	0.048167	661.12	103.0	0.042561	785.81	20.464000000000002	0.40685	0.054398	560.71	7.3232	0.0	210.54	0.08921	0.06415	0.070609	232.61	0	31.378	1149.4	0.054941	0.0	0.013308	0.045801	25.921	178.04	16.371	53.206	652.12	27.285	0	2860.2	0.0	0.10933	0	0.065988	0.022892	0.087827	0.15042
TCGA-EL-A4JZ	THCA_1	292450.0	1	1	1	9659.9	1530.2	0	2122.2	486.12	0	0	1.9389	5718.4	11492.0	2560.1	71.104	105.2	362510.0	0	7481.5	3569.3	16.319000000000003	4342.8	2545.9	2.1766	0	216.58	128.42	331.94	1637.9	704.51	569.92	98.31200000000001	4.2010000000000005	0	424.08	4377.2	66.025	413.93	603.65	22.298000000000002	4071.8	97.223	225.65	2.4237	15113.0	0.014901	1179.0	9408.1	172.68	648.28	608.37	17190.0	0.16158	0.3628	1488.8	310.17	166.15	0.049315	469.99	121.53	0.066357	951.92	25.031	0.48473	0.05724	815.15	5.9784	0.16158	127.86	0.33716	0.043066	0.018309	141.84	-1	417.92	1034.3	0.05418099999999999	0.0	0.011141	0.055475	3.9905	395.06	9.4321	18.139	438.23	47.523	0	2257.5	0.0	0.042645999999999996	0	0.043185	0.014369999999999999	0.027576999999999997	0.057235
TCGA-EL-A4K0	THCA_1	419260.0	1	1	1	17817.0	1704.8	0	4348.6	548.67	0	0	2.5648	5053.4	32761.0	8636.3	766.4	146.72	306700.0	0	4602.4	2108.9	8.089	4657.9	4258.5	18.385	0	366.98	626.17	718.46	2607.4	1260.6	1726.8	101.3	8.8782	0	117.52	3149.2	48.306000000000004	923.58	882.48	19.927	9965.4	115.72	270.73	1.1838	29148.0	0.013692	1113.5	342.81	242.25	529.92	652.13	13228.0	0.5918800000000001	2.5234	2178.4	691.78	257.39	0.05633	512.12	129.78	0.035931	987.74	41.817	0.19729000000000002	0.079213	597.69	9.0755	0.0	68.663	0.042616	0.049623	0.015639	184.21	0	738.28	1602.4	0.06219500000000001	0.0	0.48851000000000006	0.054072	0.3605	232.52	16.942999999999998	15.501	540.38	170.51	0	3456.7	0.0	0.069118	0	0.06314	0.019524	0.054447	0.031898
TCGA-EL-A4K1	THCA_2	423710.0	1	1	1	9478.2	1488.4	0	1976.8	398.35	0	0	1.5427	2680.5	828.17	11585.0	22.749000000000002	170.86	256580.0	0	43505.0	1066.3	21.212	3781.2	2201.8	2.9042	0	392.55	13.069	695.06	2004.8	429.82	1675.7	68.732	5.3993	0	312.68	8058.6	23.233	1240.6	389.16	32.781	3595.8	106.49	19.361	0.0	13484.0	0.019021	761.86	566.8	355.28	1486.0	656.34	2247.8	1.5427	2.9042	521.3	607.94	50.823	0.13348	516.69	99.226	0.039917	1006.8	26.622	0.38566	0.11957999999999999	1161.2	11.184000000000001	0.0	162.83	0.045123	0.030949	0.018848	264.28	0	124.88	712.0	0.0435	0.0	0.016492	0.053769000000000004	2.4201	365.93	26.136999999999997	17.425	329.14	8.2285	0	1743.5	0.0	0.052277	0	0.064572	0.046120999999999995	0.076026	0.033279
TCGA-EL-A4K2	THCA_3	18282.0	0	0	0	2935.5	3284.5	1	2540.5	911.26	1	1	13.052999999999999	227.64	25650.0	1613.5	10.523	289.72	146090.0	0	263.77	1458.8	26.726999999999997	4075.8	1089.8	24.904	0	254.65	2367.9	19.642	280.95	55.068000000000005	4.5598	85.23299999999999	2.0718	0	724.31	212.56	1288.3	825.32	363.38	12.845	4336.4	129.08	339.53	41.644	7481.2	0.019614	631.71	1358.7	302.0	92.59899999999999	391.44	646.44	0.20718000000000003	16.135	951.24	38.232	83.12899999999999	0.055857000000000004	463.85	148.72	0.026037	1330.4	155.38	0.41436999999999996	0.10489000000000001	1339.5	6.837000000000001	0.0	489.98	0.10248	0.073115	0.016428	255.7	0	2644.7	433.18	0.068576	0.0	0.030871	0.089795	15.784	483.34	64.539	10.873	1991.6	854.79	0	2183.1	0.0	0.40488	0	0.36705	0.43758	0.023444	0.067352
TCGA-EL-A4K4	THCA_1	1155200.0	1	1	1	7995.0	1053.9	0	3383.4	592.59	0	0	1.8348	617.53	2628.1	12430.0	14.2	146.5	425540.0	0	5426.1	1460.9	14.677999999999999	7270.4	3348.1	8.3122	0	200.19	12.815	387.9	2252.3	637.96	3867.9	108.75	2.0016	0	243.48	3860.0	32.556	836.76	395.87	21.517	5588.9	51.951	474.49	0.0	24087.0	0.040464	862.74	7.2732	218.89	1551.3	457.52	3162.1	0.3336	0.6927	178.71	566.62	187.37	0.047206	288.97	81.391	0.031668	866.55	37.405	0.3336	0.34086	1177.9	5.004	0.3336	109.26	0.066683	0.054672000000000005	0.016377000000000003	114.99	0	34.288000000000004	1337.2	0.067259	0.0	0.011798999999999999	0.047964	1.7317	454.06	5.8878	64.42	516.74	7.9659	0	2908.9	0.0	0.043680000000000004	0	0.060589	0.015362	0.20726999999999998	0.050621
TCGA-EL-A4K6	THCA_3	1941.0	0	0	0	2241.0	2102.8	1	1805.9	1201.8	1	1	9.326	4061.0	7233.5	1082.2	1.1420000000000001	411.89	70729.0	0	73.469	1563.8	72.91199999999999	2745.0	387.52	103.92	0	145.8	155.69	61.669	507.44	16.369	80.322	113.06	3.3913	0	1368.1	122.96	288.93	1239.8	1434.4	5.9347	4340.4	196.05	305.3	13.847999999999999	4137.5	0.012887000000000001	633.82	6987.2	60.527	17.13	1025.5	15054.0	0.2826	8.3748	622.4	16.369	6.4714	0.030295999999999997	2239.8	171.68	0.29452	1142.4	121.43	1.413	0.19127	728.22	28.543000000000003	0.0	3519.3	0.47697	0.048089	0.016729	1439.7	-1	4347.3	193.38	0.16394	0.0	0.010969	0.040303	198.71	561.87	174.73	22.079	814.64	874.02	1	1452.3	0.0	0.037712	0	0.14138	0.40674	0.07748	0.20758000000000001
TCGA-EL-A4K7	THCA_2	350690.0	1	1	1	8603.9	6133.8	0	1972.2	637.65	0	0	0.52873	6630.0	758.44	5328.6	216.1	148.02	275680.0	0	20477.0	2000.6	38.598	3233.9	1828.9	2.9603	0	425.1	100.65	240.97	785.08	428.66	2875.7	107.76	6.0804	0	675.55	8196.6	89.994	1696.9	338.66	6.3448	3407.9	71.048	354.65	0.7931	7770.3	0.01415	766.73	4063.9	279.45	1003.0	802.25	2249.3	1.3218	0.5921	592.66	619.89	86.44200000000001	0.043673000000000003	763.05	106.57	0.047356999999999996	836.0	92.36200000000001	0.26437	0.060080999999999996	1268.2	14.011	0.0	397.47	0.031355	0.048867	0.017475	387.21	0	116.05	766.73	0.04728	0.0	0.012012	0.076887	2.9603	277.68	40.260999999999996	10.657	346.36	73.416	0	1304.3	0.0	0.082798	0	0.042575999999999996	0.017757	0.018682	0.043367
TCGA-EL-A4K9	THCA_2	227670.0	1	1	1	7662.1	2975.4	0	2970.6	511.24	0	0	3.0269999999999997	1876.0	8555.8	7239.0	17.285999999999998	152.98	259180.0	0	1687.5	2522.0	21.073	4665.1	2156.4	12.1	0	282.63	206.57	328.44	2200.1	400.61	950.74	137.42	3.2599	0	292.57	3897.2	49.696999999999996	1089.9	597.23	19.21	3521.2	94.641	122.73	0.23285	14510.0	0.01237	882.02	2006.9	162.06	505.19	368.19	5925.7	0.4657	2.5929	1009.1	242.87	108.04	0.10159	546.02	109.77	0.042644	1095.5	36.301	0.11642999999999999	0.07102699999999999	1136.1	6.1705	0.0	94.615	0.038225999999999996	0.034184	0.01718	196.2	-1	884.62	937.77	0.060662	0.0	0.074965	0.10797000000000001	2.5929	549.26	12.965	17.285999999999998	389.37	136.99	0	2296.0	0.0	0.042429	0	0.049294	0.018812	0.016806	0.047479
TCGA-EL-A4KD	THCA_2	105740.0	0	0	0	16401.0	2401.2	0	1936.0	652.7	0	0	2.891	1726.8	5420.1	3894.7	268.68	145.87	188160.0	0	559.45	2399.3	22.767	4036.4	2098.1	162.77	0	259.26	484.41	85.445	698.83	616.63	37.361999999999995	103.64	3.6138	0	539.31	1048.7	743.34	846.65	463.61	26.381	6526.0	166.67	255.69	4.3366	11285.0	0.010182	1352.5	2422.0	399.94	83.49600000000001	473.36	10766.0	0.0	2.2742	2092.3	300.19	48.733000000000004	0.028544999999999997	686.11	134.83	0.026285000000000003	1020.1	104.29	0.7227600000000001	0.07320800000000001	751.14	13.370999999999999	0.0	170.44	0.036828	0.034884	0.015901	389.86	0	997.08	454.52	0.066778	0.3249	0.010138	0.045591	6.1728	532.16	46.458999999999996	7.4724	1006.2	394.41	0	1909.4	0.0	0.044895	0	0.0581	0.017691	0.02301	0.043297
TCGA-EL-A4KG	THCA_1	688350.0	1	1	1	22663.0	564.42	0	2842.8	423.76	0	0	3.0082	4479.6	2049.7	13870.0	122.93	140.37	380620.0	0	27333.0	1623.8	22.863000000000003	3915.2	2976.7	5.6147	0	631.5	331.56	615.25	2602.5	442.67	2972.2	104.91	9.2252	0	396.28	6321.5	38.416	1151.3	392.44	12.635	2109.9	84.811	184.1	0.0	14709.0	0.011736	977.25	30.436999999999998	475.77	1475.5	554.97	832.74	0.80219	13.889000000000001	697.4	1000.0	208.04	0.038163	441.22	107.86	0.033004	1003.2	38.416	0.4011	0.067945	800.83	10.629000000000001	0.0	90.009	0.059335	0.05252999999999999	0.016263999999999997	203.9	0	49.645	1260.6	0.05072	0.0	0.011872	0.064381	3.2506	152.78	14.775	21.276999999999997	490.84	9.7518	0	2749.7	0.0	0.06448	0	0.05306	0.015735	0.028937	0.056622000000000006
TCGA-EL-A4KH	THCA_1	90747.0	1	1	1	7684.5	1653.2	0	2072.0	675.27	0	0	3.7159	8775.0	4686.9	4412.1	57.049	140.49	189780.0	0	10121.0	1881.0	6.4409	3213.3	1153.4	2.3285	0	256.52	1618.7	359.75	758.71	572.82	2542.3	80.334	4.4591	0	270.88	8640.7	124.96	1062.6	341.51	27.002	10761.0	71.02	209.57	1.4864	9619.9	0.01889	785.1	5105.6	261.18	947.32	897.64	2158.9	1.7341	0.3881	951.59	502.96	336.08	0.043092	1036.6	96.245	0.03942	933.35	40.361	1.7341	0.088654	887.16	14.616	0.24773	200.86	0.072362	0.046182	0.018681	365.96	0	2500.1	1274.1	0.05112	0.0	0.042869	0.24036	1.9404	241.0	32.211	7.7617	607.35	79.169	0	1681.2	0.0	0.07206699999999999	0	0.055496000000000004	0.041246	0.07413	0.033597
TCGA-EL-A4KI	THCA_3	18377.0	0	0	0	1284.3	3396.1	1	1451.7	1773.0	1	1	5.2541	9432.2	4283.5	1120.0	1.3043	169.13	65206.0	0	20.87	1360.0	76.513	1507.8	565.65	236.09	0	140.0	72.609	87.82600000000001	303.91	35.652	410.44	61.739	3.2838	0	841.3	106.52	57.391000000000005	816.09	1033.0	33.495	5413.9	151.74	8.6957	4.269	2169.6	0.013402	514.35	3572.2	101.74	23.044	902.61	7345.6	0.0	13.913	767.39	91.73899999999999	18.261	0.037123	1089.0	161.3	0.76851	1645.2	79.565	0.98515	0.53282	1223.9	16.419	0.0	812.9	0.045975	0.051154000000000005	0.014091999999999999	835.65	-1	2160.9	416.52	0.34383	0.0	0.51727	0.038191	2.6087	499.56	43.913000000000004	26.956	957.83	283.91	1	1517.4	0.0	0.029267	0	0.078707	0.56358	0.064148	0.039944
TCGA-EM-A1CS	THCA_2	234370.0	0	0	0	13212.0	1022.9	0	4922.3	520.52	0	0	1.4669999999999999	9576.8	17613.0	11841.0	111.96	119.87	105930.0	0	15404.0	2341.4	13.386	3598.8	1748.8	12.309000000000001	0	281.36	1527.5	609.32	1313.9	699.0	706.33	117.53	6.7848	0	317.12	2740.0	52.169	3340.9	616.35	31.173000000000002	7141.2	74.443	276.67	0.18337	26710.0	0.028605000000000002	786.63	2361.9	301.58	1000.3	653.28	6913.5	4.2176	5.2755	1492.7	192.56	561.55	0.063524	425.21	123.68	0.074365	1197.2	30.774	0.5501199999999999	0.12078	1070.0	23.288	0.0	88.385	0.10023	0.061511	0.031668	155.63	-1	487.98	2125.2	0.073055	0.0	0.093346	0.22200999999999999	14.068	252.34	6.1547	89.39	443.73	4.9824	0	4316.8	0.0	0.060622	0	0.06675700000000001	0.025044999999999998	0.076592	0.06663999999999999
TCGA-EM-A1CT	THCA_1	358470.0	1	1	1	9864.3	1268.1	0	4504.5	223.51	0	0	11.395	1801.7	1401.8	15630.0	4.522	170.54	117120.0	0	11251.0	1943.8	7.4065	6105.3	1698.3	13.565999999999999	0	270.03	42.636	293.28	1745.5	523.9	1808.8	84.625	10.825	0	430.23	3405.0	49.096000000000004	1187.3	461.24	33.614000000000004	2917.3	67.183	93.669	1.1395	18672.0	0.0493	810.72	1009.0	275.19	754.52	594.96	3213.2	2.2789	0.0	931.52	235.79	128.55	0.36565	372.8	83.333	0.07070900000000001	1021.3	10.982000000000001	1.7092	0.061186000000000004	1416.7	24.498	0.0	89.90299999999999	0.055593	0.051815999999999994	0.025948000000000002	118.86	0	79.457	1167.3	0.056557	0.0	0.020947999999999998	0.17043	6.4599	388.24	14.857999999999999	14.857999999999999	425.06	12.274000000000001	0	3181.5	0.0	0.048721	0	0.07745	0.15	0.057877	0.06717000000000001
TCGA-EM-A1CU	THCA_1	364070.0	1	1	1	16724.0	701.02	0	6642.4	415.74	0	0	3.7157	2195.7	7194.8	11866.0	69.048	124.29	249820.0	0	19510.0	2073.2	21.45	5272.3	3664.2	6.178	0	393.21	745.35	850.38	2289.5	889.26	3070.8	88.30799999999999	7.0936	0	301.27	3242.3	16.717	1126.2	588.72	10.302999999999999	6558.4	76.679	188.97	0.16889	20066.0	0.030838	1181.4	556.74	393.21	705.01	627.61	3514.9	1.3512	0.7268	1657.9	745.72	46.153	0.049862000000000004	246.07	94.12299999999999	0.07993099999999999	904.52	27.619	0.84447	0.0978	791.5	20.943	0.0	12.661	0.07084800000000001	0.048872000000000006	0.025368	121.74	0	144.27	1334.4	0.062552	0.0	0.015003	0.093199	5.8145	205.69	12.719000000000001	17.807000000000002	850.38	37.431	0	2958.5	0.0	0.052703999999999994	0	0.079336	0.022341999999999997	0.12816	0.094097
TCGA-EM-A1CV	THCA_1	167960.0	1	1	1	2287.0	1901.8	0	5206.4	583.98	0	0	3.5809	4566.2	5922.5	5050.0	5.2305	139.13	119110.0	0	16471.0	3173.8	6.2334	5557.4	1258.7	3.1383	0	244.79	30.86	408.76	1658.1	794.25	604.64	95.979	4.3767	0	355.41	2662.3	45.243	509.19	867.21	26.127	16034.0	77.411	55.705	0.13263	30642.0	0.025738999999999998	716.05	1190.3	339.2	1039.3	606.47	20356.0	3.0504	0.0	107.49	398.56	133.64	0.042621	280.99	93.102	0.055661	1115.7	16.738	0.39788	0.1032	654.07	20.69	0.0	61.108000000000004	0.40659	0.037135	0.027725	145.93	0	166.59	1477.3	0.072525	0.0	0.099444	0.092551	5.492000000000001	395.16	10.460999999999999	12.552999999999999	234.32	63.288999999999994	0	4041.1	0.0	0.066736	0	0.055332000000000006	0.047901	0.10024	0.047692
TCGA-EM-A1CW	THCA_2	3875.5	0	0	0	4940.0	3674.3	0	1549.2	1388.3	0	0	7.1481	42.581	6705.0	560.38	8.4512	284.09	71861.0	0	90.037	2643.9	21.214000000000002	5263.8	921.18	101.09	0	311.07	100.44	34.13	128.07	45.506	0.9751	135.54	2.0753	0	655.62	175.2	767.43	1324.2	434.58	74.017	5985.4	84.512	14.302	10.837	6525.3	0.13304000000000002	613.36	578.54	277.91	21.778000000000002	398.83	370.88	2.5364	62.083999999999996	186.9	18.527	125.79	0.184	148.74	94.588	0.1048	1543.3	52.657	0.23058	0.09171900000000001	1323.6	27.67	0.0	76.516	0.067114	0.20393	0.035731	49.082	0	2313.7	395.25	0.24561999999999998	0.0	0.019814	0.072573	0.9751	681.62	9.1013	12.352	1054.1	575.98	0	2925.7	0.0	0.19324000000000002	0	0.12195	0.020228	0.068245	0.10081
TCGA-EM-A1YA	THCA_2	11474.0	0	0	0	209.16	4456.2	0	1671.3	729.25	0	0	6.7232	35.244	1793.5	552.04	41.501999999999995	542.49	50508.0	0	71.805	343.21	28.462	3215.1	765.15	44.137	0	477.93	0.3294	23.386	168.64	19.433	1.6469	229.58	1.5688	0	145.59	187.09	814.89	315.88	530.96	78.66199999999999	1102.8	123.19	145.59	0.89643	7770.4	0.23488	726.28	34.585	421.28	12.517000000000001	442.03	164.03	0.44821000000000005	1.6469	45.455	38.208	290.19	0.23925	418.84	124.83	0.047599	1540.2	246.71	0.44821000000000005	0.10505999999999999	1142.6	15.015	0.0	171.33	0.053323	0.09465	0.034368	140.65	0	166.67	647.89	0.23609000000000002	0.3294	0.009546500000000001	0.042319	14.822000000000001	149.21	35.244	26.351	505.93	784.59	0	2642.6	0.0	0.04288	0	0.12562	0.016963	0.036613	0.3723
TCGA-EM-A1YB	THCA_2	36067.0	0	0	0	165.32	10223.0	0	1493.6	285.04	0	0	5.2688	8.2344	2049.1	4314.8	43.071999999999996	1208.5	57446.0	0	1449.2	1254.8	26.595	2349.3	413.62	5.7007	0	144.42	1.2668	10.135	340.78	38.638000000000005	0.6334	198.26	0.0	0	186.86	1585.4	679.65	539.03	629.61	52.438	1296.0	48.773	51.306000000000004	2.0072	7303.9	0.28788	837.37	32.938	115.28	62.074	309.11	655.58	1.7563	5.0673	198.89	202.06	157.09	0.034980000000000004	303.81	96.912	0.050638	1356.8	105.78	0.50179	0.09337100000000001	323.67	22.831999999999997	0.0	26.673000000000002	0.064076	0.049212	0.025778	31.671	0	193.19	393.35	0.21936	0.0	0.010069	0.045054000000000004	2.5337	60.174	2.5337	1.9002	299.6	606.81	0	2871.9	0.0	0.09132699999999999	0	0.056260000000000004	0.015874	0.075849	0.089588
TCGA-EM-A1YC	THCA_2	11355.0	0	0	0	361.59	1517.4	0	1600.1	620.12	0	0	11.097999999999999	9.8488	3548.0	194.51	1.0552	481.53	44114.0	0	223.71	287.02	25.443	3054.9	1375.0	8.7935	0	273.65	4.2209	9.1453	138.94	15.125	0.0	127.33	1.3534	0	218.43	69.645	319.38	1016.9	735.84	28.962	1579.0	89.34200000000001	21.808000000000003	9.4735	6272.9	0.023407	884.28	20.049	717.55	6.3313	352.8	91.804	3.5187	79.142	117.83	154.77	89.34200000000001	0.046615	433.86	119.59	0.034925	1229.0	69.293	0.5413399999999999	0.1635	960.96	30.857	0.0	119.89	0.09450700000000001	0.05977999999999999	0.022609	231.8	0	175.87	877.95	0.32294	1.4069999999999998	0.017207	0.09831000000000001	0.3517	152.66	15.125	3.8692	467.82	1886.4	1	2468.9	0.0	0.093748	1	0.067065	0.018259	0.35738000000000003	0.069511
TCGA-EM-A1YD	THCA_2	12242.0	0	0	0	607.84	1988.1	0	1928.3	441.02	0	0	11.276	21.127	4657.1	726.67	40.493	276.41	58206.0	0	282.57	552.38	19.309	1945.9	1622.8	16.285	0	384.68	32.13	134.68	279.93	80.10600000000001	2.2007	55.458	1.9899	0	503.96	83.62700000000001	949.38	105.63	366.2	119.83	2106.1	163.73	1213.0	6.4118	16470.0	0.33974	839.35	10.562999999999999	427.38	3.5211	849.47	131.6	0.29479	23.328000000000003	72.183	31.69	160.21	0.21925999999999998	189.69	123.24	0.055149000000000004	1282.6	146.57	0.0	0.26533	836.71	23.656999999999996	0.073699	78.354	0.054025	0.27759	0.20949	88.90899999999999	0	3794.9	505.72	0.36359	0.0	0.45051	0.18154	0.4401	29.93	39.172	6.162000000000001	1068.2	424.3	1	3063.8	0.4401	0.073642	1	0.29272	0.052648	0.099375	0.097581
TCGA-EM-A1YE	THCA_2	2016.4	0	0	0	44.019	2870.9	0	777.87	689.23	0	0	8.4645	28.340999999999998	933.44	267.13	20.502	292.45	55283.0	0	27.135	369.64	41.817	1264.5	1049.8	9.045	0	415.47	6.03	28.944000000000003	73.566	15.677999999999999	1.8090000000000002	112.76	3.6637	0	273.76	39.195	1540.1	104.32	488.43	174.22	892.44	110.95	19.899	14.780999999999999	3327.9	0.13027	967.21	10.251	499.28	2.412	508.93	44.019	0.0	25.326	78.39	89.244	15.075	0.22128	643.34	129.65	0.042386	1280.2	139.9	0.0	0.2159	1395.3	38.28	0.0	201.87	0.1017	0.1377	0.12212999999999999	201.4	0	4022.6	314.16	0.27794	1.206	0.015799	0.077069	0.603	162.21	216.48	0.603	2160.5	213.46	-1	1181.3	0.0	0.086984	0	0.045362	0.035762999999999996	0.09925700000000001	0.035125
TCGA-EM-A22I	THCA_1	1017000.0	1	1	1	19617.0	900.46	0	3649.9	319.99	0	0	3.975	4155.6	5402.8	14349.0	56.827	155.99	293440.0	0	18700.0	2615.6	18.171	7562.6	2942.8	9.9161	0	331.43	29.748	490.46	2789.1	451.18	3029.8	90.389	5.2527	0	399.31	3401.6	22.883000000000003	887.11	511.82	18.029	3325.3	56.827	84.66799999999999	0.0	28877.0	0.025044	925.63	1366.9	230.74	1410.8	752.48	7609.1	2.8393	1.5256	555.3	616.71	846.3	0.039546	304.49	101.07	0.031334	1032.4	46.528999999999996	0.56786	0.055552	936.31	14.196	0.14197	66.67399999999999	0.073032	0.037373	0.01496	127.38	0	44.622	1236.8	0.049053	0.0	0.010887	0.052238	4.958	627.0	10.297	49.961999999999996	418.76	98.78	0	3796.3	0.0	0.066901	0	0.037329	0.014778	0.039514999999999995	0.29751
TCGA-EM-A22J	THCA_3	3712.0	0	0	0	3718.8	12399.0	1	1892.9	1109.1	1	1	10.522	117.86	9721.7	2279.8	6.0899	327.42	48713.0	0	37.614000000000004	2402.7	34.62	8259.0	864.05	49.794	0	98.155	8666.7	22.21	128.25	39.764	1.7912	98.51299999999999	1.8668	0	1513.5	142.58	2357.5	996.24	708.58	16.122	11298.0	91.70700000000001	5.0152	6.7882	9215.1	0.45531000000000005	775.21	837.51	128.25	56.242	555.26	46878.0	3.2244	12.18	5218.0	13.613	3.2241	0.30199000000000004	269.04	98.87200000000001	0.40104	1664.0	14.687000000000001	0.1697	0.39476999999999995	887.34	11.879000000000001	0.0	50.693000000000005	0.072089	0.053842999999999995	0.01816	168.01	0	5289.6	473.58	0.34919	0.0	0.026677	0.23736999999999997	1.0747	1157.8	26.509	43.346000000000004	814.26	483.25	0	3497.8	0.3582	0.057603999999999995	0	0.049299	0.019093000000000002	0.03203	0.073404
TCGA-EM-A22K	THCA_3	2893.6	0	0	0	9333.6	5583.4	0	2627.2	956.98	0	0	14.574000000000002	2459.4	28204.0	731.95	2.1602	183.26	45084.0	1	435.64	2675.4	27.948	6313.9	855.81	17.642	1	129.97	4218.2	76.688	397.84	330.51	1.0801	81.008	3.7721	1	379.48	650.95	510.53	592.62	996.58	16.289	11858.0	106.93	24.482	67.898	11561.0	0.025975	910.53	3334.1	177.14	356.8	584.7	34700.0	3.0863	20.522	2010.8	15.120999999999999	74.528	0.3898	413.35	112.33	0.09684	1593.5	61.926	1.0288	0.09477999999999999	890.37	17.317999999999998	0.0	267.38	0.40771	0.27705	0.019981	162.74	-1	3182.7	617.1	0.18717	0.0	0.040036	0.073491	12.600999999999999	1065.7	99.01	41.403999999999996	797.84	287.31	0	3108.6	0.0	0.056423	0	0.049913	0.45821000000000006	0.17977	0.056436
