LUSC	Labels	N:GEXP::AKR1C3:8644:	B:MUTA:LOF:HIST1H3C::	N:GEXP::AKR1C1:1645:	N:GEXP::TNFSF13B:10673:	N:GEXP::CLCA2:9635:	N:GEXP::FOXA1:3169:	N:GEXP::AKR1C2:1646:	N:GEXP::TXNRD1:7296:	N:GEXP::CYP4F3:4051:	N:GEXP::CD74:972:	N:GEXP::NQO1:1728:	N:GEXP::ABCC5:10057:	N:GEXP::MAOA:4128:	N:GEXP::NTRK2:4915:	N:GEXP::C3AR1:719:	N:GEXP::FGFR2:2263:	N:GEXP::SOX2:6657:	N:GEXP::GPX2:2877:	N:GEXP::SELPLG:6404:	N:GEXP::SFN:2810:	N:GEXP::CTSS:1520:	N:GEXP::BCL2:596:	N:MIR::hsa-miR-205-5p:Corrected:	N:METH:cg02275294:SOAT1:TssU388:Shore	N:GEXP::ARHGDIB:397:	N:GEXP::HLA-DMB:3109:	N:GEXP::CYP4F11:57834:	N:MIR::hsa-miR-193b-3p:Corrected:	N:GEXP::SLC9A3R1:9368:	N:GEXP::KLF5:688:	N:GEXP::ME1:4199:	N:GEXP::LCP2:3937:	N:GEXP::C3orf58:205428:	N:GEXP::TMEM116:89894:	N:GEXP::SERINC2:347735:	N:GEXP::ARRB1:408:	N:GEXP::ADAM23:8745:	N:MIR::hsa-miR-142-3p:Corrected:	N:GEXP::TP63:8626:	N:MIR::hsa-miR-196b-5p:Corrected:	N:GEXP::PTPRZ1:5803:	N:GEXP::ADH7:131:	N:GEXP::SRGN:5552:	N:GEXP::PHLDB1:23187:	N:GEXP::HLA-DRA:3122:	N:GEXP::SAMSN1:64092:	N:GEXP::CD86:942:	N:METH:cg24237439:RANBP3L:TssU89:NA	N:MIR::hsa-miR-429:Corrected:	N:MIR::hsa-miR-944:Corrected:	N:GEXP::CCRL2:9034:	N:GEXP::TMEM51:55092:	N:GEXP::DPYD:1806:	N:GEXP::PMEPA1:56937:	N:GEXP::HLA-DPA1:3113:	N:METH:cg19237753:SIRPA:TssD272:Shore	N:GEXP::APCDD1L:164284:	N:GEXP::PHC2:1912:	N:GEXP::CSF2RB:1439:	N:GEXP::RAB6B:51560:	N:GEXP::IL21R:50615:	N:MIR::hsa-miR-31-3p:Corrected:	N:GEXP::RAC2:5880:	N:GEXP::SCN9A:6335:	N:MIR::hsa-miR-378a-3p:Corrected:	N:GEXP::PITX1:5307:	N:GEXP::TRIM16L:147166:	N:GEXP::SOX2OT:347689:	N:GEXP::PTPRC:5788:	N:GEXP::FOXE1:2304:	N:METH:cg16970828:UBA7:TssD13:NA	N:GEXP::ITGAL:3683:	N:GEXP::PTPN22:26191:	N:MIR::hsa-miR-193a-5p:Corrected:	N:GEXP::C12orf54:121273:	N:GEXP::TINAGL1:64129:	N:GEXP::C1orf38:9473:	N:GEXP::ACSL5:51703:	N:GEXP::FHL2:2274:	N:GEXP::GBP6:163351:	N:GEXP::LOC730101:730101:	N:GEXP::LAPTM5:7805:	N:GEXP::CXXC5:51523:	N:GEXP::S100A16:140576:	N:GEXP::SNX31:169166:	N:GEXP::BEND5:79656:	N:GEXP::CHST10:9486:	B:MUTA:COMP:NFE2L2::	N:GEXP::SGEF:26084:	N:GEXP::TALDO1:6888:	N:GEXP::TMEM176B:28959:	N:GEXP::OSGIN1:29948:	N:GEXP::FAM107B:83641:	N:GEXP::PHLDA2:7262:	N:METH:cg18110535:LPIN2:TssU467:Shore	N:MIR::hsa-miR-152-3p:Corrected:	N:GEXP::GJB3:2707:	N:GEXP::TXN:7295:	N:GEXP::HLA-DOA:3111:	N:GEXP::CRIP2:1397:	N:GEXP::C12orf53:196500:	N:GEXP::PYGL:5836:	N:GEXP::C18orf1:753:	N:GEXP::MGAT4A:11320:	N:GEXP::ADCY3:109:	N:GEXP::CYSLTR1:10800:	N:GEXP::CXCR3:2833:	N:METH:cg21692936:SLC3A2:TssD353:Shore	N:GEXP::TMEM170B:100113407:	N:GEXP::SULT1C4:27233:	N:GEXP::FRAS1:80144:	N:MIR::hsa-miR-376c-3p:Corrected:	N:GEXP::FMO4:2329:	N:GEXP::HAPLN4:404037:	N:GEXP::MAGED4:728239:	N:GEXP::BLCAP:10904:	N:GEXP::SEMA4D:10507:	I:CNVR::ASIC2:40:	I:CNVR::RD3L:647286:	N:GEXP::TDRD7:23424:	I:CNVR::LOC100132781:100132781:	I:CNVR::GPATCH3:63906:	I:CNVR::ATP11B:23200:
TCGA-85-A513	LUSC_1	374.19	0	952.9	76.774	22.581	247.74	189.03	1392.3	1.2903	166070.0	632.9	1785.2	1811.6	44.516000000000005	632.9	360.64	16.129	30.968000000000004	1661.3	8049.7	4922.6	275.48	166.08	0.13626	7350.3	4211.6	27.096999999999998	54.405	2642.6	1352.9	325.16	1091.6	281.94	205.81	2620.0	601.29	18.71	3306.1	37.419000000000004	38.179	17.419	1.2903	3441.9	1851.6	41801.0	682.58	532.9	0.09942899999999999	156.06	1.1931	207.1	578.06	1467.1	2704.5	10790.0	0.07922	49.677	4754.2	824.52	547.74	402.4	2.1476	2439.3	75.484	203.3	260.0	49.663999999999994	1.2903	1941.3	7.0968	0.028825999999999997	1482.6	297.42	136.97	0.6452	834.19	2003.9	6096.1	606.45	18.71	134.84	8703.2	522.58	4433.6	0.6452	50.968	303.87	0	438.71	4141.3	3636.8	420.64	2576.8	837.42	0.04108	137.45	21.936	2351.6	3428.4	3991.6	5.1613	734.19	393.55	1054.2	1082.6	73.548	207.1	0.026815	130.97	20.0	96.774	1.4317	92.258	7.7419	83.31	1411.6	1502.6	-1	-1	303.87	-1	0	0
TCGA-85-A53L	LUSC_6	6847.7	0	4532.0	5.8594	1459.8	379.3	3632.8	2484.0	5.4688	8421.5	1351.6	15461.0	762.5	2876.9	125.78	1668.0	8575.0	2715.2	241.02	7859.0	975.78	390.23	16214.0	0.4067	1050.4	251.17	83.20299999999999	78.482	6202.7	3506.6	696.88	260.55	1957.8	182.81	4167.2	156.64	888.67	2134.5	5487.1	257.28	1457.8	1421.5	768.36	869.14	2805.5	66.016	107.03	0.083161	129.98	96.197	46.483999999999995	344.92	571.48	3641.4	738.28	0.066888	76.953	2025.0	136.72	295.31	39.75	2.6779	619.14	667.99	269.02	771.88	345.06	604.3	334.38	255.47	0.023719	192.58	17.969	193.84	45.703	1088.3	348.44	238.28	782.42	523.83	158.2	1355.9	171.48	3735.6	5.4688	167.19	736.33	0	178.12	3685.6	966.8	256.64	882.03	487.11	0.37395	363.78	1802.3	3189.8	137.11	799.22	16.797	828.91	254.3	421.48	1962.7	7.0312	13.672	0.032070999999999995	530.86	147.27	1996.1	7.8276	619.14	18.023	482.84	2948.4	501.17	-1	0	266.02	-1	-1	1
TCGA-85-A5B5	LUSC_2	17667.0	0	32519.0	15.975999999999999	8037.6	1429.6	19732.0	15139.0	2486.2	10857.0	8282.4	10109.0	874.35	26579.0	70.812	4515.5	33118.0	25366.0	185.23	26437.0	704.23	398.96	17322.0	0.42728999999999995	1006.0	359.24	5920.6	41.129	4584.2	8848.9	1503.9	154.58	5876.9	2449.1	3270.7	60.016999999999996	3394.2	1377.5	13670.0	437.94	3775.5	9138.2	365.29	966.32	3443.4	57.427	188.69	0.043698	502.24	143.66	23.748	182.64	269.86	913.64	1241.8	0.070728	9.9309	1206.4	116.15	3462.0	34.473	2.0275	1717.2	678.92	594.93	1955.5	3908.9	3512.9	245.25	4310.0	0.48571000000000003	205.53	41.883	97.03	12.09	369.17	164.94	77.72	384.71	1461.6	1383.0	1714.2	82.47	5541.4	37.565	130.83	487.91	0	1994.8	8206.4	301.81	2288.0	163.64	177.03	0.60223	538.16	605.35	14704.0	101.47	449.48	142.92	1048.4	387.31	156.74	2431.8	8.2038	20.294	0.81309	97.15	5.1813	2439.1	6.9514	256.91	9.4991	642.37	3957.2	1009.9	1	1	384.28	1	-1	1
TCGA-90-6837	LUSC_3	1205.2	0	848.83	90.538	7414.2	625.05	1808.7	1431.2	4.1531	73333.0	112.55	3545.5	836.44	262.48	732.2	927.39	565.66	62.297	980.55	20829.0	4928.9	277.43	5.8895	0.024909999999999998	3965.4	2089.9	1.2459	24.049	3229.1	2954.5	322.7	811.52	1789.2	122.1	5399.1	184.81	44.023	2259.3	3374.8	14.397	823.98	1.2459	2876.5	1256.3	27861.0	225.1	586.84	0.1011	36.318000000000005	0.81798	177.34	1331.9	865.93	2738.9	9675.1	0.057478999999999995	47.761	3376.1	520.39	107.57	133.03	0.0	1720.2	25.749000000000002	195.99	6864.7	178.21	6.645	1047.8	492.98	0.019431	904.55	106.32	679.09	91.369	985.95	1712.8	244.2	882.54	1927.0	97.59899999999999	10887.0	223.85	18930.0	42.361999999999995	19.52	80.986	0	227.18	2775.9	3626.9	89.292	1217.7	326.85	0.045118	226.25	2552.1	2614.8	1104.7	789.1	54.406000000000006	5500.4	145.36	464.32	592.33	27.410999999999998	78.494	0.039282	75.587	17.442999999999998	434.42	2.4539	225.51	20.222	201.49	2001.0	523.29	0	0	238.81	0	0	0
TCGA-90-7766	LUSC_4	123.34	0	278.23	80.95	7560.5	4691.9	719.3	3011.4	3.5057	28953.0	808.86	10646.0	2367.9	3220.5	296.71	4965.0	4350.2	527.77	536.69	5073.6	3429.5	566.33	20589.0	0.1085	2400.8	1548.2	121.74	148.63	2750.4	5294.9	688.39	521.07	2029.5	166.68	4285.2	170.5	40.794000000000004	10595.0	15165.0	378.85	1068.3	2804.2	1678.9	199.82	14608.0	262.29	379.25	0.052138	218.49	91.271	71.389	166.04	437.89	347.06	6196.2	0.036923000000000004	4.4618	1824.9	585.77	55.135	148.99	16.827	1263.0	30.755	649.1	2087.5	225.15	26.451999999999998	2102.5	604.57	0.027011	888.53	158.07	185.09	113.78	755.64	717.39	493.35	138.32	1290.1	233.93	3802.1	435.98	1793.6	461.48	165.41	490.16	0	633.89	3210.9	1022.7	116.96	2256.1	95.929	0.23681	414.03	726.95	3393.8	832.76	239.66	7.3301	177.52	135.13	1022.7	1338.7	58.003	78.719	0.050461	145.65	16.254	912.76	14.277000000000001	1204.7	2.8683	143.45	2100.2	1266.5	0	-1	414.31	-1	0	1
TCGA-90-7767	LUSC_1	131.95	0	481.12	167.87	6.0433	7.0505	194.73	1221.1	0.3357	80711.0	184.32	1123.4	347.49	2274.0	385.09	764.48	2878.6	568.07	652.68	8338.9	3074.0	4349.5	21972.0	0.1456	2345.5	1669.3	0.3357	196.71	1570.9	883.0	279.67	583.18	843.71	119.52	402.22	238.04	662.41	3538.3	10841.0	20.889	71.848	1.3430000000000002	1653.5	1678.0	35336.0	188.35	271.28	0.10115	146.73	80.735	40.289	819.54	344.13	4530.8	13358.0	0.047758999999999996	1297.0	2352.2	12010.0	280.01	182.31	1.5378	1637.1	14.773	125.2	335.07	1408.9	32.567	1735.8	302.5	0.021794	544.9	141.68	1295.0	10.408	1395.0	383.75	407.59	702.03	74.19800000000001	615.75	4519.1	135.64	3564.6	0.0	44.653	421.35	1	108.78	3840.5	972.97	19.137	1185.2	167.53	0.14497000000000002	319.48	3325.2	2021.5	2008.1	535.17	18.801	295.12	890.72	1513.2	2011.8	44.989	137.99	0.05556900000000001	143.36	30.217	735.27	2.1786	139.67	19.741	235.37	895.08	2678.9	1	-1	411.62	-1	0	1
TCGA-90-7769	LUSC_2	22572.0	0	31782.0	13.2	12333.0	346.42	20242.0	22848.0	2381.0	7411.4	9062.8	8042.1	2026.8	10290.0	79.914	2730.3	8127.7	12336.0	124.15	45752.0	547.98	250.8	22422.0	0.40025	532.64	164.47	5179.1	146.04	12650.0	6959.3	6322.9	141.63	1490.5	1393.9	6529.1	20.691999999999997	1964.0	2199.7	15243.0	525.94	4136.3	3159.8	471.28	252.94	2823.1	57.438	85.266	0.065202	79.368	349.92	13.557	320.37	105.96	245.09	1289.0	0.048928	3.2108	763.11	159.47	1236.9	20.92	11.640999999999998	211.92	1853.0	1067.4	4766.7	3063.2	286.12	180.16	5465.9	0.50153	54.941	11.415999999999999	91.361	8.919	498.04	174.46	43.525	110.24	9131.3	1256.2	876.92	89.54700000000001	11146.0	19.265	5.7082	98.109	0	557.97	7714.6	261.5	1225.1	234.75	670.35	0.41797	624.01	1466.3	16772.0	102.03	148.41	28.898000000000003	1452.4	98.823	233.32	2306.7	5.7082	9.9893	0.59515	38.887	4.9946	1425.6	2.4692	73.493	3.1288	64.456	2172.3	1805.6	1	1	419.55	1	0	1
TCGA-90-7964	LUSC_1	30095.0	0	51589.0	71.557	3349.2	1950.7	38837.0	13466.0	2469.6	43970.0	20980.0	5359.2	4320.8	283.35	333.33	937.79	1354.9	13549.0	507.73	40488.0	2239.5	346.64	18319.0	0.05626799999999999	3674.6	1181.6	3021.6	229.7	4133.4	3989.6	2466.4	400.22	609.85	252.07	11407.0	221.14	806.54	1551.4	5048.5	251.69	411.72	2626.0	2948.9	1587.2	14045.0	159.66	305.65	0.060875	266.1	115.08	51.78	417.48	437.61	2719.2	6614.2	0.043438	10.068	2971.2	249.55	71.557	32.361999999999995	0.77445	1343.8	882.6	163.72	348.8	807.52	15.822000000000001	751.53	30.205	0.026341000000000003	423.95	69.4	138.78	20.496	4307.8	767.71	839.63	1034.5	554.84	133.76	5176.6	1557.7	9611.3	60.05	36.678000000000004	64.365	0	410.64	13569.0	1375.4	4806.9	3676.0	398.42	0.4432	211.27	1139.9	5903.3	794.68	3360.3	22.294	1168.6	138.8	516.36	2095.1	27.328000000000003	23.013	0.16463	123.7	12.945	91.694	7.1249	291.98	8.7055	53.754	2913.3	608.05	0	0	257.46	-1	1	1
TCGA-90-A4ED	LUSC_1	40.328	0	106.01	55.88399999999999	304.77	3.4567	59.34	1294.0	11.522	28104.0	82.385	757.6	249.46	201.64	146.91	7797.8	6.9134	14.402999999999999	680.97	1702.6	1239.8	753.57	19941.0	0.13663	1423.6	699.41	169.96	120.39	1281.9	1440.3	390.61	118.68	714.97	354.89	815.21	234.48	74.896	1620.9	5264.0	11.694	632.58	0.5761	1147.0	5110.8	8709.2	126.75	149.22	0.08329600000000001	75.149	51.18600000000001	24.773000000000003	173.99	149.22	1736.2	3461.3	0.024238	1147.6	2937.6	228.14	666.0	55.733999999999995	2.3005	591.67	21.201	123.46	6.3373	208.23	5.7612	395.79	2154.7	0.2594	398.1	21.893	130.17	6.9134	400.98	1415.0	114.65	3693.5	3.4567	406.74	2113.8	295.55	5492.7	2.3045	319.17	472.42	0	1076.2	2551.6	1144.2	23.621	1334.9	209.13	0.14994000000000002	109.66	708.63	1432.2	991.5	2132.8	982.86	615.87	693.65	282.3	1374.6	22.469	17.86	0.15575999999999998	107.73	14.402999999999999	962.12	2.3005	93.90700000000001	18.436	443.16	1096.4	997.26	-1	-1	308.8	0	-1	-1
TCGA-90-A4EE	LUSC_1	59.248999999999995	0	302.13	231.12	7.2365	393.04	18.090999999999998	1955.7	3.6183	131640.0	231.12	2758.0	218.0	1731.3	940.3	378.56	2962.5	545.46	1494.3	2218.9	7788.3	1069.7	9864.5	0.12472000000000001	4332.4	3598.8	3.1660000000000004	46.476000000000006	2597.5	322.03	746.27	1292.2	893.71	202.17	584.8	216.64	1592.0	8142.7	3164.6	403.63	335.6	5.4274	7339.7	1508.4	59391.0	496.16	819.09	0.1369	153.78	44.605	148.8	425.6	589.78	763.91	15744.0	0.067311	19.448	2109.0	1729.1	360.47	556.3	0.31192	2256.9	31.958000000000002	429.52	495.7	580.99	37.086999999999996	4100.4	514.7	0.021943	2700.6	349.16	217.72	2.2614	408.41	1628.7	779.74	372.23	236.09	831.3	13578.0	278.15	3037.1	3.1660000000000004	37.54	466.31	0	212.57	3731.3	4146.5	48.847	1325.6	112.62	0.21799000000000002	142.24	298.96	2690.2	2787.4	950.7	9.9502	484.85	476.25	1083.2	1242.4	48.847	369.06	0.24914	257.8	21.256999999999998	157.85	2.8073	89.552	16.282	189.18	1373.1	1964.3	1	-1	431.93	-1	-1	1
TCGA-90-A59Q	LUSC_1	619.55	0	87.459	87.459	2006.0	336.99	204.28	1351.6	67.27600000000001	89753.0	2946.7	1217.1	557.78	45.25899999999999	659.31	325.98	97.85600000000001	1071.5	1198.7	9307.4	4975.4	219.56	11027.0	0.19922	4444.5	1809.1	12.844000000000001	112.19	1787.7	3996.2	181.65	1314.3	337.6	213.45	5319.7	107.03	19.570999999999998	5978.2	1461.1	267.66	11.62	10.397	4267.1	1585.9	28296.0	668.48	327.21	0.094061	166.68	5.6096	278.28	520.47	541.27	5832.9	10249.0	0.042822000000000006	13.455	2909.4	1099.0	87.459	237.73	12.02	2420.1	70.15100000000001	99.369	445.25	97.12899999999999	32.415	2837.8	91.12899999999999	0.021518000000000002	1308.2	510.08	256.04	9.174	1940.0	1290.5	2475.2	1368.8	192.66	182.26	7359.4	338.83	11280.0	1.8348	20.794	152.29	0	56.266999999999996	3914.9	2376.7	136.39	2274.6	288.68	0.23731999999999998	152.66	2176.7	9407.7	1079.5	2469.0	35.473	1764.5	326.6	529.65	1030.8	44.647	248.31	0.026213999999999998	75.227	4.8928	126.6	3.2055	88.682	11.737	100.73	3714.3	1661.7	1	-1	400.6	-1	0	1
TCGA-92-7340	LUSC_1	876.48	1	1185.5	134.62	8594.0	2357.0	544.93	1744.7	17.902	40658.0	2413.5	3858.2	1989.3	1117.4	388.47	1954.9	2907.3	4652.0	780.88	21710.0	2817.8	241.32	9798.8	0.133	3000.0	1186.9	104.19	49.128	6267.1	7954.9	489.44	669.17	2317.9	120.3	2892.2	193.34	61.941	3509.6	11975.0	141.38	1106.3	468.31	2498.4	1333.7	13907.0	329.39	421.77	0.13487000000000002	75.707	74.391	83.42299999999999	416.4	811.67	2393.8	6350.5	0.051433000000000006	42.606	2847.8	450.05	151.81	137.82	41.803999999999995	966.34	34.372	137.18	1543.9	270.05	76.97800000000001	1358.8	586.82	0.031154	586.47	97.38600000000001	309.58	64.805	1036.5	432.51	377.01	917.29	4316.1	387.04	4555.0	173.65	10216.0	61.941	55.496	168.28	0	159.69	2778.0	2081.3	168.28	1660.6	426.42	0.44182	773.2	1096.3	3451.8	791.26	741.14	14.322000000000001	2895.8	405.66	460.8	396.26	34.014	111.71	0.034687	67.669	22.555999999999997	399.21	6.0895	301.11	7.2359	508.77	1989.3	734.34	1	1	349.09	-1	0	1
TCGA-92-7341	LUSC_2	12810.0	1	48984.0	43.872	2399.0	45.534	18805.0	24850.0	4807.3	19191.0	18441.0	13796.0	835.23	14284.0	267.22	3632.4	10076.0	14804.0	403.49	26237.0	1186.5	399.83	14277.0	0.17570999999999998	1358.7	579.64	5625.6	337.99	6107.2	5031.3	4983.1	263.56	2106.9	579.98	2716.7	95.056	2541.6	1777.3	12949.0	379.6	4574.3	4454.0	1056.9	764.11	7450.9	180.47	216.37	0.083692	55.723	118.99	35.563	218.03	233.65	1489.3	2289.0	0.036253	18.612000000000002	1276.6	169.84	1119.7	79.78699999999999	11.437000000000001	1078.8	1573.0	466.47	2119.2	3018.9	942.58	449.02	3840.5	0.12972999999999998	214.38	32.571999999999996	353.08	2.9913	278.85	423.76	98.712	460.99	2793.8	150.56	3734.8	76.111	4363.3	23.598000000000003	40.216	308.43	1	749.15	12532.0	1142.0	4854.5	349.31	268.88	0.22964	497.37	677.69	10968.0	292.81	325.72	51.849	1747.9	200.08	262.57	2920.4	12.962	21.271	0.10919000000000001	151.23	7.9767	883.09	3.1633	52.513999999999996	16.355999999999998	164.26	2876.6	1065.2	1	1	382.55	0	-1	1
TCGA-92-8063	LUSC_3	6093.3	1	8989.4	49.129	8975.1	406.72	6219.5	26110.0	774.88	18193.0	12636.0	4780.5	1038.6	6016.8	197.76	1186.0	2907.3	7054.1	275.5	42720.0	1098.9	126.87	14066.0	0.089683	1594.5	537.93	1975.8	425.99	2528.0	59.08	4246.3	356.34	557.21	204.6	9127.5	184.08	2060.3	3136.6	5097.0	391.04	2802.9	980.72	953.98	1216.4	5919.8	90.17399999999999	195.9	0.10751	171.18	206.12	67.164	476.99	1162.3	2643.0	2490.7	0.029323000000000002	191.54	2409.8	217.04	848.88	71.71	39.260999999999996	991.29	107.05	437.77	274.88	1218.1	30.473000000000003	526.74	363.18	0.10439000000000001	301.62	43.532	310.56	44.776	5595.1	882.46	231.97	2846.4	2355.1	75.87100000000001	3694.0	246.27	1316.5	78.98	14.925	263.06	0	249.38	7758.7	1132.5	3267.4	1227.0	698.38	0.27874	258.73	976.37	8630.6	427.86	3093.3	36.07	4608.8	105.72	220.77	1971.9	14.302999999999999	39.179	0.050345999999999995	50.373000000000005	9.3284	27.985	2.7483	81.468	20.429000000000002	182.83	3313.4	717.04	-1	0	550.37	0	0	1
TCGA-92-8064	LUSC_5	4936.6	0	13190.0	173.62	6914.9	292.98	5390.3	7924.7	5663.6	52618.0	3048.5	11474.0	3365.2	11876.0	581.89	973.89	9170.6	10047.0	1357.1	16583.0	5462.2	284.84	4718.8	0.36634	2972.5	1791.8	7497.5	108.15	9378.8	8163.4	2345.2	1080.4	937.27	238.72	916.92	152.59	2508.0	4349.4	23380.0	102.15	2529.7	3200.4	3296.7	963.72	16751.0	599.52	423.19	0.098359	49.255	266.62	152.59	269.24	432.01	699.22	8524.2	0.062989	18.311	1306.2	903.36	2322.1	438.45	18.631	1924.0	806.37	343.93	1774.2	3498.8	175.65	3074.9	5006.4	0.023483	2053.6	342.49	180.53	13.564	833.5	1287.2	615.12	531.71	4585.3	1098.7	7614.8	153.95	4581.2	73.245	13.564	71.211	1	624.62	9165.1	2142.4	1137.3	855.88	189.9	0.38900999999999997	407.32	615.8	5285.9	1384.2	560.87	8.8165	737.88	202.78	694.47	1839.2	40.014	224.48	0.45478999999999997	60.358999999999995	10.173	90.87799999999999	1.9274	51.543	4.0692	154.55	2451.7	2556.1	0	0	528.99	0	-1	1
TCGA-92-8065	LUSC_4	1511.9	0	1474.0	114.31	15676.0	576.34	353.49	1367.4	80.207	45691.0	106.62	4360.5	1160.8	5.7634	613.32	1219.9	718.98	377.02	853.94	11920.0	6395.9	176.74	9136.4	0.1405	2473.9	1864.5	154.65	102.6	6742.7	19956.0	917.34	719.94	1572.4	190.19	5857.0	229.57	7.2042	4604.9	4981.5	1007.4	8.1648	165.22	1819.8	493.25	20200.0	220.45	450.02	0.28676999999999997	212.18	26.896	99.41799999999999	686.8	935.59	2706.9	8249.8	0.24165	25.935	1702.6	509.1	163.3	201.16	80.688	1381.8	5.7634	174.33	8751.2	88.85700000000001	16.81	1617.6	101.34	0.035704	964.89	202.2	255.02	9.6056	802.07	668.07	303.06	371.26	1782.8	213.25	6958.8	539.36	32163.0	0.9606	17.29	215.65	0	170.98	2271.7	2112.3	100.38	853.46	175.78	0.43223999999999996	152.41	1385.1	2558.9	1051.8	490.37	5.7634	3091.1	219.49	852.02	2054.3	44.18600000000001	129.68	0.053316999999999996	75.885	8.1648	72.042	0.33205	388.07	9.6056	141.81	4008.4	1280.4	-1	0	556.65	-1	0	1
TCGA-94-7033	LUSC_3	555.56	0	893.15	15.751	6334.6	981.27	2846.3	1464.5	17.454	18805.0	3637.3	4792.7	2667.9	1093.2	30.651	843.76	2570.0	1010.2	151.55	52587.0	1430.0	83.44	6038.9	0.041464999999999995	3263.1	340.57	181.78	226.61	12799.0	3569.6	551.3	140.49	1081.3	81.737	8276.3	54.49100000000001	29.8	4247.8	3582.4	1048.9	923.8	2770.1	276.71	720.31	4079.2	34.056999999999995	91.52799999999999	0.11673	208.63	55.042	25.116999999999997	493.83	739.46	3273.3	1847.2	0.047836000000000004	14.9	2379.7	52.363	207.32	25.125999999999998	65.03	1736.1	40.404	344.02	5393.8	132.4	60.026	100.47	320.99	0.029372000000000002	173.69	14.049000000000001	255.46	128.99	1586.6	194.55	1432.1	3592.2	2090.2	96.211	954.87	485.31	30953.0	23.84	31.076999999999998	63.005	0	192.0	3815.7	151.13	371.22	352.49	1306.9	0.22823000000000002	456.99	2441.0	8222.2	201.79	6376.3	9.3657	941.25	81.311	143.04	1240.8	7.6628	34.056999999999995	0.061466999999999994	51.937	2.5543	128.14	16.646	225.2	4.2571	93.546	4467.4	389.95	-1	1	262.67	-1	0	1
TCGA-94-7557	LUSC_1	34388.0	0	54616.0	40.819	1980.4	638.04	88776.0	30580.0	2019.3	21781.0	16632.0	3479.4	757.67	34.226	409.76	338.17	852.5	5928.6	345.71	17725.0	1536.1	587.8	21054.0	0.069609	1865.5	676.03	2378.8	216.09	2123.6	1614.3	6086.8	317.76	433.31	237.69	6088.7	277.26	2038.5	2520.5	5821.2	1535.3	38.308	167.67	956.12	2179.1	8757.0	131.88	277.57	0.09438300000000001	55.472	77.157	43.645	599.11	211.63	3148.4	2874.9	0.035528	34.226	2226.6	175.84	956.75	67.252	0.0	927.54	1116.6	339.14	674.15	5219.5	13.502	597.53	0.628	0.027384	347.28	55.263000000000005	417.05	5.3379	2834.4	673.21	177.72	1161.5	533.79	85.09299999999999	4829.9	1103.4	6317.9	3.14	25.12	74.417	0	474.13	16070.0	968.68	3466.8	864.43	606.96	0.064929	352.0	424.21	11434.0	304.89	1221.5	9.1059	1593.5	680.74	483.55	1841.7	12.56	18.212	0.058367999999999996	249.63	9.4199	46.157	2.5215	90.117	7.8499	45.413000000000004	1941.8	826.12	-1	-1	454.04	-1	1	1
TCGA-94-7943	LUSC_1	13712.0	0	30492.0	44.181000000000004	116.93	531.16	30505.0	24928.0	874.97	26430.0	14393.0	8421.9	2067.2	308.93	229.54	1970.5	757.05	4675.2	401.28	2062.9	1904.7	627.83	6354.1	0.077685	2192.8	716.85	830.46	164.19	4991.4	2525.6	3001.6	230.2	684.3	417.56	2128.6	1335.0	190.01	2129.1	1203.2	86.925	125.57	467.71	726.15	1490.2	10080.0	78.395	189.68	0.03984	89.71600000000001	46.36	52.817	1047.0	163.44	1431.4	4247.6	0.047441000000000004	9.3012	1469.6	247.48	725.82	62.301	0.0	1305.5	114.19	605.26	147.16	4051.6	16.609	572.35	1.3287	0.038881	439.15	51.489	351.78	1.3287	2043.3	389.98	855.37	737.45	46.506	142.51	2850.5	399.62	3249.8	4.6506	16.609	114.27	1	871.98	11032.0	2584.4	1833.0	1362.3	351.78	0.07701799999999999	189.95	174.4	4041.3	499.94	1679.2	11.626	1726.0	171.74	743.1	1662.2	23.916999999999998	69.759	0.060885	81.053	8.969	165.43	1.2878	224.56	4.4214	16.676	3071.7	766.68	1	-1	278.37	-1	-1	1
TCGA-94-8035	LUSC_2	1007.3	0	620.02	22.838	12216.0	1072.9	1598.6	2566.6	155.98	14602.0	286.2	7196.3	2019.9	3466.0	82.119	1441.2	4386.8	3481.1	208.94	32195.0	973.76	265.79	34999.0	0.12961	1090.4	331.88	125.85	33.051	9937.8	11076.0	760.45	373.18	3319.2	105.93	4208.4	100.1	323.13	1530.4	21761.0	278.94	3308.1	190.96	1583.1	602.53	4806.1	130.71	154.03	0.070066	252.22	888.39	63.168	362.0	308.55	393.1	1307.6	0.031956	3.8873	1701.2	214.29	361.52	32.279	15.705	641.4	107.87	714.23	3188.5	309.33	89.40700000000001	376.09	1514.1	0.058778	115.65	23.324	302.62	130.71	827.5	207.0	196.79	732.26	7235.7	462.1	1794.0	139.94	13478.0	38.387	37.900999999999996	618.56	0	284.74	1858.6	460.64	75.316	313.9	309.04	0.25838	698.99	2315.3	3086.0	349.85	467.44	2.4295	1390.2	38.873000000000005	353.26	1554.4	14.577	10.69	0.059878999999999995	112.73	4.8591	736.15	3.0472	117.1	5.8309	357.21	3178.8	730.32	0	0	265.79	-1	0	1
