CESC	Labels	N:GEXP::TMPRSS2:7113:	N:GEXP::DSP:1832:	N:GEXP::KRT5:3852:	N:GEXP::TOX3:27324:	N:GEXP::EPCAM:4072:	N:GEXP::CYP4F3:4051:	N:GEXP::ABCC5:10057:	N:GEXP::SPRR3:6707:	N:GEXP::C17orf28:283987:	N:GEXP::PVRL1:5818:	N:GEXP::AKR1B10:57016:	N:GEXP::SOX2:6657:	N:GEXP::A2ML1:144568:	N:GEXP::TRIM2:23321:	N:GEXP::GPX2:2877:	N:GEXP::SPRR1A:6698:	N:GEXP::AGR2:10551:	N:GEXP::C5orf32:84418:	N:GEXP::SH3BGRL2:83699:	N:GEXP::SFN:2810:	N:GEXP::FUT6:2528:	N:MIR::hsa-miR-3074-5p:Corrected:	N:GEXP::CLDN3:1365:	N:GEXP::KRT13:3860:	N:MIR::hsa-miR-193b-3p:Corrected:	N:GEXP::PRR15:222171:	N:GEXP::TTC39A:22996:	N:GEXP::PKP1:5317:	B:MUTA:COMP:ERBB2::	N:GEXP::DNALI1:7802:	N:GEXP::ABCA13:154664:	N:GEXP::TMPRSS4:56649:	N:GEXP::CXCL17:284340:	N:GEXP::C10orf81:79949:	N:GEXP::CEACAM5:1048:	N:GEXP::SPRR1B:6699:	B:MUTA:COMP:EYA4::	N:GEXP::DSC3:1825:	N:GEXP::ADH7:131:	N:MIR::hsa-miR-944:Corrected:	N:GEXP::UGDH:7358:	N:GEXP::C3orf54:389119:	N:GEXP::EMP1:2012:	N:GEXP::C10orf99:387695:	N:GEXP::BNC1:646:	N:GEXP::ZNF385A:25946:	N:GEXP::ASRGL1:80150:	N:GEXP::ARHGEF38:54848:	N:GEXP::TMPRSS11A:339967:	N:GEXP::JUP:3728:	N:GEXP::SHROOM3:57619:	N:GEXP::RARG:5916:	N:GEXP::THBD:7056:	N:METH:cg12275348:SOCS2:TssD133:Island	N:GEXP::FAM83C:128876:	N:GEXP::ARMC3:219681:	N:GEXP::C9orf125:84302:	N:GEXP::CRYM:1428:	N:GEXP::TMPRSS11D:9407:	N:GEXP::VSNL1:7447:	N:GEXP::B4GALT4:8702:	N:GEXP::CSTA:1475:	N:GEXP::LOC642587:642587:	N:GEXP::ATP7B:540:	B:MUTA:LOF:CYP7B1::	N:MIR::hsa-miR-181c-3p:Corrected:	N:GEXP::DSG3:1830:	N:GEXP::PRICKLE3:4007:	N:METH:cg05140069:PDPN:TssD78:Island	N:GEXP::KLK12:43849:	N:GEXP::IVL:3713:	N:GEXP::SPRR2C:6702:	N:GEXP::GPR87:53836:	N:GEXP::ATP13A4:84239:	N:GEXP::BICD2:23299:	N:GEXP::TMEM40:55287:	N:GEXP::RAD51AP2:729475:	N:GEXP::IGSF3:3321:	N:METH:cg03794550:GAS2:TssU592:Shore	N:GEXP::SPRR4:163778:	N:GEXP::SPINK5:11005:	N:GEXP::C8orf31:286122:	N:GEXP::C9orf3:84909:	N:GEXP::CLCA3P:9629:	N:GEXP::CPA6:57094:	N:METH:cg25970832:DSC3:TssD1057:Island	N:GEXP::C2orf70:339778:	B:MUTA:COMP:DKK3::	N:GEXP::FREM2:341640:	N:GEXP::OSBPL10:114884:	N:GEXP::TMPRSS11B:132724:	N:GEXP::TMEM79:84283:	N:GEXP::BMPER:168667:	N:GEXP::CTNNBIP1:56998:	N:GEXP::CHRNB4:1143:	N:GEXP::OAS2:4939:	N:MIR::hsa-miR-449c-5p:Corrected:	N:GEXP::PLCE1:51196:	N:GEXP::C4orf19:55286:	N:GEXP::BSN:8927:	N:GEXP::C2orf39:92749:	N:GEXP::?:729884:	N:GEXP::RNF126P1:376412:	N:METH:cg04553707:RP11-763E3.1:TssD27631:Shore	N:GEXP::LOC643008:643008:	N:METH:cg03393638:ATN1:TssU132:Island	N:GEXP::BTBD10:84280:	I:CNVR::LRRC38:126755:	N:GEXP::CYP2C18:1562:	N:GEXP::C1orf194:127003:	N:METH:cg06899953:ZNF878:TssD76:Shore	N:GEXP::PGAM2:5224:	N:METH:cg24310038:CAMK1G:TssD2180:NA	N:METH:cg27382164:RP11-46H11.12:TssD308:Island	N:METH:cg17147211:RP4-712E4.2:TssU41:Island	N:GEXP::HOXB4:3214:	N:GEXP::RPL13AP17:399670:	I:CNVR::MIR601:693186:	I:CNVR::ULK4:54986:	I:CNVR::PID1:55022:	I:CNVR::PCNP:57092:	I:CNVR::DLGAP2:9228:	I:CNVR::EMR4P:326342:	I:CNVR::hsa-mir-548i-4:-1221:	N:METH:cg08855288:NKAIN3:TssD66:Island	N:METH:cg01924448:NFIB:TssD624:Island	N:METH:cg02232320:RP11-345M22.2:TssU222:NA	N:METH:cg13690989:MEF2C:TssD240:Island	N:METH:cg16218980:RGMA:TssU108:Island
TCGA-DG-A2KJ	CESC_3	708.54	2323.2	1128.0	207.32	12606.0	178.05	1267.1	1.2195	1530.5	1278.0	862.2	20.732	0.0	751.22	17600.0	0.0	43300.0	5398.8	1911.0	14393.0	834.15	7.9482	28004.0	462.19	84.781	471.95	780.49	21.951	0	1808.5	28.049	5782.9	21.951	1340.2	8476.8	9.7561	0	2.439	0.0	0.2038	768.29	67.07300000000001	114.63	4.878	2.439	903.66	4747.6	3.6585	0.0	17879.0	518.29	1203.7	56.098	0.13388	14.634	8.5366	324.39	1203.7	0.0	10.975999999999999	1554.9	230.49	19.512	76.829	0	33.219	0.0	160.98	0.55877	1.2195	0.0	2.439	3.6585	23.171	186.59	0.0	0.0	164.63	0.07698300000000001	0.0	151.22	240.24	543.9	0.0	3.6585	0.45243999999999995	262.19	0	6.0976	448.78	0.0	382.93	0.0	1132.9	0.0	482.93	0.0	148.78	328.05	31.706999999999997	64.634	0.0	14.634	0.48425	76.829	0.083469	254.88	1	56.098	206.1	0.10565	45.122	0.029238	0.25883	0.019787	131.71	0.0	-1	-1	1	1	-1	1	0	0.024503999999999998	0.12567	0.058065	0.73124	0.069482
TCGA-DG-A2KK	CESC_3	387.67	3252.9	56381.0	3.4954	7670.5	250.08	1014.6	160.79	2511.0	1725.8	314.58	2093.1	323.48	1928.5	6.672999999999999	80.07600000000001	6043.5	1748.7	307.28	12136.0	137.59	2.5331	2878.9	66.095	90.066	822.37	659.04	0.9533	0	1276.5	1161.7	3578.3	1689.5	3916.1	1245.6	514.14	0	1.9066	184.94	7.3178	1701.3	34.954	2416.9	13.982000000000001	0.0	1310.1	1008.3	0.9533	0.6355	17730.0	2827.4	3446.8	176.04	0.23648000000000002	77.21600000000001	327.93	530.03	2.8599	11.122	3.8132	2680.7	814.11	791.55	689.23	1	52.068999999999996	314.27	305.69	0.79565	1.5888	13.982000000000001	1.2711	214.81	20.655	1293.6	222.43	0.0	776.93	0.063084	0.0	4.4487	118.21	625.49	0.0	0.0	0.52822	3.8132	1	635.21	653.64	0.0	517.32	2.2243	2006.0	6.672999999999999	1073.1	0.0	1060.7	759.18	42.58	239.59	12.392999999999999	7.6263	0.8038	74.992	0.15294000000000002	687.32	0	13.982000000000001	74.67399999999999	0.10935	30.505	0.023224	0.022919	0.019011	242.13	0.3178	0	0	0	1	0	0	0	0.018389	0.038591	0.48871000000000003	0.90397	0.038038
TCGA-DG-A2KL	CESC_1	722.59	39017.0	416150.0	0.0	656.11	765.98	1702.4	23409.0	35.895	12438.0	466.02	2300.1	24009.0	2045.4	10.3	4170.1	968.55	359.89	305.58	38658.0	544.67	1.9841	10.3	130850.0	209.57	19.352	13.422	18667.0	0	30.589000000000002	1101.8	4809.1	2202.7	15.919	33437.0	3253.7	1	21692.0	906.13	43.65	778.77	186.03	21234.0	384.24	2542.7	3189.1	91.455	0.0	2550.4	30159.0	463.83	7323.3	1501.4	0.05051	946.7	0.3121	412.64	19.352	4908.3	2029.2	1196.4	18505.0	3033.3	30.589000000000002	0	40.921	21489.0	789.08	0.021994	0.6243	5985.8	307.45	2121.6	20.601	3331.4	864.3	19.665	4797.5	0.065703	0.3121	7304.6	2.8092	1575.7	5.9306	54.93600000000001	0.018075	0.0	0	1.2485	395.79	970.43	784.39	4.6819999999999995	1944.6	51.19	2150.9	0.0	211.63	864.45	8.4276	0.3121	1424.9	1.5607	0.48312	248.77	0.096096	1334.1	1	93.95200000000001	0.0	0.64525	83.34	0.028581	0.023798	0.015673	249.08	0.0	1	0	-1	1	0	1	0	0.6652899999999999	0.03682	0.039258	0.073809	0.060711
TCGA-DG-A2KM	CESC_1	857.21	29332.0	47043.0	0.0	652.41	153.91	2885.3	19997.0	239.13	7626.9	1887.6	1513.9	2916.2	435.35	6298.1	1458.1	2.1461	442.4	324.37	31641.0	341.84	2.8452	414.5	44555.0	26.771	36.483000000000004	139.19	17929.0	0	39.243	2921.7	5894.4	9857.6	0.6132	4704.8	3836.3	0	10116.0	3222.5	46.558	401.62	52.426	10078.0	3415.3	1002.2	3145.2	316.39	0.0	2176.4	27301.0	215.84	2188.4	2668.8	0.070153	2167.8	0.0	487.47	31.578000000000003	4821.6	935.39	2328.2	6219.7	548.78	19.621	0	35.178000000000004	11019.0	266.12	0.024631999999999998	133.98	2941.1	61.623000000000005	1322.6	366.67	3311.7	446.69	15.636	1282.8	0.06342300000000001	62.85	5434.8	9.8107	1521.3	34.951	93.20100000000001	0.11467999999999999	0.0	0	3.3724	294.93	363.92	1017.2	1.8395	1203.7	168.31	5179.7	0.0	237.91	78.375	5.8251	0.0	1747.8	3.0658	0.1515	197.44	0.066923	863.95	0	135.14	0.3066	0.35962	117.42	0.044976	0.022183	0.02083	191.92	0.0	1	-1	-1	1	0	0	0	0.040179	0.15398	0.087296	0.050236	0.050294
TCGA-DR-A0ZL	CESC_1	259.91	25385.0	158850.0	0.0	2958.3	10.09	5623.2	597.72	132.38	5613.6	584.8	2215.7	483.91	887.5	584.4	1061.8	559.78	638.89	755.12	43681.0	470.99	8.0096	2217.3	27050.0	62.513999999999996	39.552	654.22	20477.0	0	5.6503	371.31	3230.3	3510.8	67.4	2568.9	609.83	0	8395.5	189.69	231.11	406.01	236.5	11746.0	1119.6	1500.5	2377.6	110.18	0.4036	359.6	28162.0	682.07	3352.2	5997.0	0.041983	1202.7	13.319	749.07	282.11	164.67	593.28	2249.2	4691.8	2210.9	10.493	0	41.22	4653.8	347.09	0.01994	0.0	1056.2	92.82600000000001	2230.2	3.6323	5320.6	264.76	8.879	3275.2	0.064638	6.4575	64.171	0.8072	731.27	5.2467	25.023000000000003	0.03149	0.0	0	0.8072	309.15	0.0	1249.5	0.4036	2132.6	258.3	1275.0	0.0	439.51	28.675	10.09	0.8072	52.467	3.2287	0.40142	125.92	0.078044	883.46	0	163.05	0.0	0.5052300000000001	12.915	0.018231999999999998	0.021566	0.018633	253.86	0.0	0	-1	-1	1	0	0	0	0.48141999999999996	0.06539099999999999	0.050564	0.48406000000000005	0.040052
TCGA-DR-A0ZM	CESC_1	626.35	21670.0	798090.0	0.0	140.54	59.458999999999996	587.84	9531.1	514.87	11416.0	2056.8	806.76	2863.5	793.92	556.08	3101.3	266.22	402.7	218.92	162750.0	716.22	3.3099	2194.6	478860.0	101.04	309.46	83.10799999999999	14000.0	0	12.162	165.54	5631.1	12039.0	61.486000000000004	1683.1	16564.0	1	16337.0	89.189	69.682	370.27	617.57	6138.5	2653.4	1658.8	6982.4	23.649	2.0269999999999997	968.92	45125.0	198.65	2587.8	2944.6	0.050172	1587.8	0.6757	97.29700000000001	1.3514	5133.1	4327.7	553.38	13161.0	8736.5	73.649	0	46.687	24816.0	425.68	0.022719999999999997	0.0	3249.3	10.135	1254.7	472.97	3390.5	995.95	41.216	3591.2	0.076862	0.0	223.65	2.7027	3116.5	56.081	337.16	0.05001	0.0	0	0.0	121.62	62.838	2109.5	3.3784	1599.3	39.189	11338.0	0.0	22.973000000000003	803.3	2.7027	0.6757	96.62200000000001	3.3784	0.046826	93.243	0.053443	1282.4	0	59.458999999999996	0.0	0.08944400000000001	63.513999999999996	0.021426	0.021963999999999997	0.021282	245.95	0.0	0	0	0	0	0	0	0	0.33938	0.065576	0.081884	0.037052	0.043961
TCGA-DS-A0VK	CESC_1	1068.3	7329.1	96483.0	1.4424	5120.7	1222.2	10355.0	521.67	1176.3	4600.0	17754.0	3880.3	155.54	3064.1	24976.0	228.14	1419.6	1000.1	532.0	37350.0	101.21	5.6918	43.753	19426.0	38.688	269.25	1286.4	11168.0	0	7.6928	1461.2	7090.8	5257.3	448.34	22091.0	269.25	1	13097.0	5974.4	117.8	821.44	171.65	2630.9	67.793	757.5	2935.0	454.83	3.8464	6.7312	29420.0	177.17	2644.6	7750.5	0.040619999999999996	1091.9	0.0	909.43	22.598000000000003	2380.7	354.83	3535.3	4603.6	1194.1	32.935	0	29.697	7674.5	436.08	0.024714	6.4908	154.82	0.9616	2530.4	15.866	3858.9	398.34	4.5676	4849.3	0.074917	0.4808	114.91	25.723000000000003	1375.8	7.9332	113.47	0.022772999999999998	0.2404	0	7.4524	481.04	0.7212	983.71	7.212000000000001	1523.2	132.22	1059.4	0.0	621.67	221.07	1.4424	1.202	1448.2	0.4808	0.626	174.53	0.08604400000000001	634.65	0	68.273	14.664000000000001	0.6019100000000001	17.549	0.023731	0.028225	0.020947	165.4	0.2404	0	-1	0	0	-1	0	-1	0.57109	0.044913	0.058178999999999995	0.58581	0.069091
TCGA-DS-A0VL	CESC_1	638.35	35421.0	161520.0	5.8464	1064.4	191.83	9447.7	4420.9	197.68	6574.2	1880.7	4373.4	719.1	1341.0	4475.8	1690.7	3098.6	450.17	542.25	36376.0	711.79	1.6675	1513.5	39204.0	28.533	18.27	267.84	16732.0	0	9.8657	2526.7	5268.3	13495.0	1151.7	15336.0	9311.0	1	13614.0	5428.0	135.07	432.26	390.98	2482.1	2013.3	1645.0	3177.9	178.31	1.0962	3094.9	32380.0	774.28	3524.2	6393.4	0.063919	728.97	0.0	533.85	67.233	5932.6	1267.9	2493.5	5171.5	2097.7	53.713	0	16.304000000000002	14360.0	430.8	0.028275	81.118	283.18	28.866	5464.5	93.542	4544.8	777.2	9.5003	5103.9	0.33107	7.3079	361.74	1.0962	2571.3	18.27	23.02	0.014134	0.0	0	1.4616	289.76	3.2886	1127.2	2.9232	1144.4	341.28	3205.6	0.0	726.04	410.34	9.1349	1.0962	209.01	4.3848	0.27784000000000003	128.25	0.058423	1726.9	1	131.54	1.827	0.16737	65.771	0.019837	0.022183	0.020318	340.19	0.0	0	-1	-1	0	0	1	0	0.015241999999999999	0.044403	0.052096	0.15129	0.058717
TCGA-DS-A0VM	CESC_1	67.656	5577.4	64793.0	1.1818	4517.9	569.02	2741.7	313.46	372.55	4933.3	14828.0	652.93	51.998000000000005	1234.1	13750.0	409.48	1737.2	775.83	119.65	52184.0	78.58800000000001	6.27	865.35	6100.0	239.16	355.12	898.15	9437.6	0	13.295	44.907	7566.6	2494.4	48.453	10641.0	621.32	1	4634.6	236.65	84.795	3009.7	71.202	4496.3	59.975	1372.6	1391.2	119.06	0.0	20.680999999999997	23298.0	801.24	4034.0	2993.4	0.038988	108.13	0.0	486.59	2.659	310.21	207.7	1837.1	1929.2	4236.6	18.317	0	27.767	4014.8	398.85	0.028865	33.976	509.64	20.09	2248.0	10.931	1401.6	1160.2	12.409	1447.4	0.09231900000000001	2.3635	107.54	67.361	726.59	1.7727	26.885	0.018149000000000002	0.5909	0	0.8863	357.49	0.5909	1105.5	0.8863	1054.7	41.953	5638.5	0.0	469.16	16.947	15.659	19.204	402.98	0.0	0.76273	56.725	0.06640399999999999	1245.9	0	6.7952	0.5909	0.56263	23.930999999999997	0.019714	0.018927	0.018187000000000002	215.97	0.2954	0	-1	0	1	0	-1	0	0.56207	0.047153	0.043166	0.72035	0.052489999999999995
TCGA-DS-A0VN	CESC_1	115.24	45441.0	401070.0	0.0	1110.4	25.824	1655.0	10073.0	45.481	7587.6	841.01	6.5523	2309.1	117.56	187.32	10158.0	32.376	359.99	42.012	137690.0	200.81	5.0541	5.0106	28900.0	240.62	1.1563	230.49	25560.0	0	16.959	37.001	2687.2	126.42	3.8543	203.12	20155.0	1	11182.0	257.08	490.69	470.61	121.41	11595.0	4330.3	1745.6	6062.8	134.13	0.0	537.29	28243.0	145.31	4627.5	5260.7	0.048108	858.35	0.0	75.544	23.897	6448.6	1892.8	441.7	12811.0	1325.5	13.49	0	35.599000000000004	13208.0	550.01	0.023941	815.19	5808.8	351.13	1792.6	46.637	3172.5	938.91	2.698	1661.2	0.05853099999999999	11.948	3128.2	1.5417	1181.8	1.5417	0.0	0.028138999999999997	0.3854	0	0.0	323.76	5.7815	1187.5	3.8543	1988.4	44.325	4380.0	0.0	22.74	17.776	4.2397	0.0	699.17	2.3126	0.14289000000000002	84.795	0.086668	915.01	1	311.56	0.0	0.6639	13.876	0.022553	0.024134	0.025536	132.59	0.0	0	-1	-1	1	-1	-1	-1	0.30153	0.04058	0.06831799999999999	0.47608999999999996	0.046175
TCGA-DS-A3LQ	CESC_1	476.84	24629.0	95191.0	0.3047	6153.3	4938.8	8211.5	9124.9	349.48	5621.0	69296.0	11413.0	10285.0	1316.3	34435.0	1915.9	34.735	275.14	366.85	62291.0	12.797	3.0284	36.563	4609.7	257.79	9.7502	229.74	45798.0	0	17.977	3550.9	4965.6	4796.2	0.9141	2523.5	3947.6	1	16138.0	14980.0	367.57	7207.2	121.57	4998.8	372.94	524.07	5223.0	195.92	1.5235	236.75	74377.0	375.38	2465.0	6175.8	0.053224	3680.7	0.0	822.97	0.3047	2455.8	4260.8	11570.0	13504.0	452.47	68.861	0	28.391	25976.0	203.23	0.0248	269.04	403.41	1.2188	1207.2	141.68	21172.0	984.16	6.7032	7627.7	0.12417	22.546999999999997	560.33	0.6094	2176.4	0.3047	116.7	0.019787	0.9141	0	462.83	385.74	303.47	1465.0	5.7892	1220.0	29.86	5295.6	0.0	92.626	387.29	23.766	105.12	3035.0	17.063	0.46116999999999997	177.64	0.067455	882.69	0	509.36	5.4845	0.5946899999999999	11.883	0.022053	0.017716	0.38006	220.29	0.6094	1	0	0	0	1	1	1	0.61298	0.047562	0.041282	0.7497199999999999	0.04287
TCGA-DS-A5RQ	CESC_1	6163.8	42075.0	441500.0	5.0333	1355.0	216.94	3409.6	43528.0	138.42	7535.9	4495.8	2206.1	7356.7	1445.6	2485.5	18858.0	943.75	706.68	361.39	94294.0	290.93	3.2867	155.53	556900.0	72.745	41.273	262.74	30964.0	0	36.24	1325.3	4725.3	4466.1	111.24	21913.0	15647.0	1	21208.0	5838.2	125.55	446.96	179.69	22666.0	2403.4	1560.3	3814.3	563.23	0.5033	1323.8	83408.0	572.29	4922.6	10093.0	0.0553	639.24	1.0067	599.47	11.577	19598.0	648.8	3787.1	11592.0	2144.7	30.703000000000003	0	28.704	27485.0	732.35	0.024350999999999998	1087.7	8319.1	286.9	2561.5	33.22	4336.2	877.31	8.0534	6992.3	0.058583	5.5367	15635.0	7.55	1917.9	30.2	104.19	0.030151999999999998	0.0	0	2.5167	437.9	906.51	1986.2	2.0133	2733.6	161.07	2630.4	0.0	260.73	229.79	2.5167	3.02	7445.8	0.5033	0.045630000000000004	423.81	0.059147000000000005	1536.2	0	476.15	1.51	0.5271399999999999	71.977	0.025633	0.020678	0.022946	252.67	0.0	0	-1	0	0	0	-1	0	0.21821999999999997	0.038319	0.042934	0.24982	0.034968
TCGA-EA-A1QS	CESC_2	27.996	23739.0	171990.0	0.0	840.83	10.695	2283.4	14.47	92.167	11028.0	211.39	1.8874	8.4932	841.77	39.635	10.380999999999998	363.95	494.18	180.25	26671.0	2.5165	0.95109	6.6059	16282.0	53.451	15.728	110.73	14027.0	0	30.513	9.1224	1440.1	7.235	5.6622	6.6059	55.992	1	10646.0	10.066	86.866	2548.9	167.35	1582.3	73.293	769.42	1434.1	67.631	0.0	1.2583	18448.0	452.34	1448.2	1405.2	0.041819999999999996	850.58	0.0	301.35	0.0	27.052	584.46	994.34	599.25	1174.3	123.31	0	39.882	4412.1	329.66	0.022802	0.6291	307.01	0.0	2950.3	0.3146	2696.1	1092.5	7.5495	9121.7	0.08051900000000001	0.9437	120.79	28.625	702.85	3.7748	0.9437	0.016132	10.695	0	0.6291	826.99	0.6291	548.91	21.076	2202.9	22.334	1201.6	0.0	223.03	154.87	18.245	3.1456	23.278000000000002	0.9437	0.41473999999999994	8.4932	0.10339000000000001	927.02	1	5.9767	0.0	0.083721	15.099	0.023674	0.021342	0.019254	59.766999999999996	0.0	-1	1	-1	1	0	0	0	0.34733	0.054287	0.037792	0.41566000000000003	0.038085
TCGA-EA-A1QT	CESC_1	5.0484	31144.0	150280.0	0.631	2212.9	14.514000000000001	2370.0	18853.0	5.8898	4457.7	1008.0	6861.8	1499.6	1055.7	4007.6	11837.0	3609.0	197.94	291.75	44918.0	330.88	6.9910000000000005	209.09	270.72	51.559	71.51899999999999	555.11	21770.0	0	12.831	1098.0	1562.9	1934.8	0.4207	2215.6	14707.0	1	10856.0	1447.0	215.15	1537.7	674.8	2628.5	1368.7	2873.6	2122.2	234.12	1.0517	3976.4	19233.0	11.149000000000001	2472.7	92.97399999999999	0.0756	1651.2	0.0	153.56	0.2103	4404.3	1675.4	2215.4	18204.0	2456.2	11.359000000000002	0	23.07	9183.2	576.99	0.026233999999999997	19.142	1531.5	155.45	1057.6	128.73	3533.4	648.09	21.035	5921.5	0.099329	59.318999999999996	303.74	1.4724	4200.2	2.9449	125.79	0.023865	0.0	0	0.4207	398.19	119.27	1265.0	1.4724	1583.1	4.6277	4872.1	0.17478	390.41	320.88	14.935	0.0	1453.1	20.194000000000003	0.64879	68.78399999999999	0.082067	784.39	0	664.13	4.207	0.1142	32.394	0.020132	0.022805000000000002	0.024893000000000002	43.963	0.0	0	0	-1	1	-1	-1	-1	0.77674	0.78547	0.07219400000000001	0.821	0.068525
TCGA-EA-A3HQ	CESC_1	4.8573	38390.0	169650.0	0.2208	967.71	501.19	5155.8	4169.3	42.833	21257.0	332.73	866.15	3715.0	670.97	57.405	1504.9	71.093	420.6	643.82	47496.0	264.5	3.8792	257.44	57718.0	246.05	3.091	125.85	29739.0	1	9.4938	306.89	6817.0	1288.3	7.7275	767.68	4390.1	1	17445.0	5564.5	26.6	767.24	414.2	4495.0	2014.0	726.39	4687.8	113.04	0.0	1988.0	36414.0	594.36	3814.3	8875.2	0.039491000000000005	2261.7	32.676	587.96	0.8831	1894.1	946.07	1136.2	3047.1	1346.6	31.573	0	36.575	11358.0	498.32	0.03155	0.0	1925.9	16.338	2973.8	3.7534	4682.2	576.92	4.6365	4965.9	0.063247	5.0781	478.89	1.9871	1106.5	14.572000000000001	0.2208	0.014782	0.0	0	0.0	378.87	0.4416	1493.6	1.9871	1654.8	134.24	1386.5	0.0	46.365	247.54	18.105	27.378	553.29	1.9871	0.23940999999999998	86.99	0.06967899999999999	1059.6	1	4.833	1.3247	0.63055	20.975	0.037721	0.024952000000000002	0.55492	210.41	0.0	0	0	0	1	1	0	0	0.7108899999999999	0.044844999999999996	0.046937	0.892	0.051995000000000006
TCGA-EA-A3HR	CESC_1	2448.7	91889.0	298140.0	16.33	790.6	258.75	12162.0	17065.0	412.19	11106.0	4096.6	1943.5	16667.0	1823.3	3059.6	6580.1	1166.2	451.33	1078.6	23425.0	512.42	2.2604	77.42699999999999	477660.0	146.22	262.69	549.87	46334.0	0	62.504	601.11	4362.4	1565.7	276.48	3649.8	11945.0	1	41323.0	1711.5	144.52	801.86	428.52	11671.0	6732.2	3182.1	3551.2	253.4	0.5631	4548.5	67533.0	209.47	3463.1	1510.0	0.058748	2427.5	10.98	659.11	84.465	5773.5	939.54	1013.3	16079.0	801.86	110.09	0	70.63600000000001	52561.0	634.05	0.028754000000000002	295.35	6003.0	172.87	2504.4	39.417	3007.5	1521.2	2.5340000000000003	4906.0	0.05946	19.99	4601.4	2.5340000000000003	1005.5	7.6019	159.92	0.013022	1.1262	0	20.553	552.12	119.94	2913.8	9.2912	1428.0	87.56200000000001	1640.9	0.70636	326.04	297.04	47.019	18.301	6454.3	2.2524	0.60582	181.32	0.06807300000000001	1771.8	-1	1062.1	16.33	0.063175	32.941	0.019493	0.022524000000000002	0.019175	134.3	0.0	0	0	-1	1	-1	0	0	0.014480000000000002	0.14081	0.041739	0.048808	0.040641000000000004
TCGA-EA-A3HT	CESC_1	1142.9	26378.0	255990.0	0.0	913.02	192.32	3568.8	40009.0	164.85	12977.0	1286.7	1261.5	3360.6	541.68	347.62	9663.5	736.61	684.55	461.28	59115.0	379.73	1.8285	4.6273	215000.0	170.46	52.346000000000004	349.65	19574.0	1	24.872	687.15	11720.0	5941.7	137.08	10582.0	14382.0	1	14233.0	1032.5	86.14399999999999	800.52	179.6	11137.0	1247.3	2215.3	2392.3	31.523000000000003	0.2892	518.26	27433.0	421.37	3799.9	3025.4	0.049711	564.53	4.6273	378.57	10.122	6380.4	1194.7	1654.0	18026.0	5828.6	50.032	0	33.726	20180.0	748.46	0.025356	370.18	6504.2	432.07	3148.9	56.395	2776.4	1261.5	3.7597	5596.7	0.059738	6.0733	3329.9	2.8921	1274.5	41.646	4.6273	0.019367	0.0	0	0.2892	479.79	146.34	1979.0	4.6273	1997.0	67.385	1608.0	0.0	237.44	495.24	4.9165	0.2892	1509.4	0.2892	0.36275999999999997	187.41	0.062561	1401.5	1	163.0	0.0	0.36125	77.507	0.02097	0.023661	0.018716999999999998	190.59	0.0	0	0	0	1	0	0	0	0.56374	0.042544	0.041713	0.49033999999999994	0.054551999999999996
TCGA-EA-A3QD	CESC_2	29.433000000000003	17705.0	18408.0	0.0	4276.7	218.91	1571.4	566.59	72.48	1810.5	231.05	77.999	954.75	139.07	1504.4	1282.6	118.84	489.33	403.61	33664.0	35.688	10.937999999999999	60.706	2327.1	92.367	5.1508	68.801	9979.8	1	16.188	2.9433	1062.2	837.75	14.349	314.2	771.89	1	11584.0	0.0	106.26	414.27	184.33	5041.2	1.4717	183.22	3620.7	94.555	2.2075	4.0471	18377.0	179.54	2483.1	1271.2	0.061515999999999994	615.53	0.0	265.64	23.179000000000002	213.39	82.781	432.3	1624.7	3235.8	20.971	0	53.302	3086.1	456.59	0.023705	15.82	2259.4	0.7358	1431.2	20.603	1245.0	507.36	4.415	1046.4	0.089798	0.3679	96.39399999999999	4.415	216.18	0.0	0.7358	0.06872	0.7358	1	1.4717	135.76	2.2075	1218.5	8.83	1393.7	64.75399999999999	5424.2	0.17362	54.452	71.619	6.6225	0.0	238.78	0.7358	0.6973	125.46	0.082482	644.96	0	13.245	0.0	0.53059	27.594	0.29485	0.022793	0.5751	27.226	0.0	0	-1	-1	1	0	0	0	0.6019	0.062903	0.063501	0.73054	0.043709
TCGA-EA-A3QE	CESC_1	1467.3	27952.0	364140.0	0.0	770.89	720.77	7221.6	42487.0	64.062	7736.5	13188.0	1807.7	18672.0	1190.1	2558.7	6577.0	407.43	124.64	142.06	51462.0	1056.6	2.2666	13.67	337240.0	81.221	18.495	318.17	18063.0	0	8.0413	3499.8	5834.5	7535.2	110.7	22766.0	17800.0	1	18782.0	2824.4	69.51	764.46	168.33	10221.0	8020.1	2245.7	5593.5	134.02	0.268	11296.0	31388.0	114.72	4411.2	3741.3	0.049291	3121.1	0.0	240.43	247.13	20325.0	1271.1	1293.6	17314.0	1348.8	10.99	0	57.799	35148.0	552.17	0.030649000000000003	407.96	8674.7	123.84	2348.9	1087.2	3075.2	1326.5	21.443	2165.5	0.069424	32.701	41366.0	4.5567	3051.5	60.846000000000004	253.84	0.041135000000000005	0.0	0	0.5361	368.02	4510.6	2432.8	2.4124	1705.3	322.99	5343.2	0.0	483.28	1170.6	9.1134	0.0	5986.2	0.5361	0.44763000000000003	436.37	0.087886	1700.5	0	821.1	0.0	0.47452	142.06	0.041799	0.025204	0.38316	190.31	0.268	0	-1	-1	0	0	0	-1	0.40734000000000004	0.22487	0.098981	0.4463	0.053489999999999996
