SKCM	Labels	N:GEXP::TIMP1:7076:	B:MUTA:COMP:BRAF::	B:MUTA:nons:BRAF::	B:MUTA:HOTS:BRAF:pV600:	B:MUTA:HOTS:NRAS:pQ61:	B:MUTA:nons:NF1::	N:METH:cg08195943:TRH:TssD955:Island	B:MUTA:nons:NRAS::	B:MUTA:COMP:NF1::	B:MUTA:COMP:NRAS::	B:MUTA:COMP:SPTA1::	B:MUTA:nons:SPTA1::	N:GEXP::TFAP2A:7020:	N:GEXP::ETV1:2115:	N:GEXP::TIMP2:7077:	N:GEXP::SPRY2:10253:	N:GEXP::KIT:3815:	N:GEXP::NF1:4763:	B:MUTA:COMP:APOB::	B:MUTA:LOF:NF1::	B:MUTA:COMP:SETD2::	N:GEXP::DTX4:23220:	B:MUTA:nons:SETD2::	N:MIR::hsa-miR-4746-5p:Corrected:	N:METH:cg10205753:RGS20:TssD66:Island	N:MIR::hsa-miR-125b-1-3p:Corrected:	N:MIR::hsa-miR-942-5p:Corrected:	N:GEXP::NUMA1:4926:	N:GEXP::CALU:813:	N:GEXP::LMNA:4000:	N:METH:cg01522826:LRRIQ1:TssD4:NA	N:GEXP::PLXNA1:5361:	N:MIR::hsa-miR-153-5p:Corrected:	N:MIR::hsa-miR-1:Corrected:	N:GEXP::CSDE1:7812:	N:GEXP::EGR1:1958:	B:MUTA:nons:KEL::	B:MUTA:LOF:FOXA1::	N:GEXP::TF:7018:	N:GEXP::NUDT19:390916:	N:GEXP::SNX19:399979:	N:MIR::hsa-miR-615-3p:Corrected:	N:MIR::hsa-miR-212-3p:Corrected:	B:MUTA:HOTS:BRAF:pK601:	B:MUTA:COMP:KEL::	N:METH:cg22376940:MPZL3:TssD24:NA	B:MUTA:LOF:UNCX::	N:GEXP::CASC2:255082:	N:MIR::hsa-miR-16-2-3p:Corrected:	N:GEXP::ALDH1A3:220:	N:GEXP::BMPER:168667:	N:METH:cg19430897:HIST1H2AB:TssU348:Shore	N:GEXP::ART5:116969:	I:CNVR::PARP12:64761:	N:MIR::hsa-miR-671-5p:Corrected:	N:MIR::hsa-miR-382-5p:Corrected:	N:GEXP::GSPT2:23708:	N:METH:cg06078334:GABBR1:TssD163:Island	N:GEXP::LOC401431:401431:	N:MIR::hsa-miR-431-3p:Corrected:	B:MUTA:nons:MAP2K1::	B:MUTA:COMP:MAP2K1::	N:METH:cg19190714:GMPR:TssD129:Island	N:GEXP::H19:283120:	N:MIR::hsa-miR-671-3p:Corrected:	N:MIR::hsa-miR-33a-5p:Corrected:	N:METH:cg02569458:RASSF9:TssD256:NA	B:MUTA:HOTS:NRAS:pG13:	N:GEXP::HSPA8:3312:	N:GEXP::PYROXD2:84795:	N:METH:cg04829853:HAPLN3:TssD537:Island	N:GEXP::SPTBN1:6711:	N:METH:cg15700487:GOLPH3L:TssU138:NA	I:CNVR::FRMD3:257019:	I:CNVR::NFASC:23114:	I:CNVR::FUCA1:2517:	B:MUTA:HOTS:NRAS:pG12:	N:METH:cg26789869:BASP1:TssD1350:Shore	N:METH:cg20072442:LRRTM1:TssD1145:Island	N:METH:cg14263942:CDKL2:TssU61:Island	N:MIR::hsa-miR-337-3p:Corrected:	N:MIR::hsa-miR-1249:Corrected:	N:GEXP::BAGE:574:	N:METH:cg06626655:RSPO1:TssD373:Island	I:CNVR::DAAM1:23002:	I:CNVR::ZNF493:284443:	I:CNVR::ATAD5:79915:	I:CNVR::GRAMD1B:57476:	I:CNVR::MIR4533:100616362:	I:CNVR::PRKCE:5581:	I:CNVR::ABHD15:116236:	I:CNVR::FLJ46257:400932:	I:CNVR::MIR490:574443:	I:CNVR::ARHGEF19:128272:	I:CNVR::KPNA3:3839:	I:CNVR::BTBD6:90135:	N:GEXP::ZC3H13:23091:	N:GEXP::CFL1:1072:	N:MIR::hsa-miR-504-5p:Corrected:	N:METH:cg18791121:CYB5R2:TssU81:Island	N:METH:cg07057636:CYP1B1-AS1:TssD81:Island	N:METH:cg09290941:COCH:TssU36:Island	N:METH:cg15945016:HIST1H3A:TssU21:Island	N:METH:cg12991522:PPL:TssD405:Island
TCGA-EE-A2M7	SKCM_1	9487.7	1	1	1	0	0	0.5824199999999999	0	0	0	1	1	284.43	10251.0	20335.0	16561.0	195.75	2666.2	0	0	0	73.54	0	1.5249	0.060243	25.619	3.6598	8484.4	10385.0	17048.0	0.058387	1409.2	0.91496	1.9824	11677.0	11938.0	0	0	7279.0	487.74	1839.6	6.7097	11.132	0	0	0.052285000000000005	0	23.070999999999998	11.59	37482.0	43.619	0.099353	0.3605	1	3.0499	0.30499	496.39	0.037123	154.83	0.30499	0	0	0.039539	2097.7	13.877	0.15249000000000001	0.10390999999999999	0	27387.0	77.866	0.07674600000000001	28073.0	0.058925	0	1	0	0	0.067221	0.64113	0.015299	0.45748	3.2024	8.3237	0.081998	-1	1	1	0	1	1	1	1	1	0	1	-1	4183.1	10045.0	6.5572	0.46488	0.11465	0.02242	0.07335	0.075338
TCGA-EE-A2M8	SKCM_1	14293.0	1	1	1	0	0	0.25169	0	0	0	0	0	1749.0	1662.6	15377.0	1496.8	2708.5	2118.2	0	0	0	3004.0	0	6.2162	0.041904000000000004	4.7362	18.254	6979.9	8105.3	7897.4	0.060774	8334.6	8.091000000000001	0.49335	12647.0	1158.0	0	0	6012.2	379.36	1935.1	23.385	26.74	0	0	0.045867000000000005	0	10.527000000000001	12.136	368.97	4.8877	0.066953	0.0	1	11.446	22.299	296.64	0.04765	126.81	3.0588	0	0	0.028408999999999997	1205.8	17.761	3.5521	0.077669	0	46906.0	704.58	0.01725	15919.0	0.05385	-1	0	0	0	0.086008	0.031742	0.013352000000000001	15.097000000000001	16.873	0.0	0.1445	-1	0	0	0	1	0	0	0	1	0	0	-1	4263.6	15879.0	0.19734000000000002	0.029345999999999997	0.07205	0.044523	0.084097	0.096511
TCGA-EE-A2MC	SKCM_2	19529.0	0	0	0	1	0	0.34225	1	0	1	0	0	191.24	962.64	9433.5	1232.2	25.713	1858.2	0	0	0	559.66	0	1.4748	0.039562	39.82	30.234	8368.1	6977.5	6431.9	0.29730999999999996	6481.7	12.782	1.7206	10908.0	4203.7	0	0	31.74	595.42	1174.4	5.4077	21.139	0	0	0.040154	0	20.088	63.17100000000001	1107.3	5.223	0.080117	2.0088	0	4.4245	16.96	299.72	0.026958	14.475999999999999	6.3909	0	0	0.035901999999999996	443.95	18.189	6.1451	0.079165	0	40476.0	79.55	0.016055	7419.0	0.38611	0	0	0	0	0.054613	0.020447999999999997	0.012625	31.463	3.1954	46.099	0.12993	0	0	-1	-1	1	0	-1	0	0	0	0	-1	2376.9	37220.0	0.2458	0.026463999999999998	0.068832	0.022792	0.28047	0.038606
TCGA-EE-A2MD	SKCM_2	3488.5	0	0	0	1	0	0.55725	1	0	1	1	1	6254.7	817.48	27758.0	2159.6	366.24	3545.5	1	0	0	369.22	0	26.669	0.055980999999999996	0.51784	76.64	3482.7	10214.0	8246.6	0.038322	18474.0	6.7319	1.8124	21283.0	19152.0	1	0	18.491	681.48	1345.4	4.6606	6.2141	0	1	0.19365	0	11.035	7.7676	473.41	9.5437	0.25278	0.8947	0	21.230999999999998	17.607	39.069	0.065429	74.002	8.8033	0	0	0.026748	524.9	8.0265	6.2141	0.15414	0	58557.0	133.91	0.20517	23971.0	0.064605	1	0	-1	0	0.072429	0.018807	0.011041	26.928	3.366	96.546	0.060055	-1	0	1	-1	0	0	1	0	0	-1	0	-1	19666.0	10391.0	1.0357	0.58653	0.50636	0.027514999999999998	0.54442	0.039293
TCGA-EE-A2ME	SKCM_1	7078.2	1	1	1	0	0	0.12359	0	0	0	0	0	2449.1	1619.9	10194.0	1101.2	129.55	1970.0	0	0	0	429.87	0	7.3928	0.068135	2.6232	14.309000000000001	6349.8	7902.0	7171.8	0.23304	2386.0	14.07	23.131999999999998	12077.0	8656.9	0	0	14.454	307.28	1435.2	10.493	8.2274	0	0	0.066871	0	3.7473	10.850999999999999	391.6	2.6767	0.15500999999999998	7.4946	0	10.254000000000001	17.528	277.84	0.26145	75.808	10.850999999999999	0	0	0.034231	1547.6	5.6042	4.8888	0.19435	0	25574.0	103.85	0.013381	14249.0	0.068602	0	0	0	0	0.16819	0.12554	0.028675	31.717	4.4118	0.0	0.14722000000000002	0	0	0	0	0	0	0	1	0	0	0	0	3476.4	13399.0	5.7234	0.025612	0.08313999999999999	0.029452	0.063801	0.18512
TCGA-EE-A2MF	SKCM_2	5251.1	0	0	0	1	0	0.8231700000000001	1	0	1	1	1	3910.2	1412.9	31239.0	1276.8	31.737	2116.5	0	0	0	69.425	0	9.9886	0.03077	2.0565	6.4632	5566.5	5443.2	22754.0	0.035955	3990.4	0.88135	0.58757	12797.0	2803.6	0	1	300.08	472.65	2163.8	24.09	13.514000000000001	0	0	0.79189	0	28.337	7.6384	23.199	4.5339	0.34944000000000003	0.2834	0	8.2259	0.29378000000000004	138.85	0.027793	77.699	0.29378000000000004	0	0	0.40128	15337.0	7.6384	8.5197	0.63878	0	37818.0	114.76	0.58791	14645.0	0.06213200000000001	-1	1	0	0	0.33610999999999996	0.67487	0.018765999999999998	0.0	9.401	21.235	0.051613	0	0	0	0	0	0	0	0	0	0	1	0	3541.2	21650.0	0.0	0.019688999999999998	0.095812	0.84939	0.081354	0.8287700000000001
TCGA-EE-A2MG	SKCM_1	14367.0	1	1	1	0	0	0.32893	0	0	0	1	1	1526.3	1269.9	18469.0	1230.7	769.02	1217.6	1	0	0	407.44	0	3.9215	0.05123	9.1502	10.98	6239.8	6951.3	10765.0	0.059287	13025.0	6.2744	3.6601	12103.0	1978.6	0	0	66.624	420.83	1868.5	17.778	7.8431	0	0	0.048281	0	9.0394	24.313000000000002	682.02	27.453000000000003	0.12226	2.3435	0	15.686	29.804000000000002	405.43	0.032683	64.307	18.823	0	0	0.035265	2009.8	9.6731	10.457	0.14361	0	34574.0	2913.7	0.013561000000000002	21504.0	0.056915999999999994	0	0	0	0	0.056843	0.31777	0.010492	33.202	4.7058	0.0	0.10297	-1	-1	-1	0	1	0	-1	-1	0	0	-1	-1	6089.9	22462.0	9.1502	0.12641	0.077224	0.022028	0.036265	0.25914
TCGA-EE-A2MH	SKCM_1	16651.0	1	1	1	0	0	0.46497	0	0	0	0	0	1420.7	1670.9	23300.0	2719.9	3803.7	1285.8	0	0	0	313.25	0	7.5071	0.32394	1.7664	25.613000000000003	6034.5	24025.0	18792.0	0.48483999999999994	10034.0	4.8576	0.0	9725.1	2473.5	0	1	1591.1	750.64	2012.8	12.806	27.379	0	0	0.29399000000000003	0	4.5841	9.7151	4060.8	5.3481	0.07321	1.91	1	29.587	2.6496	589.44	0.033839999999999995	281.33	1.7664	0	0	0.026579000000000002	1545.2	31.353	14.573	0.22299000000000002	0	51422.0	4109.2	0.049645	18666.0	0.055311	-1	0	0	0	0.31106999999999996	0.38388	0.01433	2.6496	18.105	41.718999999999994	0.12300000000000001	-1	0	0	0	1	0	0	0	1	0	-1	-1	4733.1	27144.0	5.7408	0.42045	0.08089600000000001	0.036749000000000004	0.09283200000000001	0.40105999999999997
TCGA-EE-A2MI	SKCM_4	24264.0	0	0	0	0	1	0.52957	0	1	0	1	1	2256.2	1278.6	25404.0	1478.6	22.065	4330.1	1	0	0	659.86	0	6.5377	0.052479	17.584	3.3816	5558.4	16477.0	17718.0	0.6131	1904.4	3.1561	0.45088	9697.5	2616.8	0	0	963.1	316.06	2435.8	5.6359	29.081	0	0	0.08604500000000001	0	53.373000000000005	1.8035	21879.0	441.3	0.057402999999999996	2.6836	0	3.3816	56.81	336.94	0.031958999999999994	88.38799999999999	26.151	0	0	0.03241	1118.8	11.046	4.5087	0.25349	0	35907.0	14.312000000000001	0.11964000000000001	24230.0	0.47418000000000005	0	0	0	0	0.29178000000000004	0.021149	0.014147	65.828	4.9596	0.0	0.066436	0	0	1	0	0	0	0	0	0	0	0	0	3026.8	14636.0	0.45088	0.03171	0.086898	0.023024	0.092914	0.049295
TCGA-EE-A2MJ	SKCM_4	9132.6	0	0	0	0	1	0.36558	0	1	0	1	1	8570.6	2741.5	14088.0	1281.2	19.349	769.45	0	0	0	242.49	0	14.886	0.059949	2.7065	24.021	6386.2	10031.0	10713.0	0.41331999999999997	4830.8	13.194	7.7813	12235.0	4494.0	1	0	675.17	285.71	1011.9	5.4131	9.4729	0	1	0.2987	0	14.409	9.1346	304.91	31.7	0.18565	0.0	1	8.7963	8.7963	97.98299999999999	0.031527	24.763	7.443	0	0	0.056987	1777.7	19.622	44.996	0.22224000000000002	0	26549.0	159.32	0.01719	3072.1	0.47605	0	1	1	0	0.097307	0.30785	0.45747	12.179	25.035999999999998	11.807	0.11488	1	0	0	-1	0	-1	0	1	1	1	0	1	11156.0	18490.0	4.7365	0.022829	0.071134	0.025661	0.062012	0.029524
TCGA-EE-A2MK	SKCM_1	18108.0	1	1	1	0	0	0.78733	0	0	0	0	0	3778.1	6226.7	23956.0	5988.9	745.14	2013.5	0	0	0	493.85	0	2.2922	0.044597000000000005	20.838	7.2932	10572.0	8369.6	14457.0	0.036837	10810.0	0.41676	0.41676	9864.6	1723.3	0	0	4358.5	295.75	2319.6	6.4597	8.1268	0	0	0.050836	0	7.9397	4.7927	11364.0	2.7789	0.067893	0.0	1	10.419	5.0011	553.79	0.029604000000000002	61.583999999999996	0.41676	0	0	0.035879	54.784	13.753	6.8765	0.078733	0	33921.0	2372.8	0.018119999999999997	20616.0	0.048983	-1	0	-1	0	0.07438099999999999	0.06401799999999999	0.012506	2.7089	2.5005	0.0238	0.37506	-1	0	0	0	0	-1	0	0	1	-1	0	-1	11630.0	15916.0	0.20838	0.025575999999999998	0.066325	0.033407	0.061475	0.023207
TCGA-EE-A2ML	SKCM_2	8218.3	0	0	0	1	0	0.6663600000000001	1	0	1	0	0	2767.3	895.06	28568.0	3247.6	5.7787	2717.9	0	0	0	1051.7	0	7.937	0.71008	1.4698	8.8189	7406.3	14561.0	16871.0	0.71037	30149.0	2.3517	0.29396	14821.0	8292.5	0	1	3.2104	423.13	1386.6	35.864000000000004	3.8215	0	0	0.56624	0	38.846	6.4672	173.03	6.0997	0.34003	0.0	0	8.5249	0.5879300000000001	199.69	0.72745	35.976	0.0	0	0	0.64418	575.62	4.4095	8.231	0.10532000000000001	0	23125.0	2075.2	0.6234	20388.0	0.052478	-1	1	0	0	0.34326999999999996	0.58515	0.24418	0.5879300000000001	1.7638	143.04	0.062275	0	0	0	-1	0	0	0	0	0	0	0	0	4789.6	14322.0	6.7612	0.72005	0.66219	0.6988	0.10245	0.5842
TCGA-EE-A2MM	SKCM_2	3711.6	0	0	0	1	0	0.8581	1	1	1	0	0	10412.0	2827.8	45205.0	9011.3	27.495	3296.2	0	1	1	18.230999999999998	1	14.329	0.048907	2.1859	8.622	17933.0	6881.3	26966.0	0.89855	4430.9	0.36430999999999997	0.24286999999999997	21229.0	755.23	0	1	51.105	436.34	732.51	6.4361	3.886	0	0	0.8824	0	9.8625	15.18	4122.5	8.0693	0.8506100000000001	0.2989	1	8.0148	2.6716	130.6	0.32515	34.426	0.48573999999999995	0	0	0.07789700000000001	95.337	4.8575	6.3147	0.28602	0	15858.0	240.58	0.015290999999999999	19176.0	0.054747000000000004	0	0	1	0	0.88251	0.72575	0.61832	1.5787	0.7286199999999999	0.0	0.054458000000000006	0	1	0	-1	0	0	0	-1	1	1	0	0	9976.3	20366.0	0.36430999999999997	0.93732	0.80098	0.78905	0.04633	0.7905300000000001
TCGA-EE-A2MN	SKCM_2	5100.0	0	0	0	1	0	0.7081	1	0	1	0	0	15518.0	1614.3	58566.0	1602.3	14.469000000000001	2173.5	0	0	1	453.36	1	8.583	0.037389	3.9014	8.7781	4998.1	10253.0	30722.0	0.66971	14583.0	0.78028	0.0	15456.0	2757.0	0	1	7.579	485.06	843.34	5.657	5.2669	0	0	0.69104	1	8.957	13.265	272.41	1.7225	0.47203999999999996	0.3445	0	11.314	2.3408	168.81	0.06969600000000001	57.138999999999996	1.3655	0	0	0.44092	1343.2	5.657	12.679	0.49763999999999997	0	35461.0	717.94	0.17419	8286.6	0.47055	0	1	0	0	0.5048600000000001	0.48732	0.69067	1.7556	1.5606	0.0	0.06232000000000001	-1	0	0	-1	0	0	0	-1	0	0	0	-1	2429.1	10318.0	1.1704	0.74127	0.66437	0.079987	0.81005	0.43863
TCGA-EE-A2MP	SKCM_1	16604.0	1	1	1	0	0	0.39715	0	0	0	0	0	1532.4	1792.4	20968.0	2489.7	25.95	1455.0	1	0	0	890.64	0	3.3344	0.07094600000000001	21.761	4.9139	5485.6	5741.1	17701.0	0.082474	4345.4	0.52649	2.4569	8046.3	692.0	0	0	16778.0	566.57	1197.1	32.993	10.705	0	0	0.062727	0	24.714000000000002	6.4933	11469.0	12.665999999999999	0.10505	0.0	-1	10.880999999999998	21.936999999999998	310.16	0.3851	56.908	7.3708	0	0	0.37248000000000003	701.27	26.324	5.0894	0.062188	0	31750.0	2311.7	0.31382	17467.0	0.16169	-1	1	1	0	0.063658	0.38523	0.18612	11.232000000000001	1.5795	117.17	0.1513	0	-1	-1	-1	1	0	-1	0	-1	1	1	0	4854.8	25660.0	2.9834	0.11739000000000001	0.082088	0.036843	0.15734	0.050138
TCGA-EE-A2MQ	SKCM_1	18956.0	1	1	0	0	1	0.70954	0	1	0	0	0	3189.0	684.08	14722.0	1520.5	2813.3	945.0	0	1	0	362.67	0	4.5468	0.050009	8.0237	23.269000000000002	7585.0	39038.0	27490.0	0.75562	5417.0	0.53491	0.80237	20720.0	1970.4	0	1	2.0626	847.37	2000.7	49.211999999999996	12.838	1	0	0.64741	1	6.1877	15.512	749.92	18.219	0.08659299999999999	0.3438	1	47.34	12.57	200.07	0.77108	233.83	9.6284	0	0	0.034785	1278.8	68.469	17.92	0.47498999999999997	0	43787.0	4823.6	0.027357999999999997	18422.0	0.048327999999999996	-1	1	1	0	0.75754	0.031613999999999996	0.17182999999999998	13.105	8.8261	0.3438	0.058757000000000004	-1	0	-1	0	0	0	-1	1	1	1	0	0	5921.3	20976.0	5.8839999999999995	0.82278	0.70754	0.029947	0.51031	0.77291
TCGA-EE-A2MR	SKCM_3	12003.0	0	0	0	0	0	0.24408000000000002	0	0	0	1	1	1724.7	210.23	26716.0	1247.4	46.306999999999995	1727.3	1	0	0	544.32	0	16.052	0.051409	3.1652	18.991	4046.4	11965.0	22667.0	0.27858	2473.3	2.9391	2.9391	20529.0	3246.9	1	0	25.851999999999997	419.03	1816.5	8.7043	18.426	0	1	0.040845	0	14.204	7.0086	14489.0	46.591	0.18395	1.9886	1	10.174	8.7043	357.39	0.043112	46.006	4.2956	0	0	0.043147000000000005	1309.4	7.912999999999999	3.3913	0.25686	0	21712.0	46.591	0.30128	14495.0	0.09693600000000001	-1	1	1	0	0.35273000000000004	0.042137	0.030794	7.4608	3.0521	0.0	0.095108	0	0	-1	0	0	1	-1	1	1	1	-1	0	1766.5	21525.0	0.9043399999999999	0.28557	0.20970999999999998	0.25798000000000004	0.16099000000000002	0.0586
TCGA-EE-A2MS	SKCM_4	2104.4	0	0	0	0	1	0.77665	0	1	0	1	1	3308.6	5087.4	57962.0	3803.1	760.33	1480.4	1	1	1	328.14	1	33.033	0.051745000000000006	9.7993	2.6869	9415.6	13544.0	9002.9	0.7952100000000001	11211.0	1.1064	1.5805	7624.7	2462.3	0	0	4050.4	213.56	771.94	2.0547	46.784	0	0	0.085426	0	49.31100000000001	12.328	10420.0	69.616	0.085864	2.9007	1	16.28	0.47416	432.56	0.027623	365.2	0.63221	0	0	0.037201	229.15	4.8997	9.4832	0.10805	0	13290.0	186.37	0.10862999999999999	26939.0	0.074659	-1	1	-1	0	0.22393000000000002	0.80378	0.6977899999999999	0.79027	1.2644	0.0	0.22211	-1	-1	-1	-1	1	0	-1	1	1	-1	-1	-1	4486.6	15360.0	0.15805	0.057543	0.28269	0.035358999999999995	0.080314	0.075329
TCGA-EE-A2MT	SKCM_4	8940.4	0	0	0	0	1	0.7923899999999999	0	1	0	1	1	3195.1	2225.7	39845.0	3933.6	51.693000000000005	1255.4	1	0	0	93.54	0	15.48	0.0561	2.6922	6.5062	5286.0	10030.0	26497.0	0.038167	5959.1	1.3461	22.66	4425.9	5631.7	1	0	855.39	537.85	506.26	9.1984	23.333000000000002	0	1	0.52236	0	82.463	14.807	6145.4	1.641	0.7651399999999999	0.8205	0	11.665999999999999	1.1218	329.03	0.025169999999999998	47.225	1.1218	0	0	0.040406	978.88	15.255999999999998	6.5062	0.6497	0	20251.0	333.13	0.014173	9608.3	0.79219	0	1	0	0	0.068314	0.019128	0.77552	2.2435	2.0192	0.0	0.07168200000000001	0	-1	0	-1	1	0	0	0	0	0	0	0	9439.7	27023.0	0.67306	0.020222999999999998	0.08498700000000001	0.019938	0.10674000000000002	0.025256999999999998
TCGA-EE-A2MU	SKCM_2	9283.9	0	0	0	1	0	0.29608	1	0	1	0	0	4188.4	841.1	27725.0	1045.2	196.94	1160.1	0	0	0	302.25	0	16.261	0.44398999999999994	3.7526	28.456999999999997	4839.3	16223.0	18642.0	0.37856999999999996	11399.0	0.62543	1.8763	14827.0	2755.4	0	0	4.4448	483.8	1290.0	18.137	6.567	0	0	0.060828	0	8.8896	26.893	589.1	2.7353	0.22705	2.0515	1	28.456999999999997	85.684	305.67	0.05122	99.971	31.271	1	1	0.035006999999999996	2123.9	11.57	1.8763	0.26077	0	40866.0	126.85	0.021166	24102.0	0.05509	0	1	1	0	0.11419000000000001	0.11622	0.049721	35.649	15.01	4.4482	0.086625	1	0	0	-1	1	1	0	1	1	1	-1	1	5706.8	22645.0	0.62543	0.48318	0.48836	0.16187	0.32422	0.30293000000000003
TCGA-EE-A3AA	SKCM_1	13006.0	1	1	0	0	0	0.32955	0	0	0	1	1	1868.9	4801.9	13100.0	2858.9	515.37	1519.6	1	0	0	121.72	0	12.172	0.057426	11.752	74.43	5434.9	28691.0	17941.0	0.30762	8986.4	7.6949	3.3578	9362.5	2360.3	0	0	65.94800000000001	834.93	2456.3	12.032	32.039	1	0	0.04653	0	5.2921	19.587	8988.1	21.983	0.055762	0.8142	1	21.125999999999998	9.3737	193.36	0.15830999999999998	97.439	2.6582	0	0	0.025446	681.05	23.784000000000002	32.458	0.28579	0	48788.0	224.71	0.020947999999999998	21613.0	0.060325	-1	0	0	0	0.15256	0.034532	0.18608	6.1559	5.1765	0.0	0.12030999999999999	-1	0	-1	0	1	0	-1	1	1	1	1	-1	8622.8	19792.0	5.3165	0.19216	0.075436	0.030094	0.074661	0.50902
TCGA-EE-A3AB	SKCM_1	46687.0	1	1	1	0	0	0.22741	0	0	0	0	0	163.81	1592.4	12568.0	3213.4	40.264	2603.4	1	0	0	42.471000000000004	0	6.002000000000001	0.2693	19.34	10.003	4510.3	30492.0	10797.0	0.036150999999999996	7827.3	3.5567	2.8898	17209.0	2056.8	0	0	835.62	390.51	1083.8	16.227999999999998	18.673	0	0	0.051421	0	8.2735	9.3364	40877.0	4.9641	0.056625	0.0	1	22.451999999999998	17.561	378.93	0.032033	253.1	9.1141	0	0	0.035503	294.54	20.451	7.7804	0.090281	0	32176.0	611.69	0.51364	16335.0	0.0454	1	1	-1	0	0.096747	0.019453	0.32266	40.902	7.7804	278.68	0.075463	0	-1	0	-1	1	0	0	1	1	-1	-1	0	2155.0	23564.0	12.004000000000001	0.6226	0.2962	0.026753	0.072452	0.059129999999999995
TCGA-EE-A3AC	SKCM_2	4589.1	0	0	0	1	0	0.7895800000000001	1	0	1	0	0	5042.0	1130.6	62218.0	1981.7	2.8559	4345.2	0	0	1	155.93	1	17.480999999999998	0.059758000000000006	2.3116	9.5354	7903.7	13209.0	44413.0	0.75654	9063.1	1.1558	0.28895	9331.5	2207.3	0	0	91.959	391.25	1891.7	11.847000000000001	3.6119	0	0	0.5825100000000001	0	53.976000000000006	10.690999999999999	101.0	0.2856	0.061803	5.4261	0	9.1019	0.72237	205.91	0.45215	36.604	0.28895	0	0	0.027505	369.55	4.7677	3.1785	0.58215	0	28309.0	171.64	0.389	13613.0	0.055715	0	1	0	0	0.84951	0.21911999999999998	0.009696799999999998	0.5779	5.3456	0.0	0.086559	0	0	1	0	1	0	1	0	0	0	0	0	11495.0	16193.0	9.2464	0.52204	0.12544	0.020633000000000002	0.079163	0.035702
TCGA-EE-A3AD	SKCM_1	8803.8	1	1	1	0	0	0.9663	0	0	0	1	1	8757.7	3949.6	38427.0	2792.8	2419.3	2801.1	1	0	0	935.16	0	6.4270000000000005	0.049723	1.1686	3.7004	10569.0	13321.0	22027.0	0.035279000000000005	10744.0	0.19476	1.1686	13029.0	1160.8	0	0	828.5	359.84	1160.8	3.1161	3.7004	0	0	0.093659	0	32.769	5.0637	1312.2	11.129000000000001	0.41578999999999994	23.804000000000002	0	19.476	0.58428	342.22	0.027392000000000003	109.34	0.58428	0	0	0.032591	498.96	4.2847	15.775	0.16817000000000001	0	22771.0	245.15	0.016477000000000002	11025.0	0.054823000000000004	-1	1	-1	0	0.8958200000000001	0.9309700000000001	0.013897999999999999	0.58428	1.7528	0.0	0.039217	0	-1	0	-1	1	-1	0	1	0	-1	-1	0	4629.4	12259.0	0.19476	0.030077	0.091812	0.021561	0.49062	0.055675999999999996
TCGA-EE-A3AE	SKCM_4	5522.4	0	0	0	0	1	0.83765	0	1	0	0	0	6881.2	721.22	40182.0	2432.6	37.285	1204.8	1	0	0	44.4	0	12.439	0.066586	1.629	10.366	5941.0	8435.2	19259.0	0.036449	14537.0	0.8885299999999999	0.0	6379.4	2222.0	0	0	9.1077	215.74	1382.7	10.366	16.882	0	0	0.051644	0	44.4	18.363	222.15	0.0	0.097849	3.9846	1	9.6257	1.9251	311.65	0.073325	57.31	0.29618	0	0	0.033761	388.79	7.7006	12.290999999999999	0.053808	0	24746.0	411.27	0.033467000000000004	8001.7	0.06755499999999999	-1	0	0	0	0.054883	0.020286000000000002	0.0126	1.0366	3.8503	0.0	0.060785000000000006	1	1	1	-1	1	1	1	1	1	0	-1	1	4739.7	13142.0	3.7022	0.028332999999999997	0.094718	0.022193	0.066389	0.51253
TCGA-EE-A3AF	SKCM_1	10037.0	1	1	1	0	0	0.68523	0	0	0	0	0	10379.0	1292.0	23841.0	1750.8	39.676	1698.0	1	0	0	345.92	0	12.636	0.040816000000000005	1.2034	28.581999999999997	7202.6	22312.0	17546.0	0.11291	11325.0	2.8582	0.60172	8461.9	809.32	1	1	91.68	501.16	2498.8	5.2651	71.003	0	1	0.13162000000000001	0	7.319	14.592	899.83	3.8521	0.07012	2.3112	1	11.583	12.636	16.564	0.31332	50.508	2.7078	0	0	0.031938999999999995	1284.7	10.079	7.2207	0.42177	0	43119.0	32.743	0.011755	17359.0	0.062941	-1	0	-1	0	0.48613999999999996	0.019709	0.51161	6.3181	6.0172	0.0	0.054217999999999995	0	0	0	0	0	0	0	0	1	-1	1	0	15857.0	28225.0	0.30086	0.59502	0.075382	0.74074	0.027423000000000003	0.51342
TCGA-EE-A3AG	SKCM_1	11870.0	1	1	1	0	0	0.90251	0	0	0	0	0	981.24	1526.7	4884.1	1279.8	87.38	1316.4	1	0	0	48.417	0	9.7425	0.04349	19.772000000000002	29.801	7391.9	10821.0	14109.0	0.034785	6313.4	0.0	26.362	16317.0	579.86	1	0	2550.9	285.06	1290.7	10.602	29.228	0	1	0.051302	0	19.480999999999998	16.906	3494.1	59.876999999999995	0.12189000000000001	0.2865	1	10.029	3.7251	274.17	0.031393	12.362	2.0058	0	0	0.032036	20337.0	6.8771	26.649	0.057988	0	44931.0	399.37	0.016868	8711.6	0.05842000000000001	-1	1	1	0	0.057562	0.70208	0.01385	4.2982	0.57309	371.51	0.051467	0	0	-1	-1	1	1	-1	1	1	1	0	0	2387.6	26949.0	2.0058	0.034419	0.10069	0.023037000000000002	0.20922	0.029338
