PRAD	Labels	N:GEXP::TFF3:7033:	N:GEXP::SEPP1:6414:	N:MIR::hsa-miR-200b-3p:Corrected:	N:GEXP::ERG:2078:	N:GEXP::HLA-DMB:3109:	B:MUTA:COMP:SPOP::	B:MUTA:nons:SPOP::	N:METH:cg06816106:RP11-713D19.1:TssD221:Shore	B:MUTA:LOF:SMAD3::	N:GEXP::GHR:2690:	N:GEXP::CACNA1D:776:	N:GEXP::MAGED4B:81557:	N:GEXP::OGDHL:55753:	N:GEXP::LAT2:7462:	N:METH:cg10520594:NT5C:TssU53:Island	N:GEXP::ITPR3:3710:	B:MUTA:COMP:ACVR2A::	N:GEXP::ATP10A:57194:	N:MIR::hsa-miR-582-3p:Corrected:	N:GEXP::TP53I3:9540:	N:METH:cg13376158:NT5C:TssU132:Shore	N:GEXP::AGFG2:3268:	N:METH:cg08378505:NT5C:TssD57:Island	N:METH:cg04554033:C1QTNF1:TssU112:Island	N:GEXP::HDAC1:3065:	N:GEXP::ALOX15:246:	N:GEXP::EML6:400954:	N:GEXP::SEPT9:10801:	B:MUTA:COMP:JAK1::	N:MIR::hsa-miR-629-5p:Corrected:	N:MIR::hsa-miR-3065-3p:Corrected:	N:GEXP::H2AFY2:55506:	N:METH:cg26522057:B3GNT9:TssD556:Island	N:METH:cg23584144:DACT2:TssD86:Island	N:METH:cg07013787:SP5:TssU54:Island	N:METH:cg05145649:NT5C:TssU51:Island	N:METH:cg26020635:NA:NA:Island	N:METH:cg06172475:FLI1:TssU81:Island	N:METH:cg18153124:KCNQ3:TssD47:Island	N:METH:cg21092177:NT5C:TssU140:Shore	N:METH:cg12518360:SLC36A4:TssU173:Island	N:METH:cg25331703:LRRK1:TssU138:Island	N:METH:cg06620911:ANGPTL4:TssU2:Island	N:METH:cg08659394:B3GNT9:TssD200:Island	N:MIR::hsa-miR-99a-3p:Corrected:	N:GEXP::NKAIN1:79570:	N:GEXP::CCDC141:285025:	N:GEXP::TDRD1:56165:	N:GEXP::CNTLN:54875:	N:GEXP::SLC18A3:6572:	N:GEXP::PAX1:5075:	N:METH:cg27306873:LIPT1:TssD439:Shore	N:METH:cg14044057:RP11-713D19.1:TssD277:Shore	N:METH:cg06158040:EXO5:TssD161:Shore	N:GEXP::CHD1:1105:	N:METH:cg15031983:NA:NA:NA	N:METH:cg24016939:ZNF671:TssU142:Shore	N:METH:cg00245192:MGLL:TssD271:Island	N:METH:cg14913925:FAM200A:TssD519:Shore	N:METH:cg12030835:NA:NA:NA	N:GEXP::KIAA0087:9808:	N:GEXP::LOC100190940:100190940:	N:GEXP::CDH7:1005:	I:CNVR::TMPRSS2:7113:	N:GEXP::AMPD3:272:	N:METH:cg01184522:ZNF496:TssU669:Island	N:GEXP::C17orf44:284029:	N:GEXP::KCNH8:131096:	N:GEXP::KCNG3:170850:	N:METH:cg18190030:SLC35F3:TssU1382:Shore	N:METH:cg26937798:CTD-3203P2.3:TssU631:Shore	I:CNVR::GRIK2:2898:	N:GEXP::PKNOX2:63876:	I:CNVR::MINPP1:9562:	N:METH:cg18107409:PPP2R5C:TssU441:Island	I:CNVR::CHD1:1105:	I:CNVR::GPATCH8:23131:	I:CNVR::MIXL1:83881:	N:METH:cg10444953:NA:NA:NA	N:METH:cg25820220:RP11-395G23.3:TssD16:Island	N:METH:cg05689600:ALDH7A1:TssD268:Shore
TCGA-HC-7232	PRAD_1	351.14	2853.4	1265.1	5766.0	494.84	0	0	0.055113999999999996	1	4240.8	3977.9	462.79	1162.8	163.51	0.5771	1428.2	1	271.53	843.59	104.72	0.45833	1137.3	0.59482	0.32001	6289.2	528.53	158.56	7871.2	1	63.913000000000004	83.991	964.9	0.27308000000000004	0.032487	0.48625	0.53964	0.022611000000000003	0.040151	0.028714999999999997	0.39826	0.052770000000000004	0.21616	0.42288000000000003	0.57272	8.031	1985.0	3.964	139.73	300.27	30.721	75.977	0.2268	0.071408	0.058915999999999996	716.49	0.038618	0.30487	0.12032999999999999	0.056486	0.06513300000000001	69.7	83.904	260.96	-1	846.31	0.046318	21.141	103.06	111.65	0.18634	0.21166	0	92.493	-1	0.040215	0	0	0	0.51371	0.11066	0.12215999999999999
TCGA-HC-7233	PRAD_2	6003.4	11766.0	185.98	198.82	1608.2	0	0	0.037355	0	501.63	261.57	85.305	11.985999999999999	291.53	0.066126	1520.0	0	289.42	256.11	214.68	0.061863	971.18	0.044601	0.24838000000000002	2895.6	1.4101	20.798000000000002	4597.9	0	92.15299999999999	42.606	424.78	0.04954	0.1818	0.042079000000000005	0.016022	0.017263	0.25327	0.14167000000000002	0.050075	0.042051	0.019509000000000002	0.025401	0.079358	9.335	9.5179	14.100999999999999	41.597	180.14	0.0	0.3525	0.058051	0.08498	0.055723	817.13	0.030764999999999997	0.01731	0.14711	0.063592	0.036064	2.8201	2.4676	10.222999999999999	0	457.57	0.031836	103.29	105.05	2.8201	0.19614	0.041076	0	311.62	0	0.023344999999999998	0	0	0	0.05709500000000001	0.1561	0.022925
TCGA-HC-7736	PRAD_2	1131.2	6107.2	1654.1	259.6	417.41	0	0	0.053408000000000004	0	685.96	378.75	60.126000000000005	17.885	152.81	0.077567	1798.2	0	181.22	114.32	139.66	0.068672	610.21	0.032097	0.06647	3719.1	11.835999999999999	23.935	4794.6	0	92.228	167.97	692.79	0.042749	0.12902	0.038217	0.015561000000000002	0.01835	0.17427	0.12763	0.06265599999999999	0.051834000000000005	0.017204	0.019627000000000002	0.012894999999999998	7.0135	49.448	16.307000000000002	3.1562	159.39	0.0	8.9427	0.047668	0.10135	0.038252999999999995	1063.7	0.24045999999999998	0.06171	0.46791000000000005	0.059039999999999995	0.22544	3.9453	1.8411	11.835999999999999	0	432.67	0.066611	33.141	6.0494	15.780999999999999	0.38177	0.02932	-1	448.71	0	0.030137	0	0	-1	0.039794	0.19067	0.08125299999999999
TCGA-HC-7737	PRAD_2	11680.0	12725.0	219.85	453.11	649.12	0	0	0.052194000000000004	1	486.16	320.52	182.47	9.9923	319.75	0.11133	1259.8	0	196.39	251.63	124.9	0.091736	1182.5	0.054314	0.023755000000000002	2371.2	2.3059	23.444000000000003	3472.3	0	104.32	60.979	289.01	0.058645	0.15355	0.13052	0.023163	0.11197	0.081444	0.041046	0.068578	0.050615	0.30308	0.0168	0.26303000000000004	15.612	106.07	40.738	4.9962	146.04	0.3843	8.455	0.048056	0.091075	0.050911	694.85	0.083338	0.03192	0.060045	0.038391	0.07776799999999999	1.9216	3.4589	5.7648	0	426.98	0.14842	43.428000000000004	68.793	18.447	0.15283	0.11599000000000001	0	548.42	-1	0.026808	0	0	-1	0.043977999999999996	0.18356	0.034656
TCGA-HC-7740	PRAD_2	4778.7	9680.1	628.41	269.43	428.21	0	0	0.041624	0	597.97	164.27	416.75	96.706	332.77	0.11665	1765.8	0	263.51	235.93	223.82	0.076705	1087.8	0.058106	0.021762	2736.1	0.8446	24.070999999999998	5967.1	0	48.956	21.234	576.86	0.05625700000000001	0.11058	0.045147	0.030005	0.020511	0.15442	0.17854	0.064953	0.054423	0.024219	0.024378	0.014913999999999998	7.7858	52.365	16.47	244.09	153.72	0.0	2.1115	0.04505	0.070889	0.020434	519.85	0.12696	0.023316	0.15885	0.039327999999999995	0.11101	2.5338	21.959	7.1791	0	345.86	0.033791	44.341	14.357999999999999	9.7128	0.12528	0.058334000000000004	0	456.08	0	0.026288	0	0	0	0.04358	0.09661	0.032637
TCGA-HC-7742	PRAD_2	5280.3	2964.3	1419.2	222.89	255.16	0	0	0.046457	0	960.23	623.64	113.57	31.52	91.93299999999999	0.08803	1567.8	0	100.56	250.03	129.46	0.077685	758.72	0.026389	0.048908	3633.4	3.7523	18.387	5974.9	0	84.538	50.211000000000006	313.7	0.052627	0.28549	0.048984	0.029232	0.023709	0.33178	0.18216	0.07472100000000001	0.050825999999999996	0.024019	0.020285	0.014871	9.5639	440.52	9.3809	7.1295	107.32	14.259	0.0	0.040975	0.077277	0.03375	560.23	0.033093	0.018078999999999998	0.026926	0.029673	0.039356999999999996	4.1276	7.1295	42.026	0	484.43	0.023701	30.769000000000002	4.878	64.54	0.21904	0.048877	0	267.54	-1	0.030639	0	0	0	0.064125	0.14939000000000002	0.027491
TCGA-HC-7744	PRAD_1	182.52	1728.9	1040.6	5472.4	1389.8	0	0	0.0454	0	2905.2	2097.6	1319.4	847.33	72.865	0.7249800000000001	4231.1	1	585.45	395.59	440.44	0.60459	1297.1	0.71862	0.33016999999999996	5168.4	304.81	247.09	10921.0	1	48.803000000000004	15.743	1174.1	0.051517999999999994	0.023566999999999998	0.60405	0.71678	0.016393	0.056665	0.029918	0.5361100000000001	0.042868	0.26921	0.019686000000000002	0.011254	3.8232	1462.3	2.1643	1374.3	408.33	6.4929	129.5	0.3233	0.093808	0.068941	692.58	0.025001	0.36677	0.024308	0.040927	0.03957	4.3286	85.49	103.89	0	889.53	0.027092	58.43600000000001	282.8	186.13	0.055914	0.049582999999999995	0	33.547	-1	0.026012999999999998	0	-1	0	0.040622000000000005	0.10851	0.038424
TCGA-HC-7747	PRAD_1	180.16	11915.0	568.47	2669.8	2113.2	0	0	0.30612	0	970.25	345.04	568.96	303.72	306.2	0.3847	1602.1	0	177.69	305.18	466.94	0.10409000000000002	960.74	0.47723000000000004	0.37028	4522.3	63.636	126.45	6652.9	0	23.973000000000003	18.738	912.81	0.061819000000000006	0.028631	0.25292	0.19591	0.020352000000000002	0.031886000000000005	0.02161	0.10742	0.080814	0.017033	0.01763	0.013244	6.2	656.2	23.14	372.31	184.71	2.4793	8.6777	0.09614099999999999	0.25216	0.017689	442.15	0.024443	0.34458	0.02219	0.043401	0.046560000000000004	7.438	81.818	20.248	0	436.78	0.050078	60.744	20.660999999999998	39.256	0.088055	0.12524000000000002	0	480.99	0	0.028079000000000003	0	0	0	0.25233	0.091128	0.030425
TCGA-HC-7748	PRAD_1	239.37	7592.9	706.17	6061.0	2728.0	0	0	0.47526999999999997	0	2100.4	3846.9	651.61	581.1	159.23	0.5350699999999999	4447.3	1	280.63	424.12	464.99	0.23459000000000002	1141.8	0.57377	0.28376999999999997	5133.1	144.15	271.64	7241.4	1	66.182	31.185	897.44	0.077685	0.033731	0.44251999999999997	0.3638	0.01989	0.11444000000000001	0.029691000000000002	0.19916	0.050454	0.42921000000000004	0.10062	0.38669000000000003	9.5288	1662.4	10.051	1025.5	262.38	8.1994	7.1414	0.035671	0.33714	0.029923	899.29	0.045023	0.017536000000000003	0.042925	0.045887	0.033093	62.422	62.157	70.62100000000001	-1	1441.2	0.11164	103.42	128.28	160.02	0.092046	0.07336799999999999	0	292.8	-1	0.028173	0	-1	0	0.12533	0.28678000000000003	0.0328
TCGA-HC-7750	PRAD_2	9351.8	6382.0	271.07	224.1	288.13	0	0	0.041369	0	371.72	101.38	204.77	20.75	250.19	0.070138	1081.5	0	136.36	285.25	287.54	0.084995	1023.3	0.053764	0.025204	2842.8	0.5929	14.822000000000001	5052.3	0	75.515	46.924	350.38	0.063359	0.12045	0.036694	0.023089	0.020175	0.11225	0.0614	0.070783	0.042408	0.026779	0.025798	0.10975	12.877	19.564	11.264000000000001	7.1143	128.06	0.0	0.5929	0.042496	0.11515	0.029523	451.17	0.026458	0.018668	0.19907	0.029594	0.038133999999999994	1.7786	7.7072	1.1857	0	246.04	0.028551999999999998	66.4	36.164	2.9643	0.21435	0.070513	0	571.52	0	0.03035	0	0	0	0.051467	0.10265	0.03272
TCGA-HC-7818	PRAD_1	4222.1	5276.8	553.39	1970.0	2930.4	0	0	0.22376	0	1898.7	980.2	427.81	145.54	265.68	0.41908999999999996	2746.2	1	323.76	399.36	453.13	0.17048	1390.4	0.46365	0.27574	3586.5	100.99	192.08	5938.9	0	61.097	18.259	689.11	0.060186	0.13165	0.40662	0.31709	0.017786	0.05678099999999999	0.032802	0.15550999999999998	0.074028	0.018632	0.024749	0.01563	5.8522	653.47	17.492	448.19	245.88	0.0	1.6502	0.051784000000000004	0.16935999999999998	0.022946	709.9	0.056032000000000005	0.024808	0.23015	0.067798	0.051133	11.880999999999998	154.46	17.822	0	679.87	0.025919	86.79899999999999	103.96	104.62	0.06666	0.080862	0	278.22	0	0.034674	0	0	0	0.077227	0.17178	0.029764
TCGA-HC-7820	PRAD_1	5691.8	6082.7	1921.4	4799.6	1296.5	0	0	0.036555000000000004	0	2040.2	1042.3	727.69	166.62	279.87	0.47331999999999996	1841.6	0	471.01	397.47	286.72	0.10572999999999999	1752.8	0.56767	0.055692	4916.8	261.83	61.31100000000001	6760.4	0	118.34	48.43600000000001	821.57	0.052212	0.027231	0.41091000000000005	0.30583	0.022313	0.042107	0.080065	0.09682	0.046501999999999995	0.023389	0.023431999999999998	0.042706	7.7397	379.77	9.377	984.22	178.88	0.0	14.787	0.054371	0.12399	0.027076	588.95	0.038417	0.031823000000000004	0.053890999999999994	0.055679	0.052085	6.4918	92.68799999999999	18.754	0	1077.3	0.082463	34.262	104.95	45.082	0.17736	0.09445	0	424.13	0	0.026047000000000004	0	0	0	0.072772	0.10042999999999999	0.027792
TCGA-HC-7821	PRAD_1	463.69	4844.4	1199.5	3095.5	6746.3	0	0	0.09344	0	305.96	6992.5	1225.7	807.59	302.45	0.76194	1546.3	1	529.73	593.21	127.16	0.30469	781.24	0.76439	0.5725399999999999	6460.4	92.035	29.859	4520.6	0	79.381	19.238	578.91	0.18819	0.036201	0.61458	0.61893	0.019691	0.045701	0.032046	0.20221	0.040038	0.36651	0.029873	0.69938	9.5258	2936.3	29.156	309.12	302.45	72.363	67.094	0.052339	0.07964299999999999	0.027801999999999997	859.58	0.028062	0.40121999999999997	0.047443	0.033915	0.035769999999999996	7.7281	136.3	58.663000000000004	-1	243.44	0.10067999999999999	68.85	112.41	492.49	0.25787	0.19038	-1	308.07	0	0.78223	0	0	0	0.73543	0.095224	0.035766
TCGA-HC-8213	PRAD_1	1990.6	5159.0	1207.0	7942.6	6129.3	0	0	0.05235599999999999	0	3406.1	1447.2	699.56	542.35	196.63	0.76473	1398.0	1	207.53	1716.3	206.54	0.20505	1152.5	0.8026	0.6539	6050.0	235.26	134.72	6728.1	1	92.88	54.507	764.74	0.051002	0.039657	0.25658000000000003	0.61077	0.02275	0.40207	0.034444999999999996	0.17922000000000002	0.056199	0.022897	0.028553	0.01817	6.7589	301.14	3.9624	725.61	198.12	3.4671	2.4765	0.040802	0.033498	0.023398	525.51	0.034358	0.014715	0.026012999999999998	0.10389000000000001	0.040723	74.294	127.79	58.445	-1	1085.2	0.07291	145.62	199.11	267.95	0.22416	0.079613	0	263.99	0	0.044861	0	-1	0	0.066482	0.083846	0.023851
TCGA-HC-8216	PRAD_2	3441.3	14333.0	1262.6	208.07	800.5	0	0	0.037142	0	153.94	321.79	717.3	30.788	219.99	0.05338300000000001	521.58	0	113.22	738.14	218.99	0.060702	681.81	0.036039	0.06967000000000001	3812.3	50.652	12.415	3567.5	0	90.76	42.508	243.33	0.051141000000000006	0.034013	0.12877	0.022578	0.020987000000000002	0.11	0.07445399999999999	0.038156	0.061592999999999995	0.025151	0.024572	0.015078999999999999	6.606	44.196000000000005	73.495	748.36	139.04	0.4966	1.9863	0.043257	0.032618	0.043872	468.78	0.035838999999999996	0.16337000000000002	0.035676	0.029425	0.045252	1.9863	6.4556	27.809	0	461.82	0.022838	80.447	35.258	41.713	0.12592	0.060408	0	233.89	0	0.039961	-1	-1	0	0.040315	0.086623	0.019037000000000002
TCGA-HC-8256	PRAD_2	13327.0	10630.0	987.35	99.81200000000001	309.73	0	0	0.038905	0	2455.7	1373.2	136.91	203.58	230.91	0.0691	1207.1	0	166.35	906.96	195.27	0.08973099999999999	742.25	0.031807	0.080411	3352.4	0.0	9.5059	3805.5	0	130.1	27.5	324.39	0.065875	0.4021	0.049888999999999996	0.035901	0.019201	0.33141	0.073215	0.061436000000000004	0.095485	0.024801	0.035709	0.29277	7.9326	89.118	14.655	6.7333	108.13	0.0	0.7922	0.04364	0.042556000000000004	0.036532999999999996	673.73	0.047985	0.01542	0.43795	0.033537	0.050033999999999995	1.1882	2.7726	97.039	0	224.58	0.072017	44.361000000000004	6.7333	73.671	0.25944	0.14312	-1	600.85	0	0.056103	0	0	0	0.063304	0.11556	0.030069
TCGA-HC-8257	PRAD_1	1326.1	7427.1	352.73	7480.4	835.04	0	0	0.55416	0	971.6	2084.2	1124.1	982.07	323.46	0.61426	2546.7	1	240.48	232.23	265.46	0.32766999999999996	1160.5	0.7064699999999999	0.6511399999999999	7280.2	102.32	156.29	4797.2	1	35.68	46.946999999999996	1037.3	0.21806999999999999	0.45005	0.5290600000000001	0.60135	0.022178	0.050526	0.056872000000000006	0.24439	0.054331	0.16126	0.32465	0.47075	9.7024	326.69	4.0282	1046.9	254.58	1.2085	45.922	0.21235	0.35279	0.050164	841.89	0.035102	0.030535000000000003	0.025404	0.067802	0.042901999999999996	21.349	152.67	270.29	-1	268.68	0.13038	35.448	397.58	359.72	0.10177	0.28113	-1	194.56	0	0.066102	0	0	0	0.61205	0.095612	0.02027
TCGA-HC-8258	PRAD_3	8279.3	13041.0	488.51	166.67	477.0	1	1	0.10307999999999999	0	528.08	249.4	214.47	88.11200000000001	907.71	0.051838999999999996	1439.5	0	329.45	288.95	510.45	0.083289	1439.7	0.035164999999999995	0.027788	3270.0	3.5842	28.973000000000003	3526.9	0	59.107	53.958999999999996	506.87	0.10844000000000001	0.08153400000000001	0.088139	0.022936	0.31140999999999996	0.050682	0.06704	0.06250499999999999	0.08367999999999999	0.15962	0.017188	0.45956	9.0617	94.086	574.07	12.245999999999999	166.67	0.8961	1.7921	0.065291	0.064862	0.24728000000000003	399.94	0.1282	0.16352	0.028247	0.062047000000000005	0.08685599999999999	1.1947	6.2724	12.245999999999999	0	307.65	0.13479000000000002	77.061	8.3632	1.4934	0.13906	0.10580999999999999	0	357.83	0	0.047052	0	0	0	0.069408	0.10553	0.021863
TCGA-HC-8260	PRAD_1	305.1	7936.9	776.59	4531.5	1606.7	0	0	0.25779	0	769.21	719.77	763.57	438.6	317.69	0.29659	2429.3	0	391.69	338.75	511.65	0.14444	916.56	0.40164	0.36351	3995.0	143.26	102.64	5462.5	0	70.40899999999999	43.288999999999994	814.23	0.069261	0.034023000000000005	0.21544000000000002	0.21711	0.021058	0.058127	0.040287	0.13255999999999998	0.047163	0.023661	0.025997000000000003	0.19355999999999998	6.2586	1006.9	53.526	273.3	227.65	9.7607	5.3526	0.045382	0.15552	0.02758	713.16	0.031858	0.064264	0.033329000000000004	0.042178	0.039545	26.763	66.751	38.413000000000004	0	710.33	0.027204000000000002	49.118	134.13	38.413000000000004	0.07715599999999999	0.048069	0	337.22	0	0.050818	0	0	0	0.075248	0.10594	0.023775
TCGA-HC-8261	PRAD_3	19233.0	13907.0	849.35	184.02	756.94	1	1	0.65436	1	521.78	410.76	96.868	37.006	2285.9	0.038887	771.54	1	327.33	570.15	416.82	0.07443	1595.6	0.026275	0.19533	4266.8	5.3827	9.7561	2185.0	0	236.75	36.9	485.79	0.38709	0.4531	0.31968	0.023253	0.5646800000000001	0.086069	0.08022699999999999	0.056407000000000006	0.6634800000000001	0.55385	0.58628	0.65433	16.327	17.494	188.73	13.12	81.413	0.0	2.0185	0.5462	0.42733999999999994	0.40578000000000003	146.34	0.56891	0.57297	0.10189	0.21398000000000003	0.58648	2.3549	3.3642	8.074	0	296.05	0.40788	112.36	12.784	1.0093	0.26013000000000003	0.44073999999999997	0	173.25	0	0.054212	-1	0	0	0.066676	0.12715	0.02415
TCGA-HC-8262	PRAD_1	263.08	6048.1	1111.9	5251.1	1881.4	0	0	0.076934	0	1609.1	1263.1	741.88	257.49	189.75	0.57818	2568.2	1	402.19	415.94	549.51	0.40669	1453.8	0.6430100000000001	0.49454	6481.0	349.24	83.52799999999999	7070.0	1	77.763	33.0	1150.0	0.07567	0.034727	0.40503	0.5655399999999999	0.018357	0.17654	0.03954	0.29866	0.054354999999999994	0.21377	0.02445	0.37292	3.5941	653.76	3.6174	833.97	302.87	1.9731	15.456	0.22628	0.051987	0.030156	768.2	0.08303200000000001	0.18579	0.066022	0.034638	0.051896000000000005	20.06	422.57	63.138999999999996	-1	1288.8	0.086029	34.858000000000004	247.95	69.71600000000001	0.30745	0.17618	-1	150.28	0	0.06184	0	-1	0	0.16505999999999998	0.10048	0.034748
TCGA-HC-8264	PRAD_2	1566.6	11798.0	266.86	410.02	457.9	0	0	0.049844	1	609.83	333.01	49.303999999999995	2.4282	419.39	0.10630999999999999	775.38	0	98.86399999999999	370.9	314.98	0.07295900000000001	524.5	0.045534	0.49244	3366.9	79.785	12.488	2780.0	1	85.934	39.925	126.96	0.17256	0.46366999999999997	0.040755	0.038887	0.022363	0.65587	0.24316	0.056114	0.058441999999999994	0.1692	0.040633999999999997	0.5414899999999999	30.871	13.529000000000002	23.936	246.99	191.83	0.0	0.0	0.058658	0.039436	0.045505000000000004	457.55	0.026366000000000004	0.017973	0.5362100000000001	0.033739	0.054724	1.7345	1.0407	0.0	0	86.029	0.12743	27.404	4.5096	42.668	0.53971	0.08736100000000001	0	584.16	0	0.054672000000000005	0	0	0	0.036438	0.24925999999999998	0.022797
TCGA-HC-8266	PRAD_2	3086.3	9729.1	470.26	310.2	1784.3	0	0	0.08078400000000001	1	367.06	340.39	415.68	45.49	474.12	0.068776	1212.6	0	227.45	251.48	196.08	0.07412300000000001	838.43	0.025293	0.28165	3048.6	8.6275	26.274	5006.7	1	91.005	21.939	479.61	0.32639	0.27207	0.25583	0.024422	0.081366	0.087823	0.05915	0.060811000000000004	0.35452	0.031344	0.031662	0.5503100000000001	6.9066	41.176	78.431	1.9608	160.39	0.0	0.0	0.036535000000000005	0.050469	0.068024	687.06	0.18552000000000002	0.26559	0.24764	0.036956	0.11123	1.9608	31.372	47.843	0	342.75	0.22393000000000002	66.275	13.725999999999999	49.412	0.24528000000000003	0.11899000000000001	0	143.14	-1	0.046895	-1	0	0	0.1969	0.11232	0.031132
TCGA-HC-A48F	PRAD_1	2799.6	1705.2	1864.6	7398.8	701.25	0	0	0.028027999999999997	0	2761.8	1893.8	740.19	1279.2	56.016999999999996	0.26345	965.71	1	158.51	97.51799999999999	200.83	0.061091999999999994	1203.7	0.054888	0.34835	5524.5	379.67	12.448	9121.6	0	35.366	67.80199999999999	1264.7	0.030706	0.027648000000000002	0.056502	0.01948	0.015637	0.030511	0.029624	0.06754299999999999	0.051264	0.025710000000000004	0.020306	0.013641	5.2317	1646.9	0.4149	322.82	511.62	257.68	102.08	0.046061000000000005	0.06438300000000001	0.022636	388.8	0.029668	0.038031	0.017748	0.026462	0.037993	54.772	30.291	104.98	-1	1400.4	0.13618	41.909	813.69	36.929	0.16184	0.065038	-1	331.54	-1	0.030635000000000003	-1	-1	0	0.10321	0.071132	0.040098
TCGA-HC-A4ZV	PRAD_2	1843.4	14541.0	1962.0	307.0	827.44	0	0	0.34868000000000005	0	153.15	316.01	84.241	11.780999999999999	336.11	0.15665	1104.7	1	98.406	1150.5	106.03	0.058169000000000005	730.42	0.021034	0.029719	3377.0	69.993	6.93	3082.5	1	163.08	36.952	374.91	0.035079	0.098354	0.53492	0.017485	0.023204	0.29562	0.034414	0.048126	0.053195000000000006	0.025723000000000003	0.035679	0.015211	23.095	191.96	232.85	1389.5	103.26	0.0	10.395	0.033881	0.20629	0.052017999999999995	595.98	0.023975	0.018900999999999998	0.070436	0.031245	0.029213999999999997	9.009	1.386	11.780999999999999	0	171.86	0.065341	36.036	6.237	69.993	0.45783	0.15377000000000002	-1	248.79	0	0.034772000000000004	0	0	1	0.043256	0.095563	0.17590999999999998
TCGA-HC-A632	PRAD_1	194.51	7911.9	739.97	10458.0	4230.9	0	0	0.27958	0	1430.2	1620.6	85.84	400.46	249.12	0.6168100000000001	1371.2	1	241.32	708.14	100.38	0.15887	2159.4	0.72915	0.35413	5139.4	373.42	17.163	3266.1	0	192.01	52.008	1112.5	0.18859	0.064803	0.44448000000000004	0.52618	0.021752	0.032468000000000004	0.02961	0.11615	0.049931	0.49949	0.1393	0.53696	5.6169	606.93	17.683	1604.5	392.66	32.765	29.125	0.044389	0.1272	0.23928000000000002	646.46	0.029041	0.37462	0.026626	0.06314	0.040423	163.31	26.004	87.374	-1	499.8	0.079932	47.327	170.59	192.43	0.4562	0.045079	-1	137.82	0	0.08163200000000001	0	0	0	0.59849	0.087775	0.17139000000000001
TCGA-HC-A76X	PRAD_1	191.69	2314.5	1218.0	10632.0	15353.0	0	0	0.43405	0	1021.2	7341.5	1900.6	1413.9	172.55	0.7643300000000001	4486.0	1	344.8	2666.8	149.52	0.38511	1762.0	0.78472	0.70299	6832.5	408.19	347.79	7853.2	1	43.29600000000001	47.59	1215.0	0.040619999999999996	0.029957	0.6308	0.60278	0.016359000000000002	0.049024	0.023522	0.33734000000000003	0.056227	0.023457	0.022423	0.022194	6.4407	2167.5	4.7847	1468.0	306.22	24.223000000000003	69.976	0.051654	0.35031999999999996	0.024066999999999998	608.55	0.36993000000000004	0.4705	0.056344000000000005	0.028595	0.35235	276.91	107.95	89.414	-1	1520.9	0.016926	145.04	518.54	175.84	0.077289	0.21041999999999997	0	78.648	0	0.047827999999999996	0	-1	0	0.060229	0.089461	0.023668
TCGA-HC-A8D0	PRAD_1	146.7	5044.8	490.59	4663.9	3906.5	0	0	0.24615	0	1372.9	2026.3	1286.4	246.64	148.45	0.30005	3559.2	0	342.49	194.81	185.86	0.20629	892.46	0.40115	0.27659	4706.6	146.7	88.837	7067.8	0	36.657	32.376999999999995	950.91	0.050503	0.035817	0.26358000000000004	0.29322	0.03085	0.04646	0.053112	0.19030999999999998	0.050347	0.023639	0.028745999999999997	0.018644	5.2681	589.13	7.0134	1117.5	209.23	1.1689	9.9357	0.06599	0.17753	0.047889	652.25	0.027458	0.022186	0.028078	0.032267000000000004	0.044849	115.14	133.84	46.756	-1	249.56	0.025306	61.368	135.01	74.226	0.1024	0.087688	0	177.09	-1	0.042937	0	0	0	0.035674000000000004	0.08457999999999999	0.036006
TCGA-HC-A8D1	PRAD_1	206.59	6529.7	711.09	5337.8	9955.1	0	0	0.16394	0	3283.9	1719.1	1164.5	450.1	251.5	0.31606	2268.1	0	224.05	608.86	243.51	0.26026	1355.3	0.39624000000000004	0.31475	5281.4	332.83	861.78	6475.6	0	24.24	31.919	856.79	0.27001	0.046544	0.33108000000000004	0.37562	0.025626	0.048756	0.043656	0.24715	0.061573	0.10374000000000001	0.03937	0.47081999999999996	6.9258	819.36	7.485	737.03	225.55	2.495	9.481	0.047684	0.14035999999999998	0.039715	676.65	0.030420999999999997	0.13193	0.038577999999999994	0.034135000000000006	0.044402	44.411	128.74	78.842	-1	808.88	0.11218	65.369	83.83200000000001	96.806	0.11575	0.14789000000000002	0	231.54	0	0.056192	0	-1	0	0.17915	0.09664600000000001	0.051366999999999996
TCGA-HI-7170	PRAD_2	5933.6	8905.0	901.48	347.69	480.14	0	0	0.032976	0	559.79	150.35	142.46	29.980999999999998	149.91	0.07554	1069.4	0	82.336	238.61	270.72	0.07081599999999999	766.53	0.045396	0.046326	2544.8	4.4748	22.374000000000002	7045.5	1	61.373999999999995	40.342	684.19	0.058556	0.31051	0.05583099999999999	0.020228	0.018261000000000003	0.31698000000000004	0.12134	0.075563	0.059248	0.023882	0.071425	0.03783	12.619000000000002	18.347	13.424000000000001	278.78	187.94	0.0	8.0546	0.046977	0.09689	0.02995	783.09	0.029355000000000003	0.017987	0.39593	0.036295999999999995	0.037422000000000004	0.895	0.0	8.9495	0	380.8	0.047976	76.96600000000001	2.2374	9.397	0.20755	0.059437000000000004	0	309.21	0	0.031580000000000004	0	0	0	0.054802	0.10430999999999999	0.11023
