MESO	Labels	N:GEXP::KRT7:3855:	N:GEXP::SPARC:6678:	N:GEXP::IGF2:3481:	N:GEXP::MT2A:4502:	N:GEXP::KRT8:3856:	N:GEXP::SLPI:6590:	N:GEXP::C3:718:	N:GEXP::TIMP1:7076:	N:GEXP::CLU:1191:	N:GEXP::C4A:720:	N:GEXP::RARRES2:5919:	N:GEXP::MGP:4256:	N:GEXP::PPARGC1A:10891:	N:GEXP::CLDN1:9076:	N:GEXP::KRT17:3872:	N:GEXP::EEF2:1938:	N:GEXP::GAPDH:2597:	N:GEXP::LGALS3BP:3959:	N:GEXP::DHCR24:1718:	N:GEXP::EFEMP1:2202:	N:GEXP::GNAS:2778:	N:GEXP::HSPB1:3315:	N:GEXP::B2M:567:	N:GEXP::C3AR1:719:	N:GEXP::PDZK1IP1:10158:	N:GEXP::ACTB:60:	N:GEXP::ARNTL2:56938:	N:GEXP::COL6A1:1291:	N:GEXP::C7:730:	N:GEXP::HLA-B:3106:	N:GEXP::TPT1:7178:	N:GEXP::FOSL1:8061:	N:GEXP::LY6E:4061:	N:GEXP::HLA-C:3107:	N:GEXP::HLA-A:3105:	N:GEXP::PSAP:5660:	N:GEXP::ALDOA:226:	N:GEXP::DLGAP5:9787:	N:GEXP::KLK10:5655:	N:GEXP::RBP1:5947:	N:GEXP::BST2:684:	N:GEXP::ARHGDIB:397:	N:METH:cg15193782:ARMC3:TssD1:NA	N:GEXP::ACTG1:71:	N:GEXP::DCBLD2:131566:	N:GEXP::TFPI2:7980:	N:GEXP::TMSL3:7117:	N:GEXP::SATB2:23314:	N:GEXP::PARD6B:84612:	N:GEXP::GIMAP4:55303:	N:GEXP::FLI1:2313:	N:GEXP::IL12RB1:3594:	N:GEXP::CCNA2:890:	N:GEXP::SNCG:6623:	N:MIR::hsa-miR-181d-5p:Corrected:	N:GEXP::C19orf21:126353:	N:GEXP::EZR:7430:	N:GEXP::AQP1:358:	N:GEXP::CPB1:1360:	N:GEXP::ADH1B:125:	N:GEXP::CARHSP1:23589:	N:GEXP::CALB2:794:	N:GEXP::CA9:768:	N:GEXP::LARP6:55323:	N:GEXP::CYP17A1:1586:	N:GEXP::PLXND1:23129:	N:GEXP::SOX9:6662:	N:GEXP::ARHGAP10:79658:	N:METH:cg26103512:CSNK1D:TssU204:Island	N:GEXP::MT1E:4493:	N:GEXP::TRPV6:55503:	N:GEXP::FBXO2:26232:	N:GEXP::PLEK:5341:	N:GEXP::IL27RA:9466:	N:GEXP::HSD17B6:8630:	N:GEXP::ARHGEF5:7984:	N:GEXP::MARCH3:115123:	N:GEXP::DNMT1:1786:	N:GEXP::VTN:7448:	N:GEXP::ARHGAP31:57514:	N:GEXP::MS4A6A:64231:	N:GEXP::MARK3:4140:	N:GEXP::LRRC33:375387:	N:GEXP::NT5C3:51251:	N:GEXP::SCARA3:51435:	N:GEXP::RCSD1:92241:	N:GEXP::ARHGEF3:50650:	N:GEXP::GAS2:2620:	N:GEXP::KIAA1737:85457:	N:GEXP::ALDH1A2:8854:	N:GEXP::PPARGC1B:133522:	N:METH:cg21035368:ERCC1:TssD6196:Island	N:MIR::hsa-miR-301a-5p:Corrected:	N:GEXP::ARL3:403:	N:GEXP::C4BPA:722:	N:GEXP::CLIC5:53405:	N:GEXP::TNXB:7148:	N:METH:cg08839858:ARMC3:TssU111:NA	N:GEXP::EARS2:124454:	N:GEXP::KIF7:374654:	N:METH:cg03932406:SPRED2:TssD1431:Island	N:GEXP::C8orf77:286103:	N:GEXP::ARF6:382:	N:GEXP::CARM1:10498:	N:GEXP::SCARF1:8578:	N:GEXP::PARVG:64098:	N:GEXP::ARHGEF35:445328:	N:GEXP::SLC26A6:65010:	N:METH:cg03053575:ZNF69:TssD64:Shore	N:GEXP::ABLIM1:3983:	N:GEXP::ACPL2:92370:	N:METH:cg05207415:MARK3:TssU512:Island	N:METH:cg04857420:TNFRSF11B:TssU190:Island	N:GEXP::CARNS1:57571:	N:GEXP::PORCN:64840:	N:GEXP::ARL2:402:	N:GEXP::PARP9:83666:	N:GEXP::MARCH4:57574:	N:GEXP::RCHY1:25898:	N:METH:cg13764991:DMRT2:TssD431:Island	N:GEXP::NDUFA5:4698:	N:GEXP::ARHGAP30:257106:	N:GEXP::MARVELD3:91862:	N:GEXP::IRAK2:3656:	N:METH:cg02221347:DARS:TssD33:Island	N:METH:cg17385674:ARID1A:TssU821:Shore	N:METH:cg03093695:GSG1:TssD2527:Island	N:METH:cg21940042:ZNF69:TssU92:Shore	N:MIR::hsa-miR-1287-5p:Corrected:	N:GEXP::BIN2:51411:	N:GEXP::SLC7A4:6545:	N:METH:cg23996306:DARS:TssD44:Island	N:GEXP::XAF1:54739:	N:GEXP::CHP:11261:	N:GEXP::ARC:23237:	N:METH:cg13539253:GARNL3:TssD221:Shore	N:METH:cg03894174:NA:NA:Shore	N:METH:cg03608000:ZNF69:TssU11:Shore	N:METH:cg18863156:LHX4:TssD4983:Island	N:GEXP::SYBU:55638:	N:GEXP::INPP5J:27124:	I:CNVR::NEGR1:257194:	N:GEXP::ITLN1:55600:	N:GEXP::STRADB:55437:	N:METH:cg25124633:TARID:TssD106:Island	N:METH:cg06377221:ARRDC2:TssU203:Island	N:METH:cg03040522:ADAR:TssD737:Shore	N:GEXP::HYDIN:54768:	N:GEXP::COL7A1:1294:	N:METH:cg19720265:MARK1:TssU643:Shore	N:GEXP::CALML4:91860:	N:METH:cg20315346:CHP1:TssD13:Island	N:GEXP::FAM64A:54478:	N:GEXP::PYHIN1:149628:	N:GEXP::VASP:7408:	N:GEXP::EPB41L5:57669:	N:METH:cg21958603:NA:NA:Island	N:METH:cg15169189:PTPRM:TssD2110:Shore	N:GEXP::ADAT2:134637:	N:METH:cg14257369:FGF22:TssU314:Island	N:MIR::hsa-miR-151b:Corrected:	N:GEXP::CHST4:10164:	N:GEXP::RSPO1:284654:	N:GEXP::GALNT4:8693:	N:GEXP::MT1L:4500:	N:GEXP::RICH2:9912:	N:GEXP::DTD1:92675:	N:GEXP::DHODH:1723:	N:GEXP::PNCK:139728:	N:GEXP::CTAGE9:643854:	I:CNVR::GATA6:2627:	N:GEXP::SIGLEC1:6614:	N:GEXP::LOC441294:441294:	N:GEXP::FLJ42875:440556:	N:METH:cg05235761:MOXD1:TssD570:Shore	I:CNVR::CSPG5:10675:	I:CNVR::MIR491:574444:	I:CNVR::LINC01107:151171:	I:CNVR::ASCC3:10973:	I:CNVR::TMEM135:65084:	I:CNVR::SYNPR:132204:
TCGA-SC-A6LQ	MESO_2	4647.4	72621.0	687.39	9821.5	93867.0	7923.6	210690.0	16068.0	7246.2	167610.0	9955.4	4531.8	7.9976	9414.8	13.196	67473.0	71523.0	26677.0	5101.3	29208.0	15328	14113.0	80758.0	989.3	1636.7	128200.0	37.189	29230.0	10382.0	36572.0	85081.0	602.22	19997.0	37309.0	50919.0	119840.0	27205	219.93	1498.3	735.38	7987.6	3341.4	0.025279	96939.0	1155.7	1356.0	53866.0	26.791999999999998	363.49	783.76	513.85	105.97	445.1	2626.8	5.9026	2159.3	35857.0	91337.0	212.34	1439.2	4680.7	20043.0	953.4	210.74	7.1978	3054.7	25.592	387.48	0.2252	3547.7	17.995	10358.0	1301.6	252.72	2787.6	490.65	213.14	1715.1	10567.0	406.68	2744.4	1234.8	403.88	919.72	1569.5	508.25	800.56	2.7992	477.86	13692.0	59.181999999999995	0.14983	2.574	333.9	1413.6	1442.8	4120.2	0.11225	591.82	247.08	0.11354000000000002	1.5995	2080.2	1761.1	307.51	568.23	596.62	261.92	0.34799	633.01	299.51	0.23901999999999998	0.23039	1023.3	127.96	1318.0	2791.8	18.395	581.03	0.033539	934.12	913.73	35.376999999999995	159.15	0.11878	0.057145	0.036741	0.3302	24.029	337.9	1843.5	0.15237	1114.9	8798.6	19.594	0.14829	0.050055	0.08375	0.057289	135.96	19.194000000000003	0	9777.1	219.53	0.016712	0.024869	0.069253	52.38399999999999	123.56	0.067455	307.51	0.030487	69.979	37.589	2574.0	160.35	0.027138	0.21352	109.97	0.065778	0.96604	61.581	1239.6	576.63	35.589	428.27	518.64	173.15	18.794	75.17699999999999	-1	1547.5	37.589	11.995999999999999	0.099039	0	-1	-1	0	0	0
TCGA-SC-A6LR	MESO_4	7.9263	50503.0	845.21	5625.4	29393.0	14978.0	667830.0	72873.0	3984.6	60712.0	9380.1	21220.0	171.12	6661.9	3.2638	164360.0	44775.0	24246.0	5580.1	50730.0	11461	10680.0	31452.0	354.82	4106.3	66226.0	28.908	12899.0	2816.2	22431.0	80973.0	27.975	3621.4	22364.0	22350.0	37349.0	50559	75.999	175.78	395.38	370.67	1392.7	0.047037	133540.0	4595.4	18.65	42052.0	25.178	744.61	242.92	230.8	27.509	104.11	776.31	56.38	2306.1	50469.0	3245.1	4687.7	22300.0	8825.8	45427.0	1471.9	178.11	2.4991	1045.8	8.3926	118.89	0.025401	3275.0	41.963	3066.6	305.86	47.558	3344.0	1002.5	185.57	1290.6	552.05	144.54	752.07	1231.8	101.64	846.72	5125.5	177.18	2124.7	23.313000000000002	751.6	3356.6	113.3	0.030331999999999998	1.385	294.21	98820.0	1308.8	8900.1	0.30341	1258.9	462.65	0.04186	33.57	1181.0	2192.8	115.17	248.51	885.88	272.5	0.060633000000000006	2608.2	82.527	0.08917699999999999	0.015222	6979.3	116.56	2165.8	633.66	0.0	404.24	0.034720999999999995	1648.7	401.44	84.63	54.552	0.021625	0.040293999999999996	0.037347000000000005	0.042991	19.74	113.3	1158.6	0.06550700000000001	592.61	11103.0	2.7975	0.06867000000000001	0.09863200000000001	0.021317	0.065998	338.5	71.337	0	980210.0	673.74	0.028702999999999996	0.021358000000000002	0.045708	565.1	28.441999999999997	0.075393	962.35	0.028777999999999998	26.576	15.386	1406.2	841.59	0.039609	0.089633	122.16	0.027864999999999997	3.2895	1048.1	2513.1	2654.8	117.96	1888.8	403.78	1058.4	19.116	391.65	0	196.76	132.88	2.7975	0.081122	1	1	0	0	1	1
TCGA-SC-AA5Z	MESO_4	16625.0	283860.0	759.67	6210.9	45789.0	298310.0	292710.0	54396.0	12915.0	191040.0	15463.0	6912.0	373.97	2130.6	7.6418	42213.0	36428.0	22574.0	8218.3	26867.0	21437	11996.0	87522.0	999.16	2492.7	115490.0	57.313	40788.0	11445.0	44781.0	52945.0	42.985	13501.0	22181.0	31936.0	101060.0	36637	95.522	70.209	703.52	840.12	2527.5	0.031761000000000005	57133.0	3228.2	1904.2	77954.0	64.955	599.4	842.51	521.55	79.76100000000001	170.2	3892.5	12.864	215.4	21087.0	36983.0	3558.7	1827.3	13151.0	35646.0	2062.6	363.46	7.9761	2894.3	98.38799999999999	370.15	0.04131	3379.6	1709.4	8314.3	733.61	215.4	1318.2	1423.8	163.82	604.18	556.89	412.18	2142.6	1307.2	226.87	495.28	3032.8	290.87	4513.4	7.6418	387.34	4131.8	37.254	0.023352	1.2606	1041.2	247.4	5955.8	18303.0	0.017469	975.28	267.78	0.064368	9.5522	1898.5	1003.9	258.39	355.34	1428.1	128.48	0.068455	3782.2	196.78	0.045873000000000004	0.028841000000000002	1762.4	268.9	3186.6	2204.7	9.5522	427.46	0.014669	2479.8	777.55	4.2699	76.895	0.01977	0.023339	0.03032	0.020408000000000003	19.493	210.15	458.03	0.031798	553.55	7524.8	8.597000000000001	0.090009	0.049744	0.017528	0.11413	639.04	4.7761	0	71727.0	716.89	0.013453	0.023518999999999998	0.05565	484.78	147.58	0.070714	658.15	0.017882	47.284	18.627	2010.8	216.36	0.032582	0.091114	159.04	0.022180000000000002	0.6403800000000001	91.22399999999999	1314.9	1013.4	210.15	2048.0	744.12	670.09	0.9552	896.96	0	538.27	246.93	1.4328	0.062385	0	0	0	1	1	1
TCGA-SH-A7BC	MESO_2	1214.4	105990.0	1344.6	8149.3	82131.0	6907.0	121380.0	14621.0	8421.9	6257.0	2930.7	5556.3	88.484	4900.5	2.9278	65820.0	55229.0	26147.0	15679.0	32750.0	16168	10722.0	39515.0	1280.7	1642.5	140080.0	91.412	18484.0	3461.9	37066.0	47145.0	114.83	9609.0	16812.0	28458.0	67516.0	40452	199.09	724.14	515.94	3901.4	4527.0	0.034908999999999996	138220.0	2100.5	453.48	81758.0	106.38	432.01	1083.0	703.64	139.23	247.94	596.94	8.902999999999999	1179.9	23419.0	2508.3	3227.1	337.67	4710.9	8890.4	2268.3	684.77	0.6506	5284.3	63.761	402.41	0.05338300000000001	2700.1	13.338	1345.8	1513.7	218.93	522.45	591.41	211.45	1842.2	6163.3	650.62	2219.6	920.95	208.52	640.21	3170.1	703.32	2543.6	4.8796	380.94	9571.6	79.05	0.027960000000000002	3.3111	460.31	51.724	455.43	3973.5	0.026659	692.26	653.22	0.13577999999999998	5.5303	1845.5	1633.7	205.27	750.49	328.24	128.41	0.34037	2228.7	437.21	0.084089	0.031669	1525.7	173.39	1253.7	2524.3	51.398999999999994	367.27	0.031499	939.17	1486.3	14.083	129.47	0.2858	0.031121	0.031557	0.41108999999999996	23.075	510.41	653.22	0.26305	1229.7	1762.8	1.3012	0.11388	0.041846	0.20065	0.085379	237.8	16.590999999999998	1	3295.1	313.92	0.024549	0.020944	0.042627	436.24	114.51	0.059974	346.13	0.025044999999999998	50.423	50.423	2338.0	384.84	0.033645	0.13952	84.906	0.15342	1.0894	84.255	1663.0	471.76	47.17	171.76	554.33	161.68	26.675	106.05	0	678.6	42.29	2.6025	0.092078	-1	-1	0	-1	0	-1
TCGA-SH-A7BD	MESO_3	34.891	31336.0	735.83	20925.0	91768.0	44695.0	242610.0	35789.0	128760.0	273850.0	40155.0	3060.4	760.12	104.05	51.713	36862.0	145770.0	64712.0	4247.4	45950.0	22205	37630.0	122800.0	502.18	5468.5	96599.0	5.6075	46097.0	46.106	169490.0	51182.0	68.536	80548.0	88222.0	161810.0	71217.0	93604	64.17399999999999	10444.0	1524.0	39928.0	1482.9	0.029352999999999997	62142.0	257.32	209.35	47632.0	46.106	245.48	358.88	117.13	25.545	112.73	7714.6	14.333	4644.2	41186.0	98358.0	1958.9	1550.8	7989.8	26650.0	25617.0	150.16	1.4579	2588.2	99.065	137.07	0.5184	7929.6	14.953	18262.0	213.08	66.667	4811.2	566.98	47.352	648.6	4303.4	92.835	493.46	1821.2	74.766	1656.1	19006.0	102.18	322.12	27.414	720.25	11413.0	5.6075	0.39125	1.66	259.19	21.807	5980.1	18212.0	0.017792	312.77	197.91	0.13796	6.2305	1883.5	1630.5	244.24	299.69	351.4	89.72	0.3353	1108.4	86.604	0.12935	0.01695	9190.7	76.013	3249.8	2784.4	6.8536	616.82	0.036669	1297.8	566.98	53.9	33.022	0.38844	0.52718	0.1958	0.68794	32.685	143.3	5925.9	0.24535	4656.1	9748.9	41.121	0.068855	0.12953	0.28568000000000005	0.096096	787.5	13.707	0	200730.0	1174.5	0.043489	0.34345	0.62592	82.243	155.76	0.1305	1553.3	0.030775999999999998	29.906999999999996	8.7227	2497.2	387.54	0.20619	0.26335	24.299	0.60911	3.8116	209.35	3814.9	652.96	107.17	759.5	376.32	701.56	52.958999999999996	64.17399999999999	0	1317.1	13.707	461.68	0.082475	-1	0	0	-1	0	-1
TCGA-SH-A9CT	MESO_4	8708.6	60019.0	13500.0	5218.2	66647.0	36350.0	403970.0	14503.0	7979.0	176000.0	6612.5	2651.9	774.47	2614.8	247.03	46006.0	38187.0	36109.0	4502.3	38817.0	21989	11345.0	30688.0	385.64	1714.1	113180.0	36.596	20384.0	2124.4	8784.4	51132.0	44.831	12274.0	5810.3	8093.2	52824.0	37766	181.61	13.724	402.1	8001.8	2376.9	0.045132	93835.0	3364.1	13.724	72227.0	54.895	711.35	564.5	452.88	26.99	224.71	1128.1	33.005	565.87	16348.0	29621.0	2649.6	962.03	7840.5	12084.0	5833.8	382.89	1945.5	3227.4	39.341	174.29	0.031167	2479.9	62.214	2584.2	477.13	130.38	1404.8	959.74	70.906	1107.5	12631.0	366.42	1054.9	745.2	112.99	376.49	1774.5	304.67	1851.8	17.383	337.6	7801.5	59.012	0.029336	2.6419	375.57	10199.0	5631.8	4792.4	0.30607	876.03	468.48	0.041047	16.926	1494.0	1189.4	155.53	264.41	1073.7	258.92	0.056574	1744.7	310.16	0.056215999999999995	0.018013	553.98	151.42	1685.3	1318.0	7.7768	481.24	0.011878	1677.5	645.01	30.671999999999997	100.18	0.017351	0.03145	0.038036	0.044377	12.164000000000001	172.92	451.97	0.034358	318.39	4114.4	4.5746	0.044396	0.031961	0.020932	0.077923	362.76	15.552999999999999	-1	123840.0	549.4	0.014597	0.019313999999999998	0.026625	316.56	82.8	0.49605	950.14	0.018788	43.001000000000005	12.350999999999999	1767.2	307.87	0.022432	0.092654	149.59	0.023163	0.82844	31.107	1361.4	896.69	246.11	853.61	630.38	266.24	38.884	581.43	0	451.97	199.91	9.1491	0.08945299999999999	0	0	0	0	0	0
TCGA-SH-A9CU	MESO_4	1917.3	48288.0	602.23	12394.0	34607.0	30058.0	356660.0	98376.0	33674.0	73343.0	5299.7	2352.5	55.593	10819.0	27.796999999999997	48963.0	63197.0	17075.0	6023.7	11857.0	26513	5834.6	11886.0	248.81	2461.7	110880.0	39.321999999999996	17384.0	2092.2	24931.0	63315.0	16.949	19761.0	9568.5	13717.0	34201.0	28733	164.07	1045.4	2196.6	230.51	1288.8	0.041103	74226.0	2489.5	82.712	102920.0	163.39	1511.9	235.93	122.71	10.847999999999999	167.32	217.63	21.299	1554.6	22222.0	46984.0	19.660999999999998	4078.0	5258.3	12230.0	604.05	517.29	529.4	1702.4	46.78	35.254	0.044112	7156.6	197.29	808.14	222.37	23.729	2674.6	570.17	129.49	1428.5	7093.6	227.12	654.91	895.59	50.169	473.9	7468.5	88.13600000000001	4304.4	20.339000000000002	625.09	1944.4	33.898	0.023304	3.5635	838.64	1067.8	3552.5	17490.0	0.16218	1102.4	1071.0	0.061987	44.068000000000005	1265.1	1598.6	102.37	301.69	122.71	233.69	0.07018300000000001	2376.3	166.1	0.055733000000000005	0.026253	2604.8	153.22	2084.1	1502.4	764.75	391.19	0.32404	3162.7	166.78	36.786	35.931999999999995	0.020359	0.059146000000000004	0.036054	0.038165	23.951	101.02	882.71	0.034856	501.02	1762.0	45.424	0.06149299999999999	0.038769	0.033067	0.07253899999999999	336.95	24.406999999999996	0	617000.0	1403.4	0.014438	0.014305000000000002	0.041826999999999996	194.58	157.29	0.056067	720.0	0.032956	61.695	5.4237	1905.1	1122.0	0.024128	0.09143	118.64	0.021083	1.1212	157.29	2795.9	482.03	299.66	3168.8	564.75	342.37	28.475	183.73	1	164.07	46.78	10.847999999999999	0.082786	1	-1	1	1	-1	1
TCGA-TS-A7OU	MESO_3	630.55	36646.0	2928.6	23572.0	73490.0	29605.0	225270.0	36288.0	73761.0	143360.0	24000.0	6924.3	358.97	31.881999999999998	45.461000000000006	53673.0	64058.0	46486.0	3903.8	23823.0	26184	11192.0	164560.0	1203.8	7373.0	99106.0	9.4465	36457.0	8.2657	87101.0	160280.0	57.86	36978.0	42944.0	69403.0	70700.0	30957	44.871	3562.5	4449.3	16560.0	5334.9	0.06499400000000001	53935.0	776.38	814.17	59515.0	50.184	336.53	1445.9	573.88	148.78	122.8	2850.5	17.07	2228.8	11186.0	92915.0	335.94	13289.0	5861.9	31040.0	2238.8	92.694	1.4996	3306.3	115.72	92.103	0.40212	5799.6	42.50899999999999	11111.0	1173.7	65.535	13967.0	457.56	243.84	703.76	24289.0	197.2	3086.1	2173.3	321.18	2137.9	7065.4	370.77	396.16	81.476	589.23	8777.6	9.4465	0.29449000000000003	2.121	220.22	19.483	1425.8	2157.8	0.030981	383.76	148.66	0.38718	11.218	2258.3	939.34	202.51	723.84	318.82	93.28399999999999	0.38775	3915.6	135.2	0.21336	0.021827000000000003	3189.4	88.561	1048.0	2985.7	0.5904	996.61	0.097979	2172.7	1020.2	20.788	64.354	0.25225	0.5464600000000001	0.10654000000000001	0.46543	39.673	376.09	5464.2	0.15084	2454.9	13908.0	18.303	0.094551	0.08855199999999999	0.30446999999999996	0.088983	871.44	3.5424	0	224640.0	1341.4	0.023601	0.12082999999999999	0.46003999999999995	66.71600000000001	116.9	0.0742	2697.0	0.19585	17.712	34.243	3675.9	223.76	0.56383	0.45726999999999995	84.428	0.30491999999999997	7.0553	281.62	4190.1	851.37	21.255	1749.4	314.1	1560.4	18.893	147.01	0	1861.5	57.269	44.871	0.10073	-1	0	1	0	0	0
TCGA-TS-A7OY	MESO_2	27572.0	272610.0	1435.3	12578.0	43220.0	6158.7	97641.0	35613.0	13712.0	33267.0	10020.0	8167.7	12.440999999999999	3347.5	128.56	58417.0	98991.0	35325.0	4689.8	18365.0	21556	13731.0	80420.0	1891.5	902.66	177430.0	128.1	64921.0	4634.9	53327.0	52410.0	232.69	8611.0	39196.0	46214.0	82075.0	33639	273.24	16.588	1609.0	2634.7	8070.5	0.042778	118750.0	2253.2	62.205	98161.0	207.35	108.28	1437.2	981.91	201.36	355.41	286.6	9.8369	395.35	18525.0	10078.0	1589.7	365.4	1785.7	7807.9	1125.9	566.75	6.4509	4149.8	16.588	402.72	0.13285	3904.6	5.5293	276.47	1831.6	394.88	985.14	275.08	215.64	1788.3	1427.5	799.45	3318.5	942.75	480.59	376.92	958.88	863.96	2609.8	5.0685	315.17	4187.5	43.773999999999994	0.020654	4.8423	938.6	1.8431	602.7	3762.9	0.026039	508.24	491.56	0.049302	7.8332	2216.8	1747.7	379.22	1337.6	246.06	307.8	0.19147999999999998	1315.5	278.77	0.055739	0.03387	391.61	311.95	2342.6	1579.6	7.8332	281.53	0.11809000000000001	1001.3	1716.8	3.7231	170.49	0.044172	0.035115	0.0388	0.25795	15.565	605.0	219.33	0.057121000000000005	994.82	3212.1	54.372	0.09826499999999999	0.27729000000000004	0.16835999999999998	0.063568	220.25	29.49	0	2520.4	317.94	0.016043	0.016919	0.042506	108.28	1313.2	0.20357	325.31	0.021369	103.21	51.146	2955.0	229.01	0.021977	0.082803	176.48	0.025448	0.044795999999999996	12.902000000000001	555.7	288.76	168.18	62.205	1097.6	183.39	0.4608	106.9	0	1213.2	31.333000000000002	3.2254	0.066138	0	-1	0	0	0	0
TCGA-TS-A7OZ	MESO_1	5738.6	82272.0	30007.0	7274.9	78744.0	2309.5	52993.0	12865.0	11159.0	70615.0	9536.4	26128.0	42.114	2389.8	3124.8	31542.0	59087.0	33139.0	7738.2	11256.0	31091	13463.0	110360.0	218.51	1612.2	106510.0	101.31	33971.0	8435.4	77607.0	49883.0	794.2	22243.0	45492.0	57885.0	41838.0	21304	346.44	700.04	2853.4	9765.6	3017.1	0.16028	80484.0	1804.9	6069.1	48111.0	176.0	390.94	425.9	360.35	75.884	402.39	672.23	30.244	1594.0	17627.0	9175.0	326.18	1157.7	3409.3	450.93	2059.5	961.46	9.122	3480.3	459.67	238.38	0.053749	1029.0	190.31	808.11	393.32	256.26	267.38	444.58	91.37899999999999	1497.4	47.278999999999996	530.0	790.62	932.86	108.46	457.69	3326.2	286.85	1690.5	28.208000000000002	356.77	25445.0	12.713	0.027898000000000003	7.2565	934.05	488.68	6203.0	10532.0	0.21006	574.89	1099.0	0.11202999999999999	13.905	1921.3	1200.2	210.57	412.79	427.1	213.75	0.09895599999999999	7314.7	755.26	0.097198	0.022687	1342.8	154.15	2753.3	1901.5	51.648999999999994	241.16	0.27252	996.82	525.63	86.973	84.625	0.030716000000000004	0.10584	0.037911	0.066153	33.082	206.59	155.74	0.10662	1255.5	2290.4	591.58	0.072629	0.061564999999999995	0.034562999999999997	0.34523000000000004	254.67	65.157	0	19474.0	622.17	0.016758000000000002	0.022316	0.081923	28.208000000000002	1245.1	0.074433	713.55	0.018186	288.44	29.796999999999997	1779.5	1017.1	0.025062	0.10601	109.26	0.050847	1.1692	13.508	1406.8	201.45	92.57	720.7	764.8	217.32	58.006	91.37899999999999	0	444.58	37.346	21.057	0.069511	0	-1	0	-1	-1	0
TCGA-TS-A7P0	MESO_4	3568.1	43297.0	9578.3	5031.2	24341.0	4139.3	157850.0	48602.0	17499.0	17905.0	4618.3	1528.3	46.585	18373.0	66.938	86130.0	77776.0	34009.0	3462.7	13492.0	40783	35446.0	95127.0	552.24	3151.5	156770.0	49.751000000000005	9694.3	1083.2	71745.0	84451.0	90.00399999999999	19488.0	38310.0	40139.0	51405.0	49838	121.21	226.59	5385.4	2085.5	3173.7	0.033964999999999995	96995.0	2791.0	64.22399999999999	100560.0	46.133	858.43	658.07	304.39	71.009	172.47	577.57	24.215999999999998	1410.7	14748.0	2644.0	749.89	5222.1	4166.5	22877.0	1269.9	1435.1	0.9046	2084.6	143.83	170.51	0.031038999999999997	2649.0	17.639	386.25	692.0	152.42	187.25	471.28	113.52	1009.5	3690.6	283.13	1138.4	814.11	148.35	933.51	540.48	347.81	2851.7	10.855	399.82	9451.4	43.419	0.024756	1.2737	634.55	104.48	588.87	6095.8	0.02476	870.19	568.87	0.074016	49.299	1358.7	2076.0	163.27	478.97	732.7	312.53	0.073664	2380.8	329.71	0.07977999999999999	0.023361	1584.8	226.14	2752.2	1992.3	0.9046	519.22	0.067264	1957.5	720.94	12.732000000000001	175.03	0.017373	0.025863	0.042044	0.041331	18.934	302.58	824.06	0.037122	864.77	1252.4	16.282	0.08301599999999999	0.13563	0.021458	0.080788	341.02	69.2	0	235270.0	467.21	0.024456	0.019497	0.046870999999999996	177.29	254.18	0.057428999999999994	1043.0	0.024091	51.56	71.913	1699.2	363.64	0.02913	0.093516	185.44	0.022886	1.1789	169.61	846.22	484.85	280.42	351.43	545.46	237.9	229.31	175.49	1	197.2	49.299	7.2365	0.081427	0	-1	0	-1	0	0
TCGA-TS-A7P1	MESO_1	53166.0	37204.0	1035.5	7899.5	106150.0	66104.0	91980.0	12494.0	5550.0	167330.0	5244.9	2344.9	10.28	15671.0	4978.5	58632.0	157620.0	35407.0	8879.0	91392.0	19475	13995.0	87386.0	150.0	708.88	136470.0	120.56	9407.9	178.5	51356.0	38677.0	278.5	13288.0	29520.0	54806.0	61071.0	45646	421.96	2360.3	236.45	11249.0	1312.6	0.10467	113540.0	4452.8	2608.4	61348.0	78.972	596.73	314.95	353.74	50.935	572.94	881.31	12.047	4361.7	66642.0	12061.0	1140.2	3.7383	4979.8	17078.0	5298.4	508.41	0.4673	3549.1	211.68	178.97	0.64544	1575.7	75.70100000000001	6413.6	283.64	161.22	41.121	555.14	70.094	1643.0	6288.8	119.63	492.99	1420.1	47.663999999999994	505.14	3279.0	165.89	856.08	5.1402	541.59	10142.0	21.495	0.046151	4.852	365.89	8.4112	5467.3	22379.0	0.059109	552.8	415.69	0.4057	16.355	2581.8	1845.3	72.89699999999999	187.38	589.72	122.44	0.47284	3260.3	442.99	0.09868099999999999	0.028981	1922.0	201.87	2960.8	2203.0	118.22	197.66	0.35588000000000003	726.63	358.41	170.36	101.4	0.36256	0.4625	0.029744999999999997	0.7016100000000001	31.755	129.91	1745.8	0.26311999999999997	1416.8	6191.1	32.243	0.089536	0.29154	0.58936	0.40215	150.47	28.971999999999998	0	5988.3	724.77	0.014858000000000001	0.049628	0.07297000000000001	85.04700000000001	557.01	0.1335	276.63	0.016583	134.58	27.57	2780.4	407.48	0.022831	0.13507	39.72	0.027833999999999998	0.7053699999999999	31.308000000000003	386.45	229.44	40.187	1056.1	499.06	142.99	79.906	98.131	0	227.57	37.85	70.561	0.081584	-1	-1	0	0	0	0
