human_gene_symbol	gs_name
CLASP1	MITOTIC_SPINDLE
CLCA2	P53_PATHWAY
CLCF1	TNFA_SIGNALING_VIA_NFKB
CLCN2	UV_RESPONSE_UP
CLCN3	HEME_METABOLISM
CLCN3	PROTEIN_SECRETION
CLDN11	APICAL_JUNCTION
CLDN14	APICAL_JUNCTION
CLDN15	APICAL_JUNCTION
CLDN16	KRAS_SIGNALING_DN
CLDN18	APICAL_JUNCTION
CLDN19	APICAL_JUNCTION
CLDN3	GLYCOLYSIS
CLDN4	APICAL_JUNCTION
CLDN5	APICAL_JUNCTION
CLDN6	APICAL_JUNCTION
CLDN7	APICAL_JUNCTION
CLDN7	ESTROGEN_RESPONSE_EARLY
CLDN8	APICAL_JUNCTION
CLDN8	KRAS_SIGNALING_DN
CLDN9	APICAL_JUNCTION
CLDN9	GLYCOLYSIS
CLEC4A	KRAS_SIGNALING_UP
CLEC5A	INFLAMMATORY_RESPONSE
CLGN	SPERMATOGENESIS
CLIC2	HEME_METABOLISM
CLIC3	ESTROGEN_RESPONSE_EARLY
CLIC3	ESTROGEN_RESPONSE_LATE
CLIP1	MITOTIC_SPINDLE
CLIP2	MITOTIC_SPINDLE
CLN5	PROTEIN_SECRETION
CLN6	GLYCOLYSIS
CLN6	PEROXISOME
CLN8	PEROXISOME
CLNS1A	MYC_TARGETS_V1
CLP1	DNA_REPAIR
CLPB	SPERMATOGENESIS
CLPS	KRAS_SIGNALING_DN
CLSTN3	KRAS_SIGNALING_DN
CLTA	PROTEIN_SECRETION
CLTB	UV_RESPONSE_UP
CLTC	PI3K_AKT_MTOR_SIGNALING
CLTC	PROTEIN_SECRETION
CLU	APOPTOSIS
CLU	CHOLESTEROL_HOMEOSTASIS
CLU	COAGULATION
CLU	COMPLEMENT
CLU	MYOGENESIS
CLVS1	SPERMATOGENESIS
CMBL	ADIPOGENESIS
CMKLR1	INFLAMMATORY_RESPONSE
CMKLR1	INTERFERON_GAMMA_RESPONSE
CMKLR1	KRAS_SIGNALING_UP
CMPK1	ADIPOGENESIS
CMPK2	DNA_REPAIR
CMPK2	INTERFERON_ALPHA_RESPONSE
CMPK2	INTERFERON_GAMMA_RESPONSE
CMTR1	INTERFERON_ALPHA_RESPONSE
CMTR1	INTERFERON_GAMMA_RESPONSE
CNBP	MYC_TARGETS_V1
CNBP	PEROXISOME
CNDP2	XENOBIOTIC_METABOLISM
CNIH2	SPERMATOGENESIS
CNN2	APICAL_JUNCTION
CNN3	MYOGENESIS
CNOT2	UNFOLDED_PROTEIN_RESPONSE
CNOT4	UNFOLDED_PROTEIN_RESPONSE
CNOT6	UNFOLDED_PROTEIN_RESPONSE
CNOT9	E2F_TARGETS
CNP	INTERFERON_ALPHA_RESPONSE
CNP	UV_RESPONSE_UP
CNTFR	HEDGEHOG_SIGNALING
CNTFR	IL6_JAK_STAT3_SIGNALING
CNTFR	KRAS_SIGNALING_DN
CNTN1	APICAL_JUNCTION
CNTRL	MITOTIC_SPINDLE
CNTROB	MITOTIC_SPINDLE
COCH	IL2_STAT5_SIGNALING
COG2	GLYCOLYSIS
COG2	PROTEIN_SECRETION
COIL	SPERMATOGENESIS
COL11A1	EPITHELIAL_MESENCHYMAL_TRANSITION
COL11A1	UV_RESPONSE_DN
COL12A1	EPITHELIAL_MESENCHYMAL_TRANSITION
COL15A1	ADIPOGENESIS
COL15A1	MYOGENESIS
COL16A1	APICAL_JUNCTION
COL16A1	EPITHELIAL_MESENCHYMAL_TRANSITION
COL17A1	APICAL_JUNCTION
COL1A1	EPITHELIAL_MESENCHYMAL_TRANSITION
COL1A1	MYOGENESIS
COL1A1	UV_RESPONSE_DN
COL1A2	EPITHELIAL_MESENCHYMAL_TRANSITION
COL1A2	UV_RESPONSE_DN
COL2A1	KRAS_SIGNALING_DN
COL2A1	UV_RESPONSE_UP
COL3A1	ANGIOGENESIS
COL3A1	EPITHELIAL_MESENCHYMAL_TRANSITION
COL3A1	MYOGENESIS
COL3A1	UV_RESPONSE_DN
COL4A1	ADIPOGENESIS
COL4A1	EPITHELIAL_MESENCHYMAL_TRANSITION
COL4A2	COMPLEMENT
COL4A2	EPITHELIAL_MESENCHYMAL_TRANSITION
COL4A2	MYOGENESIS
COL5A1	EPITHELIAL_MESENCHYMAL_TRANSITION
COL5A1	GLYCOLYSIS
COL5A1	HYPOXIA
COL5A2	ANGIOGENESIS
COL5A2	EPITHELIAL_MESENCHYMAL_TRANSITION
COL5A2	UV_RESPONSE_DN
COL5A3	EPITHELIAL_MESENCHYMAL_TRANSITION
COL6A1	IL2_STAT5_SIGNALING
COL6A2	EPITHELIAL_MESENCHYMAL_TRANSITION
COL6A2	MYOGENESIS
COL6A3	EPITHELIAL_MESENCHYMAL_TRANSITION
COL6A3	MYOGENESIS
COL7A1	EPITHELIAL_MESENCHYMAL_TRANSITION
COL8A2	EPITHELIAL_MESENCHYMAL_TRANSITION
COL9A1	APICAL_JUNCTION
COLGALT1	EPITHELIAL_MESENCHYMAL_TRANSITION
COMP	COAGULATION
COMP	EPITHELIAL_MESENCHYMAL_TRANSITION
COMT	XENOBIOTIC_METABOLISM
COPA	EPITHELIAL_MESENCHYMAL_TRANSITION
COPB1	PROTEIN_SECRETION
COPB2	GLYCOLYSIS
COPB2	PROTEIN_SECRETION
COPE	PROTEIN_SECRETION
COPS5	MTORC1_SIGNALING
COPS5	MYC_TARGETS_V1
COPZ2	KRAS_SIGNALING_DN
COQ3	ADIPOGENESIS
COQ5	ADIPOGENESIS
COQ8A	KRAS_SIGNALING_DN
COQ8A	P53_PATHWAY
COQ9	ADIPOGENESIS
CORO1A	MTORC1_SIGNALING
COX10	OXIDATIVE_PHOSPHORYLATION
COX11	OXIDATIVE_PHOSPHORYLATION
COX15	OXIDATIVE_PHOSPHORYLATION
COX17	DNA_REPAIR
COX17	OXIDATIVE_PHOSPHORYLATION
COX4I1	OXIDATIVE_PHOSPHORYLATION
COX5A	MYC_TARGETS_V1
COX5A	OXIDATIVE_PHOSPHORYLATION
COX5B	OXIDATIVE_PHOSPHORYLATION
COX6A1	ADIPOGENESIS
COX6A1	OXIDATIVE_PHOSPHORYLATION
COX6A2	MYOGENESIS
COX6B1	OXIDATIVE_PHOSPHORYLATION
COX6C	ESTROGEN_RESPONSE_LATE
COX6C	OXIDATIVE_PHOSPHORYLATION
COX7A1	MYOGENESIS
COX7A2	OXIDATIVE_PHOSPHORYLATION
COX7A2L	OXIDATIVE_PHOSPHORYLATION
COX7B	ADIPOGENESIS
COX7B	OXIDATIVE_PHOSPHORYLATION
COX7C	OXIDATIVE_PHOSPHORYLATION
COX8A	ADIPOGENESIS
COX8A	OXIDATIVE_PHOSPHORYLATION
CP	COMPLEMENT
CP	HYPOXIA
CPA2	KRAS_SIGNALING_DN
CPB1	KRAS_SIGNALING_DN
CPB2	COAGULATION
CPE	ESTROGEN_RESPONSE_LATE
CPE	KRAS_SIGNALING_UP
CPEB2	CHOLESTEROL_HOMEOSTASIS
CPEB3	KRAS_SIGNALING_DN
CPM	COMPLEMENT
CPN1	COAGULATION
CPOX	FATTY_ACID_METABOLISM
CPOX	HEME_METABOLISM
CPQ	COAGULATION
CPQ	COMPLEMENT
CPT1A	FATTY_ACID_METABOLISM
CPT1A	OXIDATIVE_PHOSPHORYLATION
CPT2	ADIPOGENESIS
CPT2	FATTY_ACID_METABOLISM
CR1	COMPLEMENT
CR2	COMPLEMENT
CRABP1	PEROXISOME
CRABP2	PEROXISOME
CRAT	ADIPOGENESIS
CRAT	APICAL_JUNCTION
CRAT	FATTY_ACID_METABOLISM
CRAT	MYOGENESIS
CRAT	PEROXISOME
CRB3	APICAL_JUNCTION
CREBBP	APOPTOSIS
CREG1	UV_RESPONSE_UP
CRIP2	COAGULATION
CRISP2	SPERMATOGENESIS
CRLF1	EPITHELIAL_MESENCHYMAL_TRANSITION
CRLF2	IL6_JAK_STAT3_SIGNALING
CRMP1	HEDGEHOG_SIGNALING
CROCC	APICAL_SURFACE
CROCCP2	HEME_METABOLISM
CROT	BILE_ACID_METABOLISM
CROT	KRAS_SIGNALING_UP
CROT	XENOBIOTIC_METABOLISM
CRP	XENOBIOTIC_METABOLISM
CRTAM	ALLOGRAFT_REJECTION
CRYAB	MYOGENESIS
CRYBG1	APICAL_SURFACE
CRYZ	FATTY_ACID_METABOLISM
CS	ADIPOGENESIS
CS	OXIDATIVE_PHOSPHORYLATION
CSAD	XENOBIOTIC_METABOLISM
CSE1L	E2F_TARGETS
CSF1	ALLOGRAFT_REJECTION
CSF1	IL2_STAT5_SIGNALING
CSF1	IL6_JAK_STAT3_SIGNALING
CSF1	INFLAMMATORY_RESPONSE
CSF1	INTERFERON_ALPHA_RESPONSE
CSF1	TNFA_SIGNALING_VIA_NFKB
CSF2	IL2_STAT5_SIGNALING
CSF2	IL6_JAK_STAT3_SIGNALING
CSF2	KRAS_SIGNALING_UP
CSF2	TNFA_SIGNALING_VIA_NFKB
CSF2RA	IL6_JAK_STAT3_SIGNALING
CSF2RA	KRAS_SIGNALING_UP
CSF2RB	IL6_JAK_STAT3_SIGNALING
CSF2RB	INTERFERON_GAMMA_RESPONSE
CSF3	INFLAMMATORY_RESPONSE
CSF3R	IL6_JAK_STAT3_SIGNALING
CSF3R	INFLAMMATORY_RESPONSE
CSK	ALLOGRAFT_REJECTION
CSNK1D	MITOTIC_SPINDLE
CSNK1E	WNT_BETA_CATENIN_SIGNALING
CSNK2A2	SPERMATOGENESIS
CSNK2B	PI3K_AKT_MTOR_SIGNALING
CSRNP2	P53_PATHWAY
CSRP1	COAGULATION
CSRP1	COMPLEMENT
CSRP2	HYPOXIA
CSRP3	MYOGENESIS
CST7	IL2_STAT5_SIGNALING
CST8	SPERMATOGENESIS
CSTF2	MYC_TARGETS_V1
CSTF3	DNA_REPAIR
CTBP1	PEROXISOME
CTCF	E2F_TARGETS
CTCF	G2M_CHECKPOINT
CTF1	MYOGENESIS
CTH	APOPTOSIS
CTH	GLYCOLYSIS
CTH	MTORC1_SIGNALING
CTHRC1	EPITHELIAL_MESENCHYMAL_TRANSITION
CTLA4	IL2_STAT5_SIGNALING
CTNNA1	APICAL_JUNCTION
CTNNB1	APOPTOSIS
CTNNB1	CHOLESTEROL_HOMEOSTASIS
CTNNB1	TGF_BETA_SIGNALING
CTNNB1	WNT_BETA_CATENIN_SIGNALING
CTNND1	APICAL_JUNCTION
CTNS	HEME_METABOLISM
CTPS1	E2F_TARGETS
CTPS1	MYC_TARGETS_V1
CTPS1	PEROXISOME
CTSB	COAGULATION
CTSB	COMPLEMENT
CTSB	HEME_METABOLISM
CTSC	COMPLEMENT
CTSC	MTORC1_SIGNALING
CTSC	PROTEIN_SECRETION
CTSD	COMPLEMENT
CTSD	P53_PATHWAY
CTSE	COAGULATION
CTSE	HEME_METABOLISM
CTSF	P53_PATHWAY
CTSH	COAGULATION
CTSH	COMPLEMENT
CTSK	COAGULATION
CTSL	COMPLEMENT
CTSO	COAGULATION
CTSO	COMPLEMENT
CTSS	ALLOGRAFT_REJECTION
CTSS	COMPLEMENT
CTSS	KRAS_SIGNALING_UP
CTSV	COAGULATION
CTSV	COMPLEMENT
CTSV	UV_RESPONSE_UP
CTSZ	IL2_STAT5_SIGNALING
CTTN	MITOTIC_SPINDLE
CUL1	G2M_CHECKPOINT
CUL1	MYC_TARGETS_V1
CUL1	NOTCH_SIGNALING
CUL1	WNT_BETA_CATENIN_SIGNALING
CUL3	G2M_CHECKPOINT
CUL4A	G2M_CHECKPOINT
CUL5	G2M_CHECKPOINT
CX3CL1	APICAL_JUNCTION
CX3CL1	APICAL_SURFACE
CX3CL1	INFLAMMATORY_RESPONSE
CXCL1	COMPLEMENT
CXCL1	EPITHELIAL_MESENCHYMAL_TRANSITION
CXCL1	IL6_JAK_STAT3_SIGNALING
CXCL1	TNFA_SIGNALING_VIA_NFKB
CXCL10	IL2_STAT5_SIGNALING
CXCL10	IL6_JAK_STAT3_SIGNALING
CXCL10	INFLAMMATORY_RESPONSE
CXCL10	INTERFERON_ALPHA_RESPONSE
CXCL10	INTERFERON_GAMMA_RESPONSE
CXCL10	KRAS_SIGNALING_UP
CXCL10	TNFA_SIGNALING_VIA_NFKB
CXCL11	IL6_JAK_STAT3_SIGNALING
CXCL11	INFLAMMATORY_RESPONSE
CXCL11	INTERFERON_ALPHA_RESPONSE
CXCL11	INTERFERON_GAMMA_RESPONSE
CXCL11	TNFA_SIGNALING_VIA_NFKB
CXCL12	EPITHELIAL_MESENCHYMAL_TRANSITION
CXCL12	ESTROGEN_RESPONSE_EARLY
CXCL12	ESTROGEN_RESPONSE_LATE
CXCL13	ALLOGRAFT_REJECTION
CXCL13	IL6_JAK_STAT3_SIGNALING
CXCL14	ESTROGEN_RESPONSE_LATE
CXCL16	CHOLESTEROL_HOMEOSTASIS
CXCL2	TNFA_SIGNALING_VIA_NFKB
CXCL2	UV_RESPONSE_UP
CXCL3	IL6_JAK_STAT3_SIGNALING
CXCL3	TNFA_SIGNALING_VIA_NFKB
CXCL6	ANGIOGENESIS
CXCL6	EPITHELIAL_MESENCHYMAL_TRANSITION
CXCL6	INFLAMMATORY_RESPONSE
CXCL6	TNFA_SIGNALING_VIA_NFKB
CXCL8	EPITHELIAL_MESENCHYMAL_TRANSITION
CXCL8	INFLAMMATORY_RESPONSE
CXCL9	ALLOGRAFT_REJECTION
CXCL9	IL6_JAK_STAT3_SIGNALING
CXCL9	INFLAMMATORY_RESPONSE
CXCL9	INTERFERON_GAMMA_RESPONSE
CXCR3	ALLOGRAFT_REJECTION
CXCR4	GLYCOLYSIS
CXCR4	HYPOXIA
CXCR4	KRAS_SIGNALING_UP
CXCR4	MTORC1_SIGNALING
CXCR4	PI3K_AKT_MTOR_SIGNALING
CXCR6	INFLAMMATORY_RESPONSE
CXXC1	UNFOLDED_PROTEIN_RESPONSE
CYB5A	GLYCOLYSIS
CYB5A	OXIDATIVE_PHOSPHORYLATION
CYB5A	XENOBIOTIC_METABOLISM
CYB5B	MTORC1_SIGNALING
CYB5B	UV_RESPONSE_UP
CYB5R1	UV_RESPONSE_UP
CYB5R3	OXIDATIVE_PHOSPHORYLATION
CYBB	INFLAMMATORY_RESPONSE
CYC1	ADIPOGENESIS
CYC1	MYC_TARGETS_V1
CYC1	OXIDATIVE_PHOSPHORYLATION
CYCS	OXIDATIVE_PHOSPHORYLATION
CYFIP1	IL2_STAT5_SIGNALING
CYFIP2	P53_PATHWAY
CYFIP2	XENOBIOTIC_METABOLISM
CYLD	APOPTOSIS
CYP11B2	KRAS_SIGNALING_DN
CYP17A1	XENOBIOTIC_METABOLISM
CYP1A1	FATTY_ACID_METABOLISM
CYP1A1	UV_RESPONSE_UP
CYP1A1	XENOBIOTIC_METABOLISM
CYP1A2	XENOBIOTIC_METABOLISM
CYP26A1	XENOBIOTIC_METABOLISM
CYP26B1	ESTROGEN_RESPONSE_EARLY
CYP26B1	ESTROGEN_RESPONSE_LATE
CYP27A1	BILE_ACID_METABOLISM
CYP27A1	XENOBIOTIC_METABOLISM
CYP2C18	XENOBIOTIC_METABOLISM
CYP2E1	XENOBIOTIC_METABOLISM
CYP2J2	XENOBIOTIC_METABOLISM
CYP2S1	XENOBIOTIC_METABOLISM
CYP39A1	BILE_ACID_METABOLISM
CYP39A1	KRAS_SIGNALING_DN
CYP46A1	BILE_ACID_METABOLISM
CYP4A11	FATTY_ACID_METABOLISM
CYP4A22	FATTY_ACID_METABOLISM
CYP4B1	ADIPOGENESIS
CYP4F11	ESTROGEN_RESPONSE_LATE
CYP4F2	XENOBIOTIC_METABOLISM
CYP51A1	CHOLESTEROL_HOMEOSTASIS
CYP51A1	MTORC1_SIGNALING
CYP7A1	BILE_ACID_METABOLISM
CYP7B1	BILE_ACID_METABOLISM
CYP8B1	BILE_ACID_METABOLISM
CYTH2	MITOTIC_SPINDLE
D2HGDH	FATTY_ACID_METABOLISM
DAAM1	HEME_METABOLISM
DAB2	EPITHELIAL_MESENCHYMAL_TRANSITION
DAB2	UV_RESPONSE_DN
DAD1	DNA_REPAIR
DAP	APOPTOSIS
DAP3	APOPTOSIS
DAPK2	MYOGENESIS
DAPP1	MTORC1_SIGNALING
DAPP1	PI3K_AKT_MTOR_SIGNALING
DARS1	ALLOGRAFT_REJECTION
DBF4	G2M_CHECKPOINT
DBF4	SPERMATOGENESIS
DBI	ANDROGEN_RESPONSE
DBP	UV_RESPONSE_DN
DBT	ADIPOGENESIS
DCAF10	HEME_METABOLISM
DCAF11	HEME_METABOLISM
DCBLD2	APICAL_SURFACE
DCBLD2	INFLAMMATORY_RESPONSE
DCBLD2	KRAS_SIGNALING_UP
DCC	KRAS_SIGNALING_DN
DCC	SPERMATOGENESIS
DCK	E2F_TARGETS
DCLRE1B	E2F_TARGETS
DCN	APOPTOSIS
DCN	EPITHELIAL_MESENCHYMAL_TRANSITION
DCN	GLYCOLYSIS
DCN	HYPOXIA
DCP1A	UNFOLDED_PROTEIN_RESPONSE
DCP2	UNFOLDED_PROTEIN_RESPONSE
DCPS	IL2_STAT5_SIGNALING
DCT	COAGULATION
DCTN1	UNFOLDED_PROTEIN_RESPONSE
DCTN4	DNA_REPAIR
DCTPP1	E2F_TARGETS
DCTPP1	MYC_TARGETS_V2
DCUN1D1	HEME_METABOLISM
DCX	PANCREAS_BETA_CELLS
DCXR	ESTROGEN_RESPONSE_LATE
DCXR	P53_PATHWAY
DCXR	XENOBIOTIC_METABOLISM
DDAH1	UV_RESPONSE_DN
DDAH2	XENOBIOTIC_METABOLISM
DDB1	DNA_REPAIR
DDB2	DNA_REPAIR
DDB2	P53_PATHWAY
DDC	XENOBIOTIC_METABOLISM
DDIT3	APOPTOSIS
DDIT3	HYPOXIA
DDIT3	MTORC1_SIGNALING
DDIT3	P53_PATHWAY
DDIT3	PI3K_AKT_MTOR_SIGNALING
DDIT4	GLYCOLYSIS
DDIT4	HYPOXIA
DDIT4	MTORC1_SIGNALING
DDIT4	P53_PATHWAY
DDIT4	UNFOLDED_PROTEIN_RESPONSE
DDT	ADIPOGENESIS
DDT	XENOBIOTIC_METABOLISM
DDX10	UNFOLDED_PROTEIN_RESPONSE
DDX18	MYC_TARGETS_V1
DDX18	MYC_TARGETS_V2
DDX21	MYC_TARGETS_V1
DDX21	UV_RESPONSE_UP
DDX25	SPERMATOGENESIS
DDX39A	E2F_TARGETS
DDX39A	G2M_CHECKPOINT
DDX39A	MTORC1_SIGNALING
DDX4	SPERMATOGENESIS
DDX58	INTERFERON_GAMMA_RESPONSE
DDX58	TNFA_SIGNALING_VIA_NFKB
DDX60	INTERFERON_ALPHA_RESPONSE
DDX60	INTERFERON_GAMMA_RESPONSE
DECR1	ADIPOGENESIS
DECR1	FATTY_ACID_METABOLISM
DECR1	OXIDATIVE_PHOSPHORYLATION
DEF6	P53_PATHWAY
DEGS1	ALLOGRAFT_REJECTION
DEK	E2F_TARGETS
DEK	MYC_TARGETS_V1
DENND2B	MYOGENESIS
DENND5A	IL2_STAT5_SIGNALING
DENND5A	TNFA_SIGNALING_VIA_NFKB
DEPDC1	E2F_TARGETS
DEPDC1	GLYCOLYSIS
DEPTOR	ESTROGEN_RESPONSE_EARLY
DES	MYOGENESIS
DFFA	APOPTOSIS
DGAT1	ADIPOGENESIS
DGAT1	UV_RESPONSE_UP
DGCR8	DNA_REPAIR
DGKA	P53_PATHWAY
DGKG	COMPLEMENT
DGKH	COMPLEMENT
DGUOK	DNA_REPAIR
DHCR24	ANDROGEN_RESPONSE
DHCR24	BILE_ACID_METABOLISM
DHCR24	FATTY_ACID_METABOLISM
DHCR24	MTORC1_SIGNALING
DHCR24	PEROXISOME
DHCR7	ADIPOGENESIS
DHCR7	CHOLESTEROL_HOMEOSTASIS
DHCR7	ESTROGEN_RESPONSE_EARLY
DHCR7	ESTROGEN_RESPONSE_LATE
DHCR7	MTORC1_SIGNALING
DHFR	MTORC1_SIGNALING
DHPS	XENOBIOTIC_METABOLISM
DHRS1	XENOBIOTIC_METABOLISM
DHRS2	ESTROGEN_RESPONSE_EARLY
DHRS2	ESTROGEN_RESPONSE_LATE
DHRS3	ESTROGEN_RESPONSE_EARLY
DHRS3	IL2_STAT5_SIGNALING
DHRS3	PEROXISOME
DHRS7	ADIPOGENESIS
DHRS7	XENOBIOTIC_METABOLISM
DHRS7B	ADIPOGENESIS
DHX15	MYC_TARGETS_V1
DHX16	APICAL_JUNCTION
DHX58	INTERFERON_ALPHA_RESPONSE
DHX58	INTERFERON_GAMMA_RESPONSE
DIABLO	APOPTOSIS
DIAPH3	E2F_TARGETS
DIO1	BILE_ACID_METABOLISM
DIO1	PEROXISOME
DIO2	BILE_ACID_METABOLISM
DKC1	G2M_CHECKPOINT
DKC1	UNFOLDED_PROTEIN_RESPONSE
DKK1	EPITHELIAL_MESENCHYMAL_TRANSITION
DKK1	WNT_BETA_CATENIN_SIGNALING
DKK4	WNT_BETA_CATENIN_SIGNALING
DLAT	ADIPOGENESIS
DLAT	OXIDATIVE_PHOSPHORYLATION
DLC1	ESTROGEN_RESPONSE_EARLY
DLC1	UV_RESPONSE_DN
DLD	ADIPOGENESIS
DLD	FATTY_ACID_METABOLISM
DLD	GLYCOLYSIS
DLD	OXIDATIVE_PHOSPHORYLATION
DLG1	APICAL_JUNCTION
DLG1	MITOTIC_SPINDLE
DLG1	UV_RESPONSE_DN
DLG4	PEROXISOME
DLG4	UV_RESPONSE_UP
DLG5	ESTROGEN_RESPONSE_LATE
DLGAP5	E2F_TARGETS
DLGAP5	MITOTIC_SPINDLE
DLK2	KRAS_SIGNALING_DN
DLL1	NOTCH_SIGNALING
DLL1	WNT_BETA_CATENIN_SIGNALING
DLST	FATTY_ACID_METABOLISM
DLST	OXIDATIVE_PHOSPHORYLATION
DMAC2L	UV_RESPONSE_DN
DMC1	SPERMATOGENESIS
DMD	G2M_CHECKPOINT
DMD	MYOGENESIS
DMP1	APICAL_JUNCTION
DMPK	MYOGENESIS
DMRT1	SPERMATOGENESIS
DMTN	HEME_METABOLISM
DNAJA1	APOPTOSIS
DNAJA1	UV_RESPONSE_UP
DNAJA4	UNFOLDED_PROTEIN_RESPONSE
DNAJB1	UV_RESPONSE_UP
DNAJB4	TNFA_SIGNALING_VIA_NFKB
DNAJB8	SPERMATOGENESIS
DNAJB9	ADIPOGENESIS
DNAJB9	ANDROGEN_RESPONSE
DNAJB9	UNFOLDED_PROTEIN_RESPONSE
DNAJC1	ESTROGEN_RESPONSE_LATE
DNAJC12	ESTROGEN_RESPONSE_LATE
DNAJC15	ADIPOGENESIS
DNAJC3	APOPTOSIS
DNAJC3	UNFOLDED_PROTEIN_RESPONSE
DNM1L	APOPTOSIS
DNM1L	PROTEIN_SECRETION
DNMBP	KRAS_SIGNALING_UP
DNMT1	E2F_TARGETS
DNTT	IL6_JAK_STAT3_SIGNALING
DNTTIP2	P53_PATHWAY
DOCK10	COMPLEMENT
DOCK2	KRAS_SIGNALING_UP
DOCK2	MITOTIC_SPINDLE
DOCK4	COMPLEMENT
DOCK4	MITOTIC_SPINDLE
DOCK9	COMPLEMENT
DONSON	E2F_TARGETS
DOP1A	PROTEIN_SECRETION
DPEP3	SPERMATOGENESIS
DPP4	COAGULATION
DPP4	COMPLEMENT
DPP4	PANCREAS_BETA_CELLS
DPYD	APOPTOSIS
DPYSL2	HEDGEHOG_SIGNALING
DPYSL3	EPITHELIAL_MESENCHYMAL_TRANSITION
DPYSL4	GLYCOLYSIS
DPYSL4	HYPOXIA
DR1	G2M_CHECKPOINT
DRAM1	P53_PATHWAY
DRAM1	TNFA_SIGNALING_VIA_NFKB
DRAM2	ADIPOGENESIS
DRC1	IL2_STAT5_SIGNALING
DSC1	APICAL_JUNCTION
DSC2	GLYCOLYSIS
DSC3	APICAL_JUNCTION
DSCC1	E2F_TARGETS
DST	EPITHELIAL_MESENCHYMAL_TRANSITION
DST	MITOTIC_SPINDLE
DST	PROTEIN_SECRETION
DTNA	HYPOXIA
DTNA	MYOGENESIS
DTNB	KRAS_SIGNALING_DN
DTX1	NOTCH_SIGNALING
DTX2	NOTCH_SIGNALING
DTX4	NOTCH_SIGNALING
DTYMK	G2M_CHECKPOINT
DUSP1	HYPOXIA
DUSP1	TNFA_SIGNALING_VIA_NFKB
DUSP1	UV_RESPONSE_DN
DUSP14	COAGULATION
DUSP2	ESTROGEN_RESPONSE_LATE
DUSP2	MYC_TARGETS_V2
DUSP2	TNFA_SIGNALING_VIA_NFKB
DUSP3	PI3K_AKT_MTOR_SIGNALING
DUSP4	TNFA_SIGNALING_VIA_NFKB
DUSP5	COMPLEMENT
DUSP5	TNFA_SIGNALING_VIA_NFKB
DUSP6	COAGULATION
DUSP6	COMPLEMENT
DUSP6	KRAS_SIGNALING_UP
DUT	DNA_REPAIR
DUT	E2F_TARGETS
DUT	MYC_TARGETS_V1
DVL2	WNT_BETA_CATENIN_SIGNALING
DYNC1H1	MITOTIC_SPINDLE
DYNLL2	MITOTIC_SPINDLE
DYNLT3	ESTROGEN_RESPONSE_EARLY
DYNLT3	ESTROGEN_RESPONSE_LATE
DYRK1A	UV_RESPONSE_DN
DYRK2	COMPLEMENT
DYRK3	ALLOGRAFT_REJECTION
E2F1	G2M_CHECKPOINT
E2F1	PI3K_AKT_MTOR_SIGNALING
E2F2	G2M_CHECKPOINT
E2F2	HEME_METABOLISM
E2F3	G2M_CHECKPOINT
E2F4	G2M_CHECKPOINT
E2F5	UV_RESPONSE_UP
E2F8	E2F_TARGETS
EBI3	IL6_JAK_STAT3_SIGNALING
EBI3	INFLAMMATORY_RESPONSE
EBP	APOPTOSIS
EBP	CHOLESTEROL_HOMEOSTASIS
EBP	MTORC1_SIGNALING
ECD	GLYCOLYSIS
ECH1	ADIPOGENESIS
ECH1	CHOLESTEROL_HOMEOSTASIS
ECH1	FATTY_ACID_METABOLISM
ECH1	OXIDATIVE_PHOSPHORYLATION
ECH1	PEROXISOME
ECH1	XENOBIOTIC_METABOLISM
ECHS1	ADIPOGENESIS
ECHS1	FATTY_ACID_METABOLISM
ECHS1	OXIDATIVE_PHOSPHORYLATION
ECI1	FATTY_ACID_METABOLISM
ECI1	OXIDATIVE_PHOSPHORYLATION
ECI2	FATTY_ACID_METABOLISM
ECI2	PEROXISOME
ECM1	EPITHELIAL_MESENCHYMAL_TRANSITION
ECM1	IL2_STAT5_SIGNALING
ECM2	EPITHELIAL_MESENCHYMAL_TRANSITION
ECSIT	PI3K_AKT_MTOR_SIGNALING
ECT2	MITOTIC_SPINDLE
EDAR	KRAS_SIGNALING_DN
EDC4	UNFOLDED_PROTEIN_RESPONSE
EDEM1	MTORC1_SIGNALING
EDEM1	UNFOLDED_PROTEIN_RESPONSE
EDF1	DNA_REPAIR
EDIL3	EPITHELIAL_MESENCHYMAL_TRANSITION
EDN1	INFLAMMATORY_RESPONSE
EDN1	KRAS_SIGNALING_DN
EDN1	TNFA_SIGNALING_VIA_NFKB
EDN2	HYPOXIA
EDN2	KRAS_SIGNALING_DN
EED	E2F_TARGETS
EEF1AKMT1	IL2_STAT5_SIGNALING
EEF1B2	MYC_TARGETS_V1
EEF1E1	MTORC1_SIGNALING
EEF2	UNFOLDED_PROTEIN_RESPONSE
EFEMP1	UV_RESPONSE_DN
EFEMP2	EPITHELIAL_MESENCHYMAL_TRANSITION
EFHC1	BILE_ACID_METABOLISM
EFHD1	KRAS_SIGNALING_DN
EFNA1	HYPOXIA
EFNA1	TNFA_SIGNALING_VIA_NFKB
EFNA3	GLYCOLYSIS
EFNA3	HYPOXIA
EFNA5	APICAL_SURFACE
EFNA5	G2M_CHECKPOINT
EFS	MYOGENESIS
EGF	G2M_CHECKPOINT
EGF	KRAS_SIGNALING_DN
EGFR	ALLOGRAFT_REJECTION
EGFR	APICAL_JUNCTION
